Sample_ID	DRAM-ORF_count	DRAM-Annotated	DRAM-Hypothetical	DRAM-Unknown	DRAM-KO_count	Metacerberus-ORF_count	Metacerberus-Annotated	Metacerberus-Hypothetical	Metacerberus-Unknown	Metacerberus-KO_count
QGNH01000835.1	11.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000836.1	17.0	3.0	2.0	12.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000837.1	22.0	21.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000838.1	27.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000839.1	28.0	10.0	1.0	17.0	3.0	0.0	0.0	0.0	0.0	0.0
QGNH01000840.1	32.0	2.0	2.0	28.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000841.1						0.0	0.0	0.0	0.0	0.0
QGNH01000842.1	12.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000843.1	46.0	44.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000844.1	33.0	11.0	4.0	18.0	3.0	0.0	0.0	0.0	0.0	0.0
QGNH01000845.1	28.0	7.0	1.0	20.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000846.1	24.0	7.0	1.0	16.0	3.0	0.0	0.0	0.0	0.0	0.0
QGNH01000847.1	18.0	4.0	3.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000848.1	12.0	2.0	0.0	10.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000849.1	22.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000850.1	25.0	6.0	1.0	18.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000851.1	30.0	27.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000852.1	34.0	6.0	5.0	23.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000853.1	15.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000854.1	24.0	3.0	1.0	20.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000855.1	22.0	4.0	4.0	14.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000856.1	24.0	11.0	2.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000857.1	20.0	8.0	0.0	12.0	4.0	0.0	0.0	0.0	0.0	0.0
QGNH01000858.1	33.0	8.0	0.0	25.0	3.0	0.0	0.0	0.0	0.0	0.0
QGNH01000859.1	34.0	2.0	0.0	32.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000860.1	23.0	8.0	0.0	15.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000861.1	18.0	6.0	0.0	12.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000862.1	20.0	19.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000863.1	25.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000864.1	21.0	8.0	1.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000865.1	20.0	5.0	0.0	15.0	3.0	0.0	0.0	0.0	0.0	0.0
QGNH01000866.1	27.0	4.0	4.0	19.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000867.1	26.0	5.0	2.0	19.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000868.1	23.0	4.0	2.0	17.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000869.1	29.0	7.0	0.0	22.0	3.0	0.0	0.0	0.0	0.0	0.0
QGNH01000870.1	14.0	4.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000871.1	15.0	5.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000872.1	21.0	5.0	1.0	15.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000873.1	13.0	12.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000874.1	32.0	4.0	0.0	28.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000875.1	31.0	29.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000876.1	11.0	3.0	1.0	7.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000877.1	22.0	20.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000878.1	12.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000879.1	25.0	23.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000880.1	24.0	12.0	3.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000881.1	24.0	5.0	0.0	19.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000882.1	23.0	2.0	2.0	19.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000883.1	23.0	4.0	0.0	19.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000884.1	19.0	18.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000885.1	26.0	5.0	1.0	20.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000886.1	33.0	29.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000887.1	31.0	3.0	1.0	27.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000888.1	25.0	4.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000889.1	12.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000890.1	20.0	8.0	0.0	12.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000891.1	33.0	13.0	4.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000892.1	24.0	20.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000893.1	9.0	4.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0
QGNH01000894.1	21.0	4.0	0.0	17.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000895.1	24.0	5.0	2.0	17.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000896.1	17.0	2.0	0.0	15.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000897.1	23.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000898.1	21.0	4.0	0.0	17.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000899.1	21.0	4.0	2.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000900.1	25.0	2.0	0.0	23.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000901.1	19.0	5.0	1.0	13.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000902.1	33.0	32.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000903.1	19.0	7.0	2.0	10.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000904.1	22.0	4.0	1.0	17.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000905.1	30.0	3.0	3.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000906.1	20.0	17.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000907.1	12.0	8.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000908.1	22.0	7.0	3.0	12.0	3.0	0.0	0.0	0.0	0.0	0.0
QGNH01000909.1	25.0	6.0	1.0	18.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000910.1	15.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000911.1	18.0	10.0	5.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0
QGNH01000912.1	20.0	2.0	0.0	18.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000913.1	8.0	5.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000914.1	19.0	4.0	0.0	15.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000915.1	14.0	5.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000916.1						0.0	0.0	0.0	0.0	0.0
QGNH01000917.1	21.0	5.0	1.0	15.0	3.0	0.0	0.0	0.0	0.0	0.0
QGNH01000918.1	25.0	4.0	0.0	21.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000919.1	15.0	7.0	1.0	7.0	4.0	0.0	0.0	0.0	0.0	0.0
QGNH01000920.1	15.0	3.0	0.0	12.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000921.1	26.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000922.1	24.0	3.0	0.0	21.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000923.1	21.0	2.0	1.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000924.1	21.0	4.0	0.0	17.0	3.0	0.0	0.0	0.0	0.0	0.0
QGNH01000925.1	23.0	3.0	0.0	20.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000926.1	11.0	1.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000927.1	27.0	4.0	0.0	23.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000928.1	17.0	6.0	0.0	11.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000929.1	17.0	5.0	0.0	12.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000930.1	16.0	15.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000931.1	23.0	3.0	0.0	20.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000932.1	14.0	5.0	0.0	9.0	3.0	0.0	0.0	0.0	0.0	0.0
QGNH01000933.1	19.0	12.0	0.0	7.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000934.1	10.0	4.0	2.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000935.1	25.0	4.0	0.0	21.0	3.0	0.0	0.0	0.0	0.0	0.0
QGNH01000936.1	24.0	2.0	0.0	22.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000937.1						0.0	0.0	0.0	0.0	0.0
QGNH01000938.1						0.0	0.0	0.0	0.0	0.0
QGNH01000939.1	23.0	8.0	2.0	13.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000940.1	23.0	22.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000941.1	17.0	14.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000942.1	18.0	4.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000943.1	15.0	3.0	5.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000944.1	27.0	9.0	1.0	17.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000945.1	24.0	7.0	0.0	17.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000946.1	22.0	5.0	2.0	15.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000947.1	26.0	3.0	0.0	23.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000948.1	28.0	27.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000949.1	26.0	3.0	0.0	23.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000950.1	17.0	5.0	3.0	9.0	3.0	0.0	0.0	0.0	0.0	0.0
QGNH01000951.1						0.0	0.0	0.0	0.0	0.0
QGNH01000952.1	15.0	6.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000953.1	20.0	6.0	2.0	12.0	3.0	0.0	0.0	0.0	0.0	0.0
QGNH01000954.1	23.0	5.0	0.0	18.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000955.1	20.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000956.1	16.0	4.0	4.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000957.1	18.0	17.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000958.1	18.0	6.0	2.0	10.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000959.1	19.0	18.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000960.1	19.0	2.0	0.0	17.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000961.1	21.0	8.0	2.0	11.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000962.1	18.0	14.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000963.1	21.0	4.0	4.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000964.1	15.0	3.0	2.0	10.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000965.1	17.0	3.0	1.0	13.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000966.1	18.0	17.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000967.1	19.0	17.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000968.1	15.0	12.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000969.1	13.0	8.0	0.0	5.0	7.0	0.0	0.0	0.0	0.0	0.0
QGNH01000970.1	23.0	7.0	1.0	15.0	4.0	0.0	0.0	0.0	0.0	0.0
QGNH01000971.1	25.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000972.1	16.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000973.1	12.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000974.1	17.0	6.0	1.0	10.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000975.1	14.0	4.0	2.0	8.0	3.0	0.0	0.0	0.0	0.0	0.0
QGNH01000976.1	10.0	3.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000977.1	8.0	3.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000978.1	18.0	2.0	0.0	16.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000979.1	15.0	3.0	1.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000980.1	19.0	11.0	1.0	7.0	3.0	0.0	0.0	0.0	0.0	0.0
QGNH01000981.1	15.0	4.0	1.0	10.0	3.0	0.0	0.0	0.0	0.0	0.0
QGNH01000982.1	19.0	15.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000983.1	21.0	6.0	0.0	15.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000984.1	23.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000985.1						0.0	0.0	0.0	0.0	0.0
QGNH01000986.1	17.0	4.0	1.0	12.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000987.1	17.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000988.1	15.0	6.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000989.1	27.0	4.0	2.0	21.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000990.1	22.0	8.0	1.0	13.0	4.0	0.0	0.0	0.0	0.0	0.0
QGNH01000991.1	19.0	9.0	3.0	7.0	5.0	0.0	0.0	0.0	0.0	0.0
QGNH01000992.1	14.0	5.0	0.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0
QGNH01000993.1	20.0	3.0	0.0	17.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000994.1	19.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000995.1						0.0	0.0	0.0	0.0	0.0
QGNH01000996.1	15.0	5.0	0.0	10.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000997.1	23.0	22.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000998.1	19.0	6.0	1.0	12.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000999.1	16.0	7.0	0.0	9.0	5.0	0.0	0.0	0.0	0.0	0.0
QGNH01001000.1	5.0	3.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001001.1	10.0	6.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01001002.1	17.0	3.0	0.0	14.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001003.1	17.0	16.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001004.1	19.0	2.0	0.0	17.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001005.1	14.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001006.1	22.0	20.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001007.1	21.0	20.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001008.1	17.0	2.0	0.0	15.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001009.1	14.0	8.0	3.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001010.1	13.0	7.0	0.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0
QGNH01001011.1	12.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001012.1	15.0	3.0	0.0	12.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001013.1	16.0	5.0	0.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001014.1	13.0	5.0	1.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001015.1	15.0	13.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001016.1	10.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001017.1	13.0	12.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001018.1	24.0	4.0	3.0	17.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01001019.1	15.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001020.1	18.0	17.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001021.1	10.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001022.1	14.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001023.1	10.0	6.0	2.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0
QGNH01001024.1	20.0	1.0	2.0	17.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001025.1	15.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001026.1	15.0	5.0	0.0	10.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001027.1	15.0	14.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001028.1	18.0	10.0	0.0	8.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01001029.1	25.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001030.1	10.0	6.0	0.0	4.0	5.0	0.0	0.0	0.0	0.0	0.0
QGNH01001031.1	19.0	8.0	0.0	11.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01001032.1	13.0	4.0	0.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001033.1	14.0	5.0	3.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01001034.1	18.0	16.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001035.1	14.0	3.0	2.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001036.1	24.0	3.0	2.0	19.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001037.1	7.0	4.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01001038.1	16.0	3.0	0.0	13.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001039.1	16.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001040.1	15.0	14.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001041.1	10.0	1.0	1.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001042.1	19.0	3.0	0.0	16.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001043.1	17.0	3.0	3.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001044.1	9.0	6.0	0.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0
QGNH01001045.1	17.0	7.0	1.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001046.1	11.0	7.0	1.0	3.0	6.0	0.0	0.0	0.0	0.0	0.0
QGNH01001047.1	16.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001048.1	9.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001049.1	16.0	7.0	1.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001050.1	15.0	4.0	0.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001051.1	19.0	3.0	0.0	16.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01001052.1	9.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001053.1	14.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001054.1	15.0	3.0	0.0	12.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001055.1	17.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001056.1	13.0	1.0	0.0	12.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001057.1	9.0	4.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001058.1	20.0	6.0	0.0	14.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001059.1	16.0	15.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001060.1	14.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001061.1	20.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001062.1	19.0	3.0	2.0	14.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01001063.1	12.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001064.1	15.0	14.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001065.1	12.0	3.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001066.1	17.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001067.1	23.0	5.0	3.0	15.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001068.1	11.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001069.1	11.0	10.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001070.1	10.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001071.1	10.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001072.1	17.0	16.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001073.1	16.0	3.0	0.0	13.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01001074.1	13.0	4.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001075.1	14.0	2.0	0.0	12.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001076.1	12.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001077.1	16.0	3.0	0.0	13.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001078.1	16.0	6.0	1.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001079.1	12.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001080.1	13.0	6.0	0.0	7.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01001081.1	8.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001082.1	16.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001083.1	27.0	26.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001084.1	14.0	5.0	2.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001085.1	20.0	4.0	1.0	15.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001086.1	16.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001087.1	11.0	2.0	0.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001088.1	15.0	3.0	2.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001089.1	15.0	5.0	3.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001090.1	20.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001091.1	12.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001092.1	17.0	14.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001093.1	12.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001094.1	15.0	14.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001095.1	12.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001096.1	22.0	3.0	1.0	18.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001097.1						0.0	0.0	0.0	0.0	0.0
QGNH01001098.1	16.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001099.1	16.0	4.0	0.0	12.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001100.1	15.0	14.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001101.1	15.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001102.1	8.0	4.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0
QGNH01001103.1	17.0	4.0	0.0	13.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01001104.1	12.0	1.0	1.0	10.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001105.1	23.0	22.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001106.1	12.0	3.0	4.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001107.1	13.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001108.1	15.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001109.1	11.0	3.0	2.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01001110.1	9.0	2.0	0.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001111.1						0.0	0.0	0.0	0.0	0.0
QGNH01001112.1	8.0	3.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001113.1	13.0	3.0	0.0	10.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001114.1	11.0	4.0	4.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001115.1	13.0	4.0	2.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0
