Sample_ID	DRAM-ORF_count	DRAM-Annotated	DRAM-Hypothetical	DRAM-Unknown	DRAM-KO_count
QGNH01001415.1	38.0	10.0	10.0	18.0	1.0
QGNH01001416.1	29.0	12.0	2.0	15.0	1.0
QGNH01001417.1	37.0	17.0	0.0	20.0	1.0
QGNH01001418.1	31.0	4.0	0.0	27.0	0.0
QGNH01001419.1	33.0	13.0	4.0	16.0	3.0
QGNH01001420.1	28.0	5.0	0.0	23.0	1.0
QGNH01001421.1	25.0	21.0	4.0	0.0	0.0
QGNH01001422.1	26.0	5.0	0.0	21.0	1.0
QGNH01001423.1	38.0	5.0	0.0	33.0	2.0
QGNH01001424.1	28.0	6.0	4.0	18.0	1.0
QGNH01001425.1	35.0	14.0	3.0	18.0	2.0
QGNH01001426.1	39.0	38.0	1.0	0.0	0.0
QGNH01001427.1	27.0	9.0	0.0	18.0	0.0
QGNH01001428.1	27.0	27.0	0.0	0.0	0.0
QGNH01001429.1	35.0	7.0	0.0	28.0	1.0
QGNH01001430.1	31.0	6.0	3.0	22.0	0.0
QGNH01001431.1	38.0	36.0	2.0	0.0	0.0
QGNH01001432.1	36.0	6.0	1.0	29.0	2.0
QGNH01001433.1	30.0	10.0	0.0	20.0	2.0
QGNH01001434.1	30.0	3.0	2.0	25.0	0.0
QGNH01001435.1	42.0	5.0	0.0	37.0	2.0
QGNH01001436.1	28.0	27.0	1.0	0.0	0.0
QGNH01001437.1	40.0	9.0	4.0	27.0	3.0
QGNH01001438.1	34.0	10.0	0.0	24.0	2.0
QGNH01001439.1	51.0	10.0	2.0	39.0	2.0
QGNH01001440.1	34.0	15.0	2.0	17.0	5.0
QGNH01001441.1	36.0	12.0	2.0	22.0	1.0
QGNH01001442.1	37.0	36.0	1.0	0.0	0.0
QGNH01001443.1	33.0	26.0	7.0	0.0	0.0
QGNH01001444.1	30.0	11.0	2.0	17.0	2.0
QGNH01001445.1	21.0	21.0	0.0	0.0	0.0
QGNH01001446.1	36.0	3.0	0.0	33.0	1.0
QGNH01001447.1	45.0	12.0	0.0	33.0	4.0
QGNH01001448.1	31.0	8.0	1.0	22.0	1.0
QGNH01001449.1	31.0	6.0	1.0	24.0	2.0
QGNH01001450.1	31.0	7.0	3.0	21.0	1.0
QGNH01001451.1	45.0	6.0	3.0	36.0	3.0
QGNH01001452.1	22.0	22.0	0.0	0.0	0.0
QGNH01001453.1	29.0	5.0	9.0	15.0	2.0
QGNH01001454.1	40.0	4.0	1.0	35.0	1.0
QGNH01001455.1	35.0	5.0	1.0	29.0	1.0
QGNH01001456.1	33.0	6.0	3.0	24.0	1.0
QGNH01001457.1	34.0	9.0	0.0	25.0	3.0
QGNH01001458.1	35.0	4.0	0.0	31.0	2.0
QGNH01001459.1	28.0	16.0	4.0	8.0	1.0
QGNH01001460.1	35.0	12.0	2.0	21.0	2.0
QGNH01001461.1	45.0	44.0	1.0	0.0	0.0
QGNH01001462.1	33.0	4.0	1.0	28.0	1.0
QGNH01001463.1	28.0	20.0	4.0	4.0	3.0
QGNH01001465.1	31.0	4.0	0.0	27.0	1.0
QGNH01001466.1	33.0	30.0	3.0	0.0	0.0
QGNH01001467.1	34.0	17.0	3.0	14.0	1.0
QGNH01001468.1	38.0	9.0	1.0	28.0	3.0
QGNH01001469.1	23.0	11.0	4.0	8.0	1.0
QGNH01001470.1	30.0	4.0	5.0	21.0	0.0
QGNH01001471.1	29.0	28.0	1.0	0.0	0.0
QGNH01001472.1	33.0	12.0	1.0	20.0	3.0
QGNH01001473.1	41.0	13.0	5.0	23.0	1.0
QGNH01001474.1	23.0	3.0	2.0	18.0	0.0
QGNH01001475.1	43.0	6.0	0.0	37.0	1.0
QGNH01001476.1	28.0	3.0	0.0	25.0	1.0
QGNH01001477.1	31.0	8.0	0.0	23.0	1.0
QGNH01001478.1	21.0	8.0	0.0	13.0	2.0
QGNH01001479.1	23.0	8.0	7.0	8.0	0.0
QGNH01001480.1	26.0	3.0	0.0	23.0	0.0
QGNH01001481.1	33.0	31.0	2.0	0.0	0.0
QGNH01001482.1	27.0	4.0	0.0	23.0	1.0
QGNH01001483.1	17.0	3.0	0.0	14.0	1.0
QGNH01001484.1	30.0	6.0	0.0	24.0	1.0
QGNH01001485.1	38.0	10.0	4.0	24.0	2.0
QGNH01001486.1	28.0	28.0	0.0	0.0	0.0
QGNH01001487.1	24.0	20.0	4.0	0.0	0.0
QGNH01001488.1	34.0	11.0	4.0	19.0	3.0
QGNH01001489.1	25.0	5.0	1.0	19.0	1.0
QGNH01001490.1	42.0	11.0	10.0	21.0	3.0
QGNH01001491.1	35.0	9.0	1.0	25.0	4.0
QGNH01001492.1	31.0	7.0	4.0	20.0	2.0
QGNH01001493.1	25.0	22.0	3.0	0.0	0.0
QGNH01001494.1	22.0	20.0	2.0	0.0	0.0
QGNH01001495.1	29.0	7.0	0.0	22.0	1.0
QGNH01001496.1	25.0	25.0	0.0	0.0	0.0
QGNH01001497.1	28.0	9.0	0.0	19.0	2.0
QGNH01001498.1	24.0	5.0	2.0	17.0	1.0
QGNH01001499.1	30.0	20.0	10.0	0.0	0.0
QGNH01001500.1	26.0	9.0	1.0	16.0	4.0
QGNH01001501.1	20.0	17.0	3.0	0.0	0.0
QGNH01001502.1	30.0	21.0	9.0	0.0	0.0
QGNH01001503.1	27.0	27.0	0.0	0.0	0.0
QGNH01001504.1	36.0	5.0	3.0	28.0	3.0
QGNH01001505.1	31.0	31.0	0.0	0.0	0.0
QGNH01001506.1	18.0	14.0	4.0	0.0	0.0
QGNH01001507.1	34.0	9.0	0.0	25.0	1.0
QGNH01001508.1	25.0	11.0	1.0	13.0	1.0
QGNH01001509.1	23.0	8.0	1.0	14.0	1.0
QGNH01001510.1	27.0	26.0	1.0	0.0	0.0
QGNH01001511.1	26.0	3.0	1.0	22.0	0.0
QGNH01001512.1	32.0	31.0	1.0	0.0	0.0
QGNH01001513.1	29.0	13.0	1.0	15.0	2.0
QGNH01001514.1	17.0	16.0	1.0	0.0	0.0
QGNH01001515.1	37.0	9.0	2.0	26.0	2.0
QGNH01001516.1	21.0	21.0	0.0	0.0	0.0
QGNH01001517.1	39.0	6.0	0.0	33.0	2.0
QGNH01001518.1	35.0	6.0	3.0	26.0	1.0
QGNH01001519.1	48.0	9.0	4.0	35.0	4.0
QGNH01001520.1	34.0	6.0	2.0	26.0	2.0
QGNH01001521.1	27.0	7.0	0.0	20.0	2.0
QGNH01001522.1	31.0	28.0	3.0	0.0	0.0
QGNH01001523.1	37.0	13.0	2.0	22.0	1.0
QGNH01001524.1	16.0	2.0	1.0	13.0	0.0
QGNH01001525.1	21.0	4.0	1.0	16.0	0.0
QGNH01001526.1	20.0	7.0	1.0	12.0	1.0
QGNH01001527.1	19.0	16.0	3.0	0.0	0.0
QGNH01001528.1	27.0	5.0	1.0	21.0	1.0
QGNH01001529.1	30.0	28.0	2.0	0.0	0.0
QGNH01001530.1	28.0	7.0	0.0	21.0	1.0
QGNH01001531.1	26.0	5.0	0.0	21.0	2.0
QGNH01001532.1	26.0	26.0	0.0	0.0	0.0
QGNH01001533.1	25.0	6.0	0.0	19.0	1.0
QGNH01001534.1	38.0	4.0	0.0	34.0	1.0
QGNH01001535.1	16.0	16.0	0.0	0.0	0.0
QGNH01001536.1	19.0	5.0	2.0	12.0	1.0
QGNH01001537.1	28.0	7.0	4.0	17.0	1.0
QGNH01001538.1	24.0	23.0	1.0	0.0	0.0
QGNH01001539.1	21.0	17.0	4.0	0.0	0.0
QGNH01001540.1	20.0	17.0	3.0	0.0	0.0
QGNH01001541.1	29.0	9.0	1.0	19.0	4.0
QGNH01001542.1	19.0	17.0	2.0	0.0	0.0
QGNH01001543.1	22.0	9.0	2.0	11.0	1.0
QGNH01001544.1	24.0	4.0	0.0	20.0	1.0
QGNH01001545.1	23.0	4.0	1.0	18.0	0.0
QGNH01001546.1	30.0	30.0	0.0	0.0	0.0
QGNH01001547.1	27.0	2.0	1.0	24.0	0.0
QGNH01001548.1	22.0	21.0	1.0	0.0	0.0
QGNH01001549.1	39.0	7.0	0.0	32.0	1.0
QGNH01001550.1	29.0	28.0	1.0	0.0	0.0
QGNH01001551.1	26.0	24.0	2.0	0.0	0.0
QGNH01001552.1	19.0	6.0	0.0	13.0	2.0
QGNH01001553.1	16.0	14.0	2.0	0.0	0.0
QGNH01001554.1	29.0	29.0	0.0	0.0	0.0
QGNH01001555.1	32.0	13.0	0.0	19.0	0.0
QGNH01001556.1	22.0	8.0	1.0	13.0	2.0
QGNH01001557.1	21.0	7.0	0.0	14.0	1.0
QGNH01001558.1	18.0	8.0	3.0	7.0	2.0
QGNH01001559.1	31.0	6.0	2.0	23.0	1.0
QGNH01001560.1	24.0	15.0	1.0	8.0	2.0
QGNH01001561.1	23.0	21.0	2.0	0.0	0.0
QGNH01001562.1	20.0	5.0	0.0	15.0	2.0
QGNH01001563.1	31.0	30.0	1.0	0.0	0.0
QGNH01001564.1	22.0	22.0	0.0	0.0	0.0
QGNH01001565.1	23.0	4.0	2.0	17.0	0.0
QGNH01001566.1	28.0	7.0	1.0	20.0	1.0
QGNH01001567.1	21.0	10.0	0.0	11.0	1.0
QGNH01001568.1	24.0	21.0	3.0	0.0	0.0
QGNH01001569.1	27.0	6.0	2.0	19.0	0.0
QGNH01001570.1	19.0	4.0	0.0	15.0	1.0
QGNH01001571.1	17.0	15.0	2.0	0.0	0.0
QGNH01001572.1	17.0	6.0	1.0	10.0	1.0
QGNH01001573.1	25.0	6.0	0.0	19.0	1.0
QGNH01001574.1	12.0	5.0	3.0	4.0	0.0
QGNH01001575.1	36.0	3.0	2.0	31.0	2.0
QGNH01001576.1	24.0	4.0	1.0	19.0	0.0
QGNH01001577.1	19.0	18.0	1.0	0.0	0.0
QGNH01001578.1	23.0	14.0	9.0	0.0	0.0
QGNH01001579.1	30.0	29.0	1.0	0.0	0.0
QGNH01001580.1	21.0	13.0	4.0	4.0	2.0
QGNH01001581.1	22.0	11.0	2.0	9.0	1.0
QGNH01001582.1	28.0	3.0	0.0	25.0	2.0
QGNH01001583.1	22.0	4.0	1.0	17.0	1.0
QGNH01001584.1	11.0	4.0	0.0	7.0	1.0
QGNH01001585.1	28.0	5.0	1.0	22.0	2.0
QGNH01001586.1	24.0	21.0	3.0	0.0	0.0
QGNH01001587.1	22.0	9.0	2.0	11.0	2.0
QGNH01001588.1	23.0	8.0	2.0	13.0	1.0
QGNH01001589.1	20.0	20.0	0.0	0.0	0.0
QGNH01001590.1	22.0	22.0	0.0	0.0	0.0
QGNH01001591.1	21.0	7.0	2.0	12.0	1.0
QGNH01001592.1	32.0	7.0	1.0	24.0	2.0
QGNH01001593.1	21.0	21.0	0.0	0.0	0.0
QGNH01001594.1	25.0	8.0	1.0	16.0	1.0
QGNH01001596.1	14.0	12.0	2.0	0.0	0.0
QGNH01001597.1	24.0	6.0	1.0	17.0	1.0
QGNH01001598.1	20.0	20.0	0.0	0.0	0.0
QGNH01001599.1	22.0	22.0	0.0	0.0	0.0
QGNH01001600.1	35.0	35.0	0.0	0.0	0.0
QGNH01001601.1	31.0	31.0	0.0	0.0	0.0
QGNH01001602.1	18.0	3.0	0.0	15.0	0.0
QGNH01001603.1	25.0	6.0	1.0	18.0	0.0
QGNH01001604.1	19.0	8.0	5.0	6.0	3.0
QGNH01001605.1	19.0	17.0	2.0	0.0	0.0
QGNH01001607.1	18.0	6.0	1.0	11.0	1.0
QGNH01001608.1	20.0	8.0	1.0	11.0	2.0
QGNH01001609.1	21.0	19.0	2.0	0.0	0.0
QGNH01001610.1	23.0	6.0	4.0	13.0	1.0
QGNH01001611.1	14.0	8.0	1.0	5.0	5.0
QGNH01001612.1	24.0	24.0	0.0	0.0	0.0
QGNH01001613.1	21.0	10.0	2.0	9.0	1.0
QGNH01001615.1	9.0	5.0	1.0	3.0	2.0
QGNH01001616.1	22.0	16.0	6.0	0.0	0.0
QGNH01001617.1	24.0	5.0	0.0	19.0	1.0
QGNH01001618.1	23.0	23.0	0.0	0.0	0.0
QGNH01001619.1	17.0	14.0	3.0	0.0	0.0
QGNH01001620.1	25.0	24.0	1.0	0.0	0.0
QGNH01001621.1	12.0	4.0	0.0	8.0	1.0
QGNH01001622.1	13.0	4.0	0.0	9.0	0.0
QGNH01001623.1	19.0	18.0	1.0	0.0	0.0
QGNH01001624.1	20.0	19.0	1.0	0.0	0.0
QGNH01001625.1	21.0	7.0	1.0	13.0	4.0
QGNH01001626.1	22.0	8.0	0.0	14.0	2.0
QGNH01001627.1	24.0	4.0	0.0	20.0	2.0
QGNH01001628.1	20.0	11.0	2.0	7.0	3.0
QGNH01001629.1	23.0	5.0	0.0	18.0	2.0
QGNH01001630.1	19.0	19.0	0.0	0.0	0.0
QGNH01001631.1	25.0	25.0	0.0	0.0	0.0
QGNH01001632.1	28.0	3.0	1.0	24.0	1.0
QGNH01001633.1	20.0	20.0	0.0	0.0	0.0
QGNH01001634.1	25.0	8.0	4.0	13.0	1.0
QGNH01001635.1	19.0	19.0	0.0	0.0	0.0
QGNH01001637.1	36.0	6.0	0.0	30.0	1.0
QGNH01001638.1	22.0	6.0	0.0	16.0	2.0
QGNH01001639.1	19.0	19.0	0.0	0.0	0.0
QGNH01001640.1	16.0	8.0	0.0	8.0	3.0
QGNH01001641.1	16.0	3.0	0.0	13.0	0.0
QGNH01001642.1	19.0	13.0	2.0	4.0	4.0
QGNH01001643.1	23.0	3.0	0.0	20.0	1.0
QGNH01001644.1	25.0	4.0	2.0	19.0	2.0
QGNH01001645.1	27.0	5.0	0.0	22.0	2.0
QGNH01001646.1	24.0	23.0	1.0	0.0	0.0
QGNH01001647.1	14.0	14.0	0.0	0.0	0.0
QGNH01001648.1	20.0	6.0	0.0	14.0	2.0
QGNH01001649.1	27.0	4.0	0.0	23.0	1.0
QGNH01001650.1	7.0	6.0	1.0	0.0	0.0
QGNH01001651.1	24.0	24.0	0.0	0.0	0.0
QGNH01001652.1	12.0	3.0	2.0	7.0	1.0
QGNH01001653.1	22.0	6.0	1.0	15.0	1.0
QGNH01001654.1	22.0	3.0	0.0	19.0	1.0
QGNH01001655.1	21.0	5.0	3.0	13.0	2.0
QGNH01001656.1	22.0	8.0	2.0	12.0	1.0
QGNH01001657.1	27.0	27.0	0.0	0.0	0.0
QGNH01001658.1	16.0	4.0	0.0	12.0	1.0
QGNH01001659.1	12.0	12.0	0.0	0.0	0.0
QGNH01001660.1	22.0	22.0	0.0	0.0	0.0
QGNH01001661.1	26.0	5.0	0.0	21.0	2.0
QGNH01001663.1	20.0	6.0	0.0	14.0	2.0
QGNH01001665.1	24.0	7.0	0.0	17.0	2.0
QGNH01001666.1	24.0	4.0	0.0	20.0	1.0
QGNH01001667.1	20.0	4.0	0.0	16.0	2.0
QGNH01001668.1	18.0	8.0	2.0	8.0	1.0
QGNH01001669.1	16.0	16.0	0.0	0.0	0.0
QGNH01001671.1	12.0	9.0	0.0	3.0	0.0
QGNH01001673.1	19.0	10.0	3.0	6.0	1.0
QGNH01001674.1	14.0	14.0	0.0	0.0	0.0
QGNH01001675.1	11.0	10.0	1.0	0.0	0.0
QGNH01001676.1	21.0	21.0	0.0	0.0	0.0
QGNH01001677.1	8.0	3.0	0.0	5.0	1.0
QGNH01001678.1	17.0	10.0	0.0	7.0	2.0
QGNH01001681.1	26.0	22.0	4.0	0.0	0.0
QGNH01001682.1	27.0	6.0	0.0	21.0	1.0
QGNH01001683.1	20.0	20.0	0.0	0.0	0.0
QGNH01001684.1	24.0	21.0	3.0	0.0	0.0
QGNH01001685.1	15.0	13.0	2.0	0.0	0.0
QGNH01001686.1	21.0	18.0	3.0	0.0	0.0
QGNH01001687.1	27.0	6.0	1.0	20.0	2.0
QGNH01001689.1	21.0	19.0	2.0	0.0	0.0
QGNH01001690.1	21.0	4.0	0.0	17.0	2.0
QGNH01001691.1	32.0	3.0	3.0	26.0	1.0
QGNH01001692.1	13.0	12.0	1.0	0.0	0.0
QGNH01001693.1	17.0	10.0	7.0	0.0	0.0
QGNH01001694.1	21.0	7.0	1.0	13.0	3.0
QGNH01001695.1	37.0	7.0	1.0	29.0	1.0
QGNH01001696.1	26.0	3.0	1.0	22.0	1.0
QGNH01001697.1	19.0	4.0	0.0	15.0	0.0
QGNH01001698.1	19.0	19.0	0.0	0.0	0.0
QGNH01001699.1	16.0	16.0	0.0	0.0	0.0
QGNH01001700.1	18.0	17.0	1.0	0.0	0.0
QGNH01001701.1	20.0	19.0	1.0	0.0	0.0
QGNH01001702.1	29.0	25.0	4.0	0.0	0.0
QGNH01001703.1	12.0	11.0	1.0	0.0	0.0
QGNH01001704.1	23.0	7.0	1.0	15.0	2.0
QGNH01001705.1	18.0	7.0	2.0	9.0	1.0
QGNH01001706.1	20.0	3.0	2.0	15.0	1.0
QGNH01001707.1	18.0	18.0	0.0	0.0	0.0
QGNH01001708.1	14.0	14.0	0.0	0.0	0.0
QGNH01001709.1	21.0	20.0	1.0	0.0	0.0
QGNH01001710.1	18.0	18.0	0.0	0.0	0.0
QGNH01001711.1	8.0	3.0	0.0	5.0	2.0
QGNH01001712.1	19.0	18.0	1.0	0.0	0.0
QGNH01001713.1	14.0	6.0	1.0	7.0	2.0
QGNH01001714.1	13.0	13.0	0.0	0.0	0.0
QGNH01001715.1	14.0	3.0	1.0	10.0	1.0
QGNH01001716.1	17.0	17.0	0.0	0.0	0.0
QGNH01001717.1	18.0	16.0	2.0	0.0	0.0
QGNH01001718.1	21.0	4.0	0.0	17.0	1.0
QGNH01001719.1	19.0	19.0	0.0	0.0	0.0
QGNH01001720.1	23.0	5.0	2.0	16.0	1.0
QGNH01001721.1	16.0	15.0	1.0	0.0	0.0
QGNH01001722.1	11.0	11.0	0.0	0.0	0.0
QGNH01001723.1	18.0	5.0	2.0	11.0	1.0
QGNH01001724.1	22.0	7.0	2.0	13.0	1.0
QGNH01001725.1	18.0	5.0	0.0	13.0	1.0
QGNH01001726.1	14.0	6.0	0.0	8.0	1.0
QGNH01001727.1	19.0	18.0	1.0	0.0	0.0
QGNH01001728.1	20.0	6.0	0.0	14.0	1.0
QGNH01001729.1	17.0	17.0	0.0	0.0	0.0
QGNH01001730.1	22.0	3.0	1.0	18.0	1.0
QGNH01001731.1	17.0	2.0	0.0	15.0	0.0
QGNH01001732.1	27.0	27.0	0.0	0.0	0.0
QGNH01001734.1	19.0	19.0	0.0	0.0	0.0
QGNH01001735.1	22.0	21.0	1.0	0.0	0.0
QGNH01001736.1	14.0	3.0	2.0	9.0	0.0
QGNH01001737.1	13.0	13.0	0.0	0.0	0.0
QGNH01001738.1	19.0	17.0	2.0	0.0	0.0
QGNH01001739.1	17.0	5.0	0.0	12.0	1.0
QGNH01001740.1	16.0	14.0	2.0	0.0	0.0
QGNH01001741.1	6.0	6.0	0.0	0.0	0.0
QGNH01001742.1	18.0	5.0	0.0	13.0	1.0
QGNH01001744.1	15.0	13.0	2.0	0.0	0.0
QGNH01001745.1	16.0	16.0	0.0	0.0	0.0
QGNH01001746.1	20.0	8.0	2.0	10.0	3.0
QGNH01001747.1	18.0	3.0	1.0	14.0	1.0
QGNH01001748.1	15.0	4.0	0.0	11.0	0.0
QGNH01001749.1	14.0	4.0	3.0	7.0	1.0
QGNH01001750.1	10.0	10.0	0.0	0.0	0.0
QGNH01001751.1	12.0	6.0	1.0	5.0	3.0
QGNH01001752.1	19.0	17.0	2.0	0.0	0.0
QGNH01001753.1	11.0	2.0	1.0	8.0	0.0
QGNH01001754.1	11.0	11.0	0.0	0.0	0.0
QGNH01001755.1	21.0	20.0	1.0	0.0	0.0
QGNH01001756.1	14.0	4.0	0.0	10.0	0.0
QGNH01001757.1	24.0	23.0	1.0	0.0	0.0
QGNH01001758.1	19.0	3.0	0.0	16.0	0.0
QGNH01001759.1	15.0	13.0	2.0	0.0	0.0
QGNH01001760.1	19.0	5.0	0.0	14.0	1.0
QGNH01001761.1	9.0	9.0	0.0	0.0	0.0
QGNH01001762.1	17.0	5.0	0.0	12.0	1.0
QGNH01001763.1	18.0	5.0	0.0	13.0	1.0
QGNH01001764.1	12.0	12.0	0.0	0.0	0.0
QGNH01001765.1	29.0	2.0	3.0	24.0	1.0
QGNH01001766.1	21.0	8.0	1.0	12.0	3.0
QGNH01001767.1	19.0	3.0	1.0	15.0	1.0
QGNH01001768.1	12.0	10.0	2.0	0.0	0.0
QGNH01001769.1	20.0	5.0	0.0	15.0	3.0
QGNH01001770.1	15.0	4.0	1.0	10.0	1.0
QGNH01001771.1	15.0	3.0	0.0	12.0	1.0
QGNH01001772.1	17.0	17.0	0.0	0.0	0.0
QGNH01001773.1	18.0	17.0	1.0	0.0	0.0
QGNH01001774.1	23.0	4.0	0.0	19.0	1.0
QGNH01001775.1	13.0	9.0	0.0	4.0	2.0
QGNH01001776.1	18.0	6.0	1.0	11.0	0.0
QGNH01001777.1	12.0	12.0	0.0	0.0	0.0
QGNH01001778.1	14.0	13.0	1.0	0.0	0.0
QGNH01001779.1	16.0	6.0	0.0	10.0	1.0
QGNH01001780.1	4.0	4.0	0.0	0.0	1.0
QGNH01001781.1	23.0	2.0	2.0	19.0	1.0
QGNH01001782.1	26.0	4.0	1.0	21.0	2.0
QGNH01001783.1	20.0	6.0	0.0	14.0	1.0
QGNH01001784.1	17.0	7.0	4.0	6.0	3.0
QGNH01001785.1	14.0	14.0	0.0	0.0	0.0
QGNH01001786.1	18.0	7.0	0.0	11.0	4.0
QGNH01001787.1	17.0	13.0	4.0	0.0	0.0
QGNH01001788.1	19.0	15.0	4.0	0.0	0.0
QGNH01001789.1	17.0	17.0	0.0	0.0	0.0
QGNH01001790.1	17.0	6.0	1.0	10.0	2.0
QGNH01001791.1	14.0	13.0	1.0	0.0	0.0
QGNH01001792.1	19.0	4.0	0.0	15.0	1.0
QGNH01001793.1	16.0	5.0	0.0	11.0	1.0
QGNH01001794.1	22.0	3.0	0.0	19.0	2.0
QGNH01001795.1	14.0	14.0	0.0	0.0	0.0
QGNH01001796.1	17.0	16.0	1.0	0.0	0.0
QGNH01001797.1	13.0	11.0	2.0	0.0	0.0
QGNH01001798.1	17.0	4.0	0.0	13.0	2.0
QGNH01001799.1	16.0	16.0	0.0	0.0	0.0
QGNH01001800.1	11.0	11.0	0.0	0.0	0.0
QGNH01001801.1	17.0	17.0	0.0	0.0	0.0
QGNH01001802.1	23.0	23.0	0.0	0.0	0.0
QGNH01001803.1	19.0	19.0	0.0	0.0	0.0
QGNH01001804.1	10.0	9.0	1.0	0.0	0.0
QGNH01001805.1	16.0	6.0	0.0	10.0	1.0
QGNH01001806.1	17.0	3.0	4.0	10.0	2.0
QGNH01001808.1	14.0	13.0	1.0	0.0	0.0
QGNH01001809.1	20.0	20.0	0.0	0.0	0.0
QGNH01001810.1	14.0	14.0	0.0	0.0	0.0
QGNH01001811.1	17.0	17.0	0.0	0.0	0.0
QGNH01001812.1	19.0	12.0	1.0	6.0	1.0
QGNH01001813.1	15.0	4.0	0.0	11.0	1.0
QGNH01001814.1	24.0	3.0	0.0	21.0	2.0
QGNH01001815.1	12.0	10.0	2.0	0.0	0.0
QGNH01001816.1	9.0	8.0	0.0	1.0	6.0
QGNH01001817.1	15.0	14.0	1.0	0.0	0.0
QGNH01001818.1	9.0	5.0	0.0	4.0	1.0
QGNH01001819.1	12.0	10.0	2.0	0.0	0.0
QGNH01001820.1	13.0	8.0	2.0	3.0	2.0
QGNH01001821.1	15.0	3.0	0.0	12.0	1.0
QGNH01001822.1	17.0	16.0	1.0	0.0	0.0
QGNH01001824.1	9.0	9.0	0.0	0.0	0.0
QGNH01001825.1	23.0	5.0	2.0	16.0	1.0
QGNH01001826.1	11.0	6.0	1.0	4.0	2.0
QGNH01001827.1	20.0	3.0	0.0	17.0	1.0
QGNH01001828.1	15.0	14.0	1.0	0.0	0.0
QGNH01001829.1	12.0	10.0	2.0	0.0	0.0
QGNH01001830.1	13.0	12.0	1.0	0.0	0.0
QGNH01001831.1	11.0	8.0	3.0	0.0	0.0
QGNH01001832.1	11.0	11.0	0.0	0.0	0.0
QGNH01001833.1	9.0	4.0	2.0	3.0	0.0
QGNH01001834.1	11.0	7.0	0.0	4.0	4.0
QGNH01001835.1	15.0	13.0	2.0	0.0	0.0
QGNH01001836.1	17.0	17.0	0.0	0.0	0.0
QGNH01001837.1	16.0	6.0	0.0	10.0	1.0
QGNH01001838.1	21.0	3.0	0.0	18.0	1.0
QGNH01001839.1	19.0	4.0	1.0	14.0	1.0
QGNH01001840.1	12.0	12.0	0.0	0.0	0.0
QGNH01001841.1	18.0	9.0	3.0	6.0	1.0
QGNH01001842.1	15.0	15.0	0.0	0.0	0.0
QGNH01001843.1	11.0	11.0	0.0	0.0	0.0
QGNH01001844.1	12.0	8.0	1.0	3.0	4.0
QGNH01001845.1	11.0	11.0	0.0	0.0	0.0
QGNH01001846.1	13.0	3.0	0.0	10.0	0.0
QGNH01001847.1	12.0	8.0	4.0	0.0	0.0
QGNH01001848.1	9.0	9.0	0.0	0.0	0.0
QGNH01001849.1	21.0	21.0	0.0	0.0	0.0
QGNH01001850.1	13.0	12.0	1.0	0.0	0.0
QGNH01001851.1	13.0	8.0	1.0	4.0	2.0
QGNH01001852.1	14.0	9.0	5.0	0.0	0.0
QGNH01001853.1	13.0	12.0	1.0	0.0	0.0
QGNH01001854.1	11.0	5.0	0.0	6.0	0.0
QGNH01001855.1	8.0	8.0	0.0	0.0	0.0
QGNH01001856.1	16.0	4.0	0.0	12.0	2.0
QGNH01001857.1	16.0	6.0	0.0	10.0	2.0
QGNH01001859.1	16.0	5.0	4.0	7.0	2.0
QGNH01001860.1	15.0	14.0	1.0	0.0	0.0
QGNH01001861.1	14.0	6.0	0.0	8.0	2.0
QGNH01001862.1	233.0	31.0	11.0	191.0	7.0
QGNH01001863.1	196.0	21.0	2.0	173.0	5.0
QGNH01001864.1	117.0	24.0	4.0	89.0	5.0
QGNH01001865.1	204.0	29.0	6.0	169.0	8.0
QGNH01001866.1	191.0	48.0	21.0	122.0	5.0
QGNH01001867.1	141.0	25.0	7.0	109.0	6.0
QGNH01001868.1	49.0	14.0	2.0	33.0	2.0
QGNH01001869.1	96.0	9.0	4.0	83.0	3.0
QGNH01001870.1	149.0	23.0	8.0	118.0	6.0
QGNH01001871.1	138.0	28.0	11.0	99.0	6.0
QGNH01001872.1	118.0	25.0	12.0	81.0	1.0
QGNH01001873.1	21.0	6.0	1.0	14.0	2.0
QGNH01001874.1	35.0	8.0	3.0	24.0	1.0
QGNH01001875.1	37.0	15.0	1.0	21.0	1.0
QGNH01001876.1	25.0	8.0	2.0	15.0	2.0
QGNH01001877.1	19.0	8.0	1.0	10.0	3.0
QGNH01001878.1	35.0	7.0	4.0	24.0	1.0
QGNH01001879.1	27.0	9.0	3.0	15.0	1.0
QGNH01001880.1	20.0	5.0	1.0	14.0	1.0
QGNH01001881.1	26.0	15.0	11.0	0.0	0.0
QGNH01001882.1	25.0	25.0	0.0	0.0	0.0
QGNH01001883.1	28.0	27.0	1.0	0.0	0.0
QGNH01001884.1	21.0	7.0	8.0	6.0	1.0
QGNH01001885.1	20.0	20.0	0.0	0.0	0.0
QGNH01001886.1	14.0	14.0	0.0	0.0	0.0
QGNH01001887.1	24.0	9.0	7.0	8.0	1.0
QGNH01001888.1	10.0	7.0	1.0	2.0	3.0
QGNH01001889.1	17.0	11.0	0.0	6.0	2.0
QGNH01001890.1	17.0	16.0	1.0	0.0	0.0
QGNH01001891.1	28.0	3.0	0.0	25.0	0.0
QGNH01001892.1	11.0	11.0	0.0	0.0	0.0
QGNH01001893.1	11.0	7.0	0.0	4.0	6.0
QGNH01001894.1	20.0	20.0	0.0	0.0	0.0
QGNH01001895.1	14.0	5.0	1.0	8.0	1.0
