#GroupName	ProteinCount	SpeciesCount	FunctionalCategory	ConsensusFunctionalDescription
VOG30590	18	18	Xu	REFSEQ hypothetical protein
VOG30591	7	7	Xu	sp|P20743|YO17_ADEG1 Uncharacterized protein ORF17
VOG30592	4	4	Xu	REFSEQ hypothetical protein
VOG30593	4	4	Xu	REFSEQ hypothetical protein
VOG30594	5	4	Xu	REFSEQ hypothetical protein
VOG30595	6	6	Xu	REFSEQ hypothetical protein
VOG30596	9	9	Xu	REFSEQ hypothetical protein
VOG30597	3	3	Xu	REFSEQ hypothetical protein
VOG30598	6	6	Xu	REFSEQ hypothetical protein
VOG30599	10	10	Xu	REFSEQ hypothetical protein
VOG30600	2	2	Xu	REFSEQ hypothetical protein
VOG30601	4	4	Xu	REFSEQ hypothetical protein
VOG30602	4	4	Xu	REFSEQ hypothetical protein
VOG30603	10	10	Xu	REFSEQ hypothetical protein
VOG30604	2	2	Xu	REFSEQ hypothetical protein
VOG30605	2	2	Xu	REFSEQ hypothetical protein
VOG30606	2	2	Xu	REFSEQ hypothetical protein
VOG30607	6	6	Xu	REFSEQ hypothetical protein
VOG30608	24	24	Xu	REFSEQ ATPase
VOG30609	7	7	Xu	REFSEQ hypothetical protein
VOG30610	4	4	Xu	REFSEQ hypothetical protein
VOG30611	2	2	Xu	REFSEQ hypothetical protein
VOG30612	2	2	Xu	REFSEQ hypothetical protein
VOG30613	2	2	Xu	REFSEQ gp654
VOG30614	4	4	XhXp	sp|Q9T1W9|RLEAS_BPMU Releasin protein
VOG30615	7	7	Xu	REFSEQ hypothetical protein
VOG30616	5	5	Xu	REFSEQ hypothetical protein
VOG30617	5	5	Xu	REFSEQ hypothetical protein
VOG30618	4	4	Xu	REFSEQ hypothetical protein
VOG30619	3	3	Xu	REFSEQ hypothetical protein
VOG30620	2	2	Xu	REFSEQ hypothetical protein
VOG30621	6	6	Xu	REFSEQ hypothetical protein
VOG30622	2	2	Xu	REFSEQ hypothetical protein
VOG30623	2	2	Xu	REFSEQ hypothetical protein
VOG30624	2	2	Xu	REFSEQ putative orfan
VOG30625	8	8	Xu	REFSEQ hypothetical protein
VOG30626	2	2	Xu	REFSEQ hypothetical protein
VOG30627	2	2	Xu	REFSEQ gp38
VOG30628	6	6	Xu	REFSEQ hypothetical protein
VOG30629	5	5	Xu	REFSEQ hypothetical protein
VOG30630	5	5	Xu	REFSEQ hypothetical protein
VOG30631	3	3	Xu	REFSEQ hypothetical protein
VOG30632	8	8	Xu	REFSEQ hypothetical protein
VOG30633	4	4	Xu	REFSEQ hypothetical protein
VOG30634	4	4	Xu	REFSEQ hypothetical protein
VOG30635	2	2	Xu	REFSEQ hypothetical protein
VOG30636	2	2	Xu	REFSEQ hypothetical protein
VOG30637	3	3	Xu	REFSEQ hypothetical protein
VOG30638	3	3	Xu	REFSEQ baseplate wedge subunit
VOG30639	3	3	Xu	REFSEQ hypothetical protein
VOG30640	2	2	Xu	REFSEQ hypothetical protein
VOG30641	6	6	Xu	REFSEQ endolysin
VOG30642	3	3	Xu	REFSEQ hypothetical protein
VOG30643	3	3	Xu	REFSEQ hypothetical protein
VOG30644	5	5	Xu	REFSEQ hypothetical protein
VOG30645	17	17	Xu	REFSEQ hypothetical protein
VOG30646	3	3	Xu	REFSEQ hypothetical protein
VOG30647	8	8	Xu	REFSEQ hypothetical protein
VOG30648	2	2	Xu	REFSEQ ORF046
VOG30649	2	2	Xu	REFSEQ hypothetical protein
VOG30650	4	4	Xu	REFSEQ hypothetical protein
VOG30651	2	2	Xu	REFSEQ hypothetical protein
VOG30652	5	5	Xu	REFSEQ hypothetical protein
VOG30653	2	2	Xu	REFSEQ hypothetical protein
VOG30654	2	2	Xu	REFSEQ hypothetical protein
VOG30655	9	9	Xu	REFSEQ hypothetical protein
VOG30656	2	2	Xu	REFSEQ nuclear antigen LANA-1
VOG30657	5	5	Xu	REFSEQ hypothetical protein
VOG30658	2	2	Xu	REFSEQ hypothetical protein
VOG30659	20	20	Xu	REFSEQ hypothetical protein
VOG30660	10	10	Xu	REFSEQ hypothetical protein
VOG30661	2	2	Xu	REFSEQ hypothetical protein
VOG30662	2	2	Xu	REFSEQ hypothetical protein
VOG30663	3	3	Xu	REFSEQ hypothetical protein
VOG30664	3	3	Xu	REFSEQ hypothetical protein
VOG30665	3	3	Xu	REFSEQ hypothetical protein
VOG30666	5	5	Xu	REFSEQ hypothetical protein
VOG30667	2	2	Xu	REFSEQ putative orfan
VOG30668	6	6	Xu	REFSEQ hypothetical protein
VOG30669	2	2	Xu	REFSEQ leader
VOG30670	9	9	XhXp	sp|P0DTK8|PLP_BPPM6 Glycyl-dTMP PLP-dependent decarboxylase
VOG30671	2	2	Xu	REFSEQ minor tail protein
VOG30672	2	2	Xu	REFSEQ hypothetical protein
VOG30673	2	2	Xu	REFSEQ hypothetical protein
VOG30674	2	2	Xu	REFSEQ putative orfan
VOG30675	3	3	Xu	REFSEQ hypothetical protein
VOG30676	2	2	Xu	REFSEQ hypothetical protein
VOG30677	2	2	Xu	REFSEQ hypothetical protein
VOG30678	2	2	Xu	REFSEQ hypothetical protein
VOG30679	2	2	Xu	REFSEQ hypothetical protein
VOG30680	75	69	Xu	REFSEQ amidase
VOG30681	4	4	Xu	REFSEQ hypothetical protein
VOG30682	8	8	Xu	REFSEQ hypothetical protein
VOG30683	6	6	Xu	REFSEQ hypothetical protein
VOG30684	2	2	Xu	sp|A4ZUE1|Y107A_ABVP Uncharacterized protein ORF107a
VOG30685	3	3	Xu	REFSEQ hypothetical protein
VOG30686	3	3	Xu	REFSEQ hypothetical protein
VOG30687	8	8	Xu	REFSEQ hypothetical protein
VOG30688	4	4	Xu	REFSEQ hypothetical protein
VOG30689	2	2	Xu	REFSEQ hypothetical protein
VOG30690	2	2	Xu	REFSEQ nonstructural protein
VOG30691	3	2	Xu	REFSEQ F-box domain containing protein
VOG30692	4	4	Xu	REFSEQ hypothetical protein
VOG30693	3	3	Xu	REFSEQ hypothetical protein
VOG30694	3	3	Xu	REFSEQ hypothetical protein
VOG30695	2	2	Xu	REFSEQ hypothetical protein
VOG30696	13	13	Xu	REFSEQ hypothetical protein
VOG30697	2	2	Xu	REFSEQ hypothetical protein
VOG30698	14	14	Xu	REFSEQ hypothetical protein
VOG30699	6	6	Xu	REFSEQ hypothetical protein
VOG30700	8	8	Xu	REFSEQ hypothetical protein
VOG30701	8	8	Xu	REFSEQ hypothetical protein
VOG30702	2	2	Xu	REFSEQ hypothetical protein
VOG30703	2	2	Xu	REFSEQ hypothetical protein
VOG30704	5	5	Xu	REFSEQ membrane protein
VOG30705	7	7	Xu	REFSEQ hypothetical protein
VOG30706	9	9	Xu	REFSEQ hypothetical protein
VOG30707	2	2	Xu	REFSEQ hypothetical protein
VOG30708	2	2	Xu	REFSEQ hypothetical protein
VOG30709	2	2	Xu	REFSEQ gamma protein
VOG30710	8	8	Xu	REFSEQ hypothetical protein
VOG30711	2	2	Xu	REFSEQ hypothetical protein
VOG30712	2	2	Xu	REFSEQ hypothetical protein
VOG30713	2	2	Xu	REFSEQ hypothetical protein
VOG30714	2	2	Xu	REFSEQ hypothetical protein
VOG30715	2	2	Xu	REFSEQ hypothetical protein
VOG30716	2	2	Xu	REFSEQ hypothetical protein
VOG30717	6	6	Xu	REFSEQ hypothetical protein
VOG30718	2	2	Xu	REFSEQ gp54
VOG30719	2	2	Xu	REFSEQ hypothetical protein
VOG30720	5	5	Xu	REFSEQ hypothetical protein
VOG30721	2	2	Xu	sp|Q00105|VG22_ICHVA Uncharacterized protein ORF22
VOG30722	2	2	XpXs	sp|P25129|G3P_BPPF1 Attachment protein G3P
VOG30723	2	2	Xu	sp|P68828|B1_BBV Protein B1
VOG30724	2	2	Xu	REFSEQ gp44
VOG30725	3	3	Xu	REFSEQ hypothetical protein
VOG30726	6	6	Xu	REFSEQ hypothetical protein
VOG30727	5	5	Xu	REFSEQ hypothetical protein
VOG30728	3	3	Xu	REFSEQ hypothetical protein
VOG30729	21	21	Xu	REFSEQ tail assembly chaperone
VOG30730	2	2	Xu	REFSEQ hypothetical protein
VOG30731	21	17	Xu	REFSEQ hypothetical protein
VOG30732	2	2	Xu	REFSEQ hypothetical protein
VOG30733	2	2	Xu	REFSEQ hypothetical protein
VOG30734	15	15	Xu	REFSEQ hypothetical protein
VOG30735	6	6	Xu	REFSEQ hypothetical protein
VOG30736	10	10	Xu	REFSEQ hypothetical protein
VOG30737	9	9	Xu	REFSEQ hypothetical protein
VOG30738	2	2	Xu	REFSEQ hypothetical protein
VOG30739	13	13	Xu	REFSEQ hypothetical protein
VOG30740	12	12	Xu	REFSEQ hypothetical protein
VOG30741	2	2	Xu	REFSEQ ORF167
VOG30742	4	4	Xu	REFSEQ hypothetical protein
VOG30743	2	2	Xu	REFSEQ hypothetical protein
VOG30744	2	2	Xu	REFSEQ hypothetical protein
VOG30745	2	2	Xu	REFSEQ hypothetical protein
VOG30746	4	4	Xu	REFSEQ signal peptide protein
VOG30747	2	2	Xu	REFSEQ hypothetical protein
VOG30748	2	2	Xu	REFSEQ gp66
VOG30749	2	2	Xu	REFSEQ hypothetical protein
VOG30750	2	2	Xu	REFSEQ hypothetical protein
VOG30751	9	9	Xs	sp|Q5UNW0|YR695_MIMIV Uncharacterized protein R695
VOG30752	2	2	Xu	REFSEQ hypothetical protein
VOG30753	6	6	Xu	REFSEQ hypothetical protein
VOG30754	2	2	Xu	REFSEQ hypothetical protein
VOG30755	5	5	Xu	REFSEQ hypothetical protein
VOG30756	2	2	Xu	REFSEQ putative orfan
VOG30757	2	2	Xu	REFSEQ hypothetical protein
VOG30758	2	2	Xu	REFSEQ hypothetical protein
VOG30759	2	2	Xu	REFSEQ hypothetical protein
VOG30760	6	6	Xu	REFSEQ hypothetical protein
VOG30761	2	2	Xu	REFSEQ hypothetical protein
VOG30762	4	4	Xu	REFSEQ hypothetical protein
VOG30763	2	2	Xu	REFSEQ RING finger protein 146
VOG30764	3	3	Xu	REFSEQ HTH DNA binding protein
VOG30765	2	2	Xu	REFSEQ hypothetical protein
VOG30766	7	7	Xu	REFSEQ hypothetical protein
VOG30767	2	2	Xu	REFSEQ hypothetical protein
VOG30768	3	3	Xu	REFSEQ hypothetical protein
VOG30769	4	4	Xu	REFSEQ hypothetical protein
VOG30770	3	3	Xu	REFSEQ hypothetical protein
VOG30771	12	12	Xu	REFSEQ HTH DNA binding protein
VOG30772	30	30	Xu	REFSEQ hypothetical protein
VOG30773	6	6	Xu	sp|Q5UPD0|YL052_MIMIV Uncharacterized protein L52
VOG30774	2	2	Xu	REFSEQ hypothetical protein
VOG30775	11	11	Xu	REFSEQ hypothetical protein
VOG30776	2	2	Xu	REFSEQ hypothetical protein
VOG30777	3	3	Xu	REFSEQ hypothetical protein
VOG30778	3	3	Xu	REFSEQ hypothetical protein
VOG30779	2	2	Xu	REFSEQ hypothetical protein
VOG30780	18	18	Xu	REFSEQ hypothetical protein
VOG30781	3	2	Xu	REFSEQ hypothetical protein
VOG30782	2	2	Xu	REFSEQ hypothetical protein
VOG30783	2	2	Xu	REFSEQ hypothetical protein
VOG30784	2	2	Xu	REFSEQ hypothetical protein
VOG30785	2	2	Xu	REFSEQ hypothetical protein
VOG30786	2	2	Xu	REFSEQ hypothetical protein
VOG30787	2	2	Xu	REFSEQ hypothetical protein
VOG30788	3	3	Xu	REFSEQ hypothetical protein
VOG30789	6	6	Xu	REFSEQ hypothetical protein
VOG30790	2	2	Xu	REFSEQ hypothetical protein
VOG30791	4	4	Xu	REFSEQ hypothetical protein
VOG30792	4	4	Xu	REFSEQ hypothetical protein
VOG30793	2	2	Xu	REFSEQ hypothetical protein
VOG30794	69	69	Xu	REFSEQ hypothetical protein
VOG30795	2	2	Xu	REFSEQ hypothetical protein
VOG30796	2	2	Xu	REFSEQ hypothetical protein
VOG30797	2	2	Xu	REFSEQ virion structural protein
VOG30798	3	3	Xu	REFSEQ hypothetical protein
VOG30799	2	2	Xu	REFSEQ hypothetical protein
VOG30800	5	5	Xu	REFSEQ hypothetical protein
VOG30801	136	136	Xu	REFSEQ hypothetical protein
VOG30802	2	2	Xu	REFSEQ hypothetical protein
VOG30803	2	2	Xu	sp|P0CAM0|VFB66_ASFK5 Transmembrane protein B66L
VOG30804	2	2	Xu	REFSEQ hypothetical protein
VOG30805	2	2	Xu	REFSEQ hypothetical protein
VOG30806	4	4	Xu	REFSEQ hypothetical protein
VOG30807	5	5	Xu	REFSEQ hypothetical protein
VOG30808	4	4	Xu	REFSEQ replication protein
VOG30809	3	3	Xu	REFSEQ hypothetical protein
VOG30810	7	7	Xu	REFSEQ hypothetical protein
VOG30811	14	2	Xh	sp|Q9V427|INX2_DROME Innexin inx2
VOG30812	2	2	Xu	REFSEQ E5
VOG30813	2	2	Xu	REFSEQ hypothetical protein
VOG30814	2	2	Xu	REFSEQ gp32.7
VOG30815	3	3	Xu	REFSEQ hypothetical protein
VOG30816	2	2	Xu	REFSEQ hypothetical protein
VOG30817	5	5	Xu	REFSEQ hypothetical protein
VOG30818	20	20	Xu	REFSEQ hypothetical protein
VOG30819	2	2	Xu	REFSEQ hypothetical protein
VOG30820	14	14	Xu	REFSEQ hypothetical protein
VOG30821	5	5	Xu	REFSEQ hypothetical protein
VOG30822	2	2	Xu	REFSEQ hypothetical protein
VOG30823	2	2	Xu	REFSEQ hypothetical protein
VOG30824	2	2	Xu	REFSEQ hypothetical protein
VOG30825	7	7	XhXr	sp|P36312|POL1_CPSMV RNA1 polyprotein
VOG30826	2	2	Xu	REFSEQ hypothetical protein
VOG30827	2	2	Xu	REFSEQ hypothetical protein
VOG30828	2	2	Xu	REFSEQ hypothetical protein
VOG30829	27	27	Xu	REFSEQ hypothetical protein
VOG30830	10	10	XhXrXs	sp|A7J398|RDRP_ROTBN RNA-directed RNA polymerase
VOG30831	2	2	Xu	REFSEQ gp633
VOG30832	2	2	Xu	REFSEQ hypothetical protein
VOG30833	96	96	XhXpXrXs	sp|Q6QGE1|TTTP_BPT5 Tail tube terminator protein p142
VOG30834	2	2	Xu	REFSEQ hypothetical protein
VOG30835	2	2	Xh	sp|Q8L518|CK2_ARATH Probable choline kinase 2
VOG30836	2	2	Xu	REFSEQ hypothetical protein
VOG30837	2	2	Xu	REFSEQ hypothetical protein
VOG30838	26	26	Xu	REFSEQ hypothetical protein
VOG30839	3	3	Xu	REFSEQ hypothetical protein
VOG30840	3	3	Xu	REFSEQ hypothetical protein
VOG30841	2	2	Xu	REFSEQ hypothetical protein
VOG30842	2	2	Xu	REFSEQ hypothetical protein
VOG30843	3	3	Xu	sp|A4ZUB8|Y086_ABVP Uncharacterized protein ORF86
VOG30844	2	2	Xu	REFSEQ Ac81-like protein
VOG30845	3	3	Xu	REFSEQ hypothetical protein
VOG30846	2	2	Xu	REFSEQ hypothetical protein
VOG30847	2	2	Xu	REFSEQ hypothetical protein
VOG30848	10	10	Xu	REFSEQ hypothetical protein
VOG30849	2	2	Xu	REFSEQ hypothetical protein
VOG30850	10	10	Xu	sp|Q6GZQ0|075L_FRG3G Uncharacterized protein 075L
VOG30851	2	2	Xu	REFSEQ hypothetical protein
VOG30852	2	2	Xu	REFSEQ hypothetical protein
VOG30853	16	16	Xu	sp|A0A7H0DND9|PROF_MONPV Profilin
VOG30854	3	3	Xu	REFSEQ Cro protein
VOG30855	12	9	XhXpXrXs	sp|P0C6M6|LHDAG_HDVV2 Large delta antigen
VOG30856	2	2	Xu	REFSEQ hypothetical protein
VOG30857	2	2	Xu	REFSEQ hypothetical protein
VOG30858	4	4	Xu	REFSEQ hypothetical protein
VOG30859	2	2	Xu	REFSEQ hypothetical protein
VOG30860	2	2	Xu	REFSEQ hypothetical protein
VOG30861	2	2	Xu	REFSEQ ORF10
VOG30862	4	4	Xu	REFSEQ hypothetical protein
VOG30863	2	2	Xu	REFSEQ hypothetical protein
VOG30864	2	2	Xu	REFSEQ hypothetical protein
VOG30865	19	19	XhXpXrXs	sp|P05769|POLG_MVEV5 Genome polyprotein
VOG30866	2	2	Xu	REFSEQ hypothetical protein
VOG30867	2	2	Xu	REFSEQ hypothetical protein
VOG30868	2	2	Xu	REFSEQ hypothetical protein
VOG30869	119	119	Xu	REFSEQ hypothetical protein
VOG30870	2	2	Xu	REFSEQ hypothetical protein
VOG30871	2	2	Xu	REFSEQ hypothetical protein
VOG30872	3	3	Xu	REFSEQ hypothetical protein
VOG30873	2	2	Xu	REFSEQ hypothetical protein
VOG30874	3	3	Xu	REFSEQ hypothetical protein
VOG30875	91	91	Xu	REFSEQ hypothetical protein
VOG30876	3	3	Xu	REFSEQ hypothetical protein
VOG30877	2	2	Xu	REFSEQ hypothetical protein
VOG30878	5	4	Xu	REFSEQ hypothetical protein
VOG30879	2	2	Xu	REFSEQ hypothetical protein
VOG30880	40	40	Xu	REFSEQ hypothetical protein
VOG30881	6	6	Xu	REFSEQ hypothetical protein
VOG30882	5	5	Xu	REFSEQ methyltransferase
VOG30883	10	10	Xu	REFSEQ hypothetical protein
VOG30884	3	3	Xu	REFSEQ hypothetical protein
VOG30885	3	3	Xu	REFSEQ hypothetical protein
VOG30886	2	2	Xu	REFSEQ hypothetical protein
VOG30887	4	4	Xu	REFSEQ hypothetical protein
VOG30888	2	2	Xu	REFSEQ hypothetical protein
VOG30889	21	21	Xu	REFSEQ hypothetical protein
VOG30890	7	7	Xu	REFSEQ hypothetical protein
VOG30891	6	6	Xu	REFSEQ hypothetical protein
VOG30892	4	2	Xu	REFSEQ hypothetical protein
VOG30893	5	5	Xu	REFSEQ hypothetical protein
VOG30894	2	2	Xu	REFSEQ hypothetical protein
VOG30895	8	8	Xu	REFSEQ RNA polymerase beta subunit
VOG30896	8	8	Xu	REFSEQ hypothetical protein
VOG30897	7	7	Xu	REFSEQ hypothetical protein
VOG30898	2	2	Xu	REFSEQ hypothetical protein
VOG30899	2	2	Xu	REFSEQ hypothetical protein
VOG30900	2	2	Xu	sp|Q91G57|041L_IIV6 Uncharacterized protein 041L
VOG30901	259	241	XhXr	sp|Q9XDH5|DPO3A_THEAQ DNA polymerase III subunit alpha
VOG30902	4	4	Xu	sp|Q0Q4F0|NS3C_BC133 Non-structural protein 3c
VOG30903	2	2	Xu	REFSEQ ORF73
VOG30904	2	2	Xu	REFSEQ maturation protein
VOG30905	13	13	Xu	REFSEQ hypothetical protein
VOG30906	3	3	Xu	REFSEQ hypothetical protein
VOG30907	2	2	Xu	REFSEQ hypothetical protein
VOG30908	2	2	Xu	REFSEQ hypothetical protein
VOG30909	2	2	Xu	REFSEQ uncharacterized protein
VOG30910	2	2	Xu	REFSEQ hypothetical protein
VOG30911	2	2	Xu	REFSEQ hypothetical protein
VOG30912	15	15	Xu	REFSEQ hypothetical protein
VOG30913	2	2	Xu	REFSEQ hypothetical protein
VOG30914	2	2	Xu	REFSEQ hypothetical protein
VOG30915	2	2	Xu	REFSEQ hypothetical protein
VOG30916	2	2	Xu	REFSEQ hypothetical protein
VOG30917	70	70	Xu	REFSEQ hypothetical protein
VOG30918	11	11	Xu	REFSEQ Lsr2-like DNA bridging protein
VOG30919	5	2	Xu	REFSEQ hypothetical protein
VOG30920	8	8	Xu	REFSEQ hypothetical protein
VOG30921	2	2	Xu	REFSEQ hypothetical protein
VOG30922	5	5	Xu	REFSEQ hypothetical protein
VOG30923	2	2	Xu	REFSEQ hypothetical protein
VOG30924	3	3	Xu	REFSEQ hypothetical protein
VOG30925	2	2	Xu	REFSEQ hypothetical protein
VOG30926	2	2	Xu	REFSEQ hypothetical protein
VOG30927	3	3	Xu	REFSEQ hypothetical protein
VOG30928	2	2	Xu	REFSEQ hypothetical protein
VOG30929	2	2	Xu	REFSEQ hypothetical protein
VOG30930	4	4	Xu	REFSEQ membrane protein
VOG30931	125	125	Xu	sp|P39252|Y04M_BPT4 Uncharacterized 9.4 kDa protein in nrdC-mobD intergenic region
VOG30932	10	10	Xu	REFSEQ hypothetical protein
VOG30933	11	11	Xh	sp|Q3SZJ9|PMM2_BOVIN Phosphomannomutase 2
VOG30934	2	2	Xu	REFSEQ hypothetical protein
VOG30935	17	17	Xu	REFSEQ hypothetical protein
VOG30936	36	36	Xu	REFSEQ hypothetical protein
VOG30937	4	4	Xu	REFSEQ hypothetical protein
VOG30938	14	14	Xu	REFSEQ hypothetical protein
VOG30939	2	2	Xu	REFSEQ hypothetical protein
VOG30940	7	7	Xu	REFSEQ hypothetical protein
VOG30941	6	6	Xu	REFSEQ hypothetical protein
VOG30942	3	3	Xu	REFSEQ hypothetical protein
VOG30943	7	7	Xu	REFSEQ hypothetical protein
VOG30944	4	4	Xu	REFSEQ hypothetical protein
VOG30945	8	8	Xu	REFSEQ virion structural protein
VOG30946	3	3	Xu	REFSEQ hypothetical protein
VOG30947	14	14	Xu	REFSEQ hypothetical protein
VOG30948	4	4	Xu	REFSEQ hypothetical protein
VOG30949	2	2	Xu	REFSEQ hypothetical protein
VOG30950	2	2	Xu	REFSEQ hypothetical protein
VOG30951	2	2	Xu	REFSEQ hypothetical protein
VOG30952	2	2	Xu	REFSEQ hypothetical protein
VOG30953	2	2	Xu	REFSEQ type II toxin-antitoxin system YafO family toxin
VOG30954	3	3	Xu	REFSEQ collagen-like protein
VOG30955	5	5	Xu	REFSEQ hypothetical protein
VOG30956	46	44	Xs	sp|P68326|GI_EHV1A Envelope glycoprotein I
VOG30957	6	6	Xu	REFSEQ hypothetical protein
VOG30958	3	3	Xu	REFSEQ hypothetical protein
VOG30959	2	2	Xu	REFSEQ hypothetical protein
VOG30960	2	2	Xu	REFSEQ hypothetical protein
VOG30961	4	4	Xu	REFSEQ transcriptional regulator
VOG30962	2	2	Xu	REFSEQ DnaJ domain containing protein
VOG30963	2	2	Xu	REFSEQ hypothetical protein
VOG30964	2	2	Xu	REFSEQ DUF1778 domain-containing protein
VOG30965	6	6	Xu	REFSEQ hypothetical protein
VOG30966	9	9	Xu	REFSEQ hypothetical protein
VOG30967	7	7	Xu	REFSEQ hypothetical protein
VOG30968	18	18	Xu	REFSEQ hypothetical protein
VOG30969	2	2	Xu	REFSEQ membrane protein UL147A
VOG30970	7	7	Xu	REFSEQ hypothetical protein
VOG30971	4	4	Xu	REFSEQ hypothetical protein
VOG30972	4	4	Xu	REFSEQ hypothetical protein
VOG30973	2	2	Xu	REFSEQ hypothetical protein
VOG30974	2	2	Xu	REFSEQ hypothetical protein
VOG30975	7	7	XrXs	sp|A0A097I2D0|H4H3_MELV Histone doublet H4-H3
VOG30976	6	6	Xu	REFSEQ hypothetical protein
VOG30977	4	4	Xu	REFSEQ hypothetical protein
VOG30978	2	2	Xu	REFSEQ hypothetical protein
VOG30979	5	5	Xu	REFSEQ hypothetical protein
VOG30980	2	2	Xu	REFSEQ hypothetical protein
VOG30981	4	4	Xu	REFSEQ hypothetical protein
VOG30982	3	3	Xu	REFSEQ hypothetical protein
VOG30983	3	3	Xu	REFSEQ hypothetical protein
VOG30984	3	3	Xu	REFSEQ hypothetical protein
VOG30985	2	2	Xu	REFSEQ hypothetical protein
VOG30986	9	9	Xu	REFSEQ hypothetical protein
VOG30987	14	14	Xu	REFSEQ hypothetical protein
VOG30988	4	4	Xu	REFSEQ hypothetical protein
VOG30989	3	3	Xu	REFSEQ putative ABC transporter
VOG30990	2	2	Xu	REFSEQ hypothetical protein
VOG30991	2	2	Xu	REFSEQ hypothetical protein
VOG30992	46	46	Xu	REFSEQ hypothetical protein
VOG30993	2	2	Xu	REFSEQ hypothetical protein
VOG30994	12	12	Xu	REFSEQ hypothetical protein
VOG30995	4	4	Xu	REFSEQ hypothetical protein
VOG30996	4	4	Xu	REFSEQ hypothetical protein
VOG30997	5	5	Xu	sp|P52443|VU26_HHV6G Protein U26
VOG30998	2	2	Xu	REFSEQ hypothetical protein
VOG30999	13	13	Xu	REFSEQ baseplate wedge subunit
VOG31000	2	2	Xu	REFSEQ hypothetical protein
VOG31001	6	6	Xu	REFSEQ hypothetical protein
VOG31002	8	8	Xu	REFSEQ hypothetical protein
VOG31003	2	2	Xu	REFSEQ hypothetical protein
VOG31004	2	2	Xu	REFSEQ hypothetical protein
VOG31005	3	3	Xu	REFSEQ hypothetical protein
VOG31006	4	4	Xu	sp|Q3V4T5|Y079_ATV Uncharacterized protein ORF79
VOG31007	2	2	Xu	REFSEQ hypothetical protein
VOG31008	2	2	Xu	REFSEQ hypothetical protein
VOG31009	2	2	Xu	REFSEQ hypothetical protein
VOG31010	13	13	Xu	REFSEQ hypothetical protein
VOG31011	3	3	Xu	REFSEQ hypothetical protein
VOG31012	4	4	Xu	REFSEQ hypothetical protein
VOG31013	4	4	Xu	REFSEQ hypothetical protein
VOG31014	45	45	Xu	REFSEQ hypothetical protein
VOG31015	2	2	Xu	REFSEQ hypothetical protein
VOG31016	4	4	Xu	REFSEQ hypothetical protein
VOG31017	2	2	Xu	REFSEQ hypothetical protein
VOG31018	2	2	Xu	REFSEQ gp05
VOG31019	3	3	Xu	REFSEQ hypothetical protein
VOG31020	20	20	Xs	sp|Q85056|CAPSD_AHV2H Capsid protein
VOG31021	5	5	Xu	REFSEQ hypothetical protein
VOG31022	16	16	Xu	REFSEQ hypothetical protein
VOG31023	3	3	Xu	REFSEQ hypothetical protein
VOG31024	8	8	Xu	REFSEQ hypothetical protein
VOG31025	2	2	Xu	REFSEQ hypothetical protein
VOG31026	5	5	Xu	REFSEQ hypothetical protein
VOG31027	2	2	Xu	REFSEQ hypothetical protein
VOG31028	7	7	Xu	REFSEQ hypothetical protein
VOG31029	3	3	Xu	REFSEQ hypothetical protein
VOG31030	2	2	Xu	REFSEQ hypothetical protein
VOG31031	7	7	Xu	REFSEQ hypothetical protein
VOG31032	5	5	Xu	REFSEQ hypothetical protein
VOG31033	5	5	Xu	REFSEQ hypothetical protein
VOG31034	5	5	Xu	REFSEQ hypothetical protein
VOG31035	8	8	Xu	REFSEQ hypothetical protein
VOG31036	3	3	Xu	REFSEQ hypothetical protein
VOG31037	140	135	Xu	REFSEQ hypothetical protein
VOG31038	2	2	Xu	REFSEQ hypothetical protein
VOG31039	2	2	Xu	REFSEQ hypothetical protein
VOG31040	3	3	Xu	REFSEQ hypothetical protein
VOG31041	2	2	Xu	REFSEQ hypothetical protein
VOG31042	19	19	Xu	REFSEQ hypothetical protein
VOG31043	2	2	Xu	REFSEQ hypothetical protein
VOG31044	40	40	Xu	REFSEQ hypothetical protein
VOG31045	2	2	Xu	REFSEQ hypothetical protein
VOG31046	3	3	Xu	REFSEQ immunity to superinfection
VOG31047	2	2	Xu	REFSEQ hypothetical protein 2
VOG31048	17	15	Xu	sp|Q64763|YO22_ADEG1 Uncharacterized protein ORF22
VOG31049	2	2	Xu	REFSEQ hypothetical protein
VOG31050	3	3	Xu	REFSEQ hypothetical protein
VOG31051	4	4	Xu	REFSEQ hypothetical protein
VOG31052	60	60	Xu	REFSEQ hypothetical protein
VOG31053	2	2	Xu	REFSEQ hypothetical protein
VOG31054	4	4	Xu	REFSEQ hypothetical protein
VOG31055	32	32	Xu	REFSEQ RelE-like toxin
VOG31056	2	2	Xu	REFSEQ hypothetical protein
VOG31057	3	3	Xu	REFSEQ hypothetical protein
VOG31058	2	2	Xu	REFSEQ hypothetical protein
VOG31059	10	10	Xu	sp|Q6GZW5|010R_FRG3G Uncharacterized protein 010R
VOG31060	2	2	Xu	REFSEQ hypothetical protein
VOG31061	3	2	Xh	sp|P70645|BLMH_RAT Bleomycin hydrolase
VOG31062	4	4	Xu	REFSEQ hypothetical protein
VOG31063	3	3	Xu	REFSEQ hypothetical protein
VOG31064	2	2	Xu	REFSEQ hypothetical protein
VOG31065	2	2	Xu	REFSEQ putative orfan
VOG31066	2	2	Xu	REFSEQ envelope protein
VOG31067	6	4	Xu	REFSEQ hypothetical protein
