index	L1	L2	L3	KO	Function	EC	Count
7897	Metabolism	Xenobiotics biodegradation and metabolism	Bisphenol degradation [PATH:ko00363]	K14520	hapE; 4-hydroxyacetophenone monooxygenase	1.14.13.84	2
7533	Metabolism	Xenobiotics biodegradation and metabolism	Aminobenzoate degradation [PATH:ko00627]	K10215	ethA; monooxygenase	1.14.13.-	2
15446	Cellular Processes	Transport and catabolism	Peroxisome [PATH:ko04146]	K13355	NUDT19; nucleoside diphosphate-linked moiety X motif 19, mitochondrial	3.6.1.-	1
509	Metabolism	Carbohydrate metabolism	Galactose metabolism [PATH:ko00052]	K01220	E3.2.1.85, lacG; 6-phospho-beta-galactosidase	3.2.1.85	1
40545	Brite Hierarchies	Protein families: genetic information processing	Ribosome biogenesis [BR:ko03009]	K03215	rumA; 23S rRNA (uracil1939-C5)-methyltransferase	2.1.1.190	1
290	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K13247	CRYL1; L-gulonate 3-dehydrogenase	1.1.1.45	1
3347	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K00552	GNMT; glycine N-methyltransferase	2.1.1.20	1
43795	Brite Hierarchies	Protein families: genetic information processing	Chromosome and associated proteins [BR:ko03036]	K11436	PRMT3; type I protein arginine methyltransferase	2.1.1.319	1
53526	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K11166	DHRS7B; dehydrogenase/reductase SDR family member 7B	1.1.-.-	1
53702	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00436	hoxH; NAD-reducing hydrogenase large subunit	1.12.1.2	3
11028	Environmental Information Processing	Signal transduction	MAPK signaling pathway [PATH:ko04010]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
11430	Environmental Information Processing	Signal transduction	ErbB signaling pathway [PATH:ko04012]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
11587	Environmental Information Processing	Signal transduction	Ras signaling pathway [PATH:ko04014]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
11775	Environmental Information Processing	Signal transduction	Rap1 signaling pathway [PATH:ko04015]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
12301	Environmental Information Processing	Signal transduction	VEGF signaling pathway [PATH:ko04370]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
12385	Environmental Information Processing	Signal transduction	Apelin signaling pathway [PATH:ko04371]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
12775	Environmental Information Processing	Signal transduction	HIF-1 signaling pathway [PATH:ko04066]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
12895	Environmental Information Processing	Signal transduction	FoxO signaling pathway [PATH:ko04068]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
13232	Environmental Information Processing	Signal transduction	Phospholipase D signaling pathway [PATH:ko04072]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
13345	Environmental Information Processing	Signal transduction	Sphingolipid signaling pathway [PATH:ko04071]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
13470	Environmental Information Processing	Signal transduction	cAMP signaling pathway [PATH:ko04024]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
13651	Environmental Information Processing	Signal transduction	cGMP-PKG signaling pathway [PATH:ko04022]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
13717	Environmental Information Processing	Signal transduction	PI3K-Akt signaling pathway [PATH:ko04151]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
14099	Environmental Information Processing	Signal transduction	mTOR signaling pathway [PATH:ko04150]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
15493	Cellular Processes	Transport and catabolism	Autophagy - animal [PATH:ko04140]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
16341	Cellular Processes	Cell growth and death	Apoptosis [PATH:ko04210]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
16696	Cellular Processes	Cell growth and death	Cellular senescence [PATH:ko04218]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
17089	Cellular Processes	Cellular community - eukaryotes	Gap junction [PATH:ko04540]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
17143	Cellular Processes	Cellular community - eukaryotes	Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
17954	Cellular Processes	Cell motility	Regulation of actin cytoskeleton [PATH:ko04810]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
18285	Organismal Systems	Immune system	Neutrophil extracellular trap formation [PATH:ko04613]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
18405	Organismal Systems	Immune system	Toll-like receptor signaling pathway [PATH:ko04620]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
18850	Organismal Systems	Immune system	Natural killer cell mediated cytotoxicity [PATH:ko04650]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
19016	Organismal Systems	Immune system	T cell receptor signaling pathway [PATH:ko04660]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
19317	Organismal Systems	Immune system	B cell receptor signaling pathway [PATH:ko04662]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
19391	Organismal Systems	Immune system	Fc epsilon RI signaling pathway [PATH:ko04664]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
19876	Organismal Systems	Endocrine system	Insulin signaling pathway [PATH:ko04910]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
20149	Organismal Systems	Endocrine system	GnRH secretion [PATH:ko04929]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
20220	Organismal Systems	Endocrine system	GnRH signaling pathway [PATH:ko04912]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
20318	Organismal Systems	Endocrine system	Estrogen signaling pathway [PATH:ko04915]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
20425	Organismal Systems	Endocrine system	Prolactin signaling pathway [PATH:ko04917]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
20470	Organismal Systems	Endocrine system	Oxytocin signaling pathway [PATH:ko04921]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
20616	Organismal Systems	Endocrine system	Relaxin signaling pathway [PATH:ko04926]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
20730	Organismal Systems	Endocrine system	Growth hormone synthesis, secretion and action [PATH:ko04935]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
20822	Organismal Systems	Endocrine system	Thyroid hormone signaling pathway [PATH:ko04919]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
21043	Organismal Systems	Endocrine system	Melanogenesis [PATH:ko04916]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
21458	Organismal Systems	Circulatory system	Vascular smooth muscle contraction [PATH:ko04270]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
22543	Organismal Systems	Nervous system	Long-term potentiation [PATH:ko04720]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
22571	Organismal Systems	Nervous system	Long-term depression [PATH:ko04730]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
22792	Organismal Systems	Nervous system	Neurotrophin signaling pathway [PATH:ko04722]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
24203	Human Diseases	Cancer: overview	Pathways in cancer [PATH:ko05200]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
24741	Human Diseases	Cancer: overview	MicroRNAs in cancer [PATH:ko05206]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
24787	Human Diseases	Cancer: overview	Proteoglycans in cancer [PATH:ko05205]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
24999	Human Diseases	Cancer: overview	Chemical carcinogenesis - receptor activation [PATH:ko05207]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
25301	Human Diseases	Cancer: overview	Central carbon metabolism in cancer [PATH:ko05230]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
25331	Human Diseases	Cancer: overview	Choline metabolism in cancer [PATH:ko05231]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
25386	Human Diseases	Cancer: overview	PD-L1 expression and PD-1 checkpoint pathway in cancer [PATH:ko05235]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
25473	Human Diseases	Cancer: specific types	Colorectal cancer [PATH:ko05210]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
25609	Human Diseases	Cancer: specific types	Hepatocellular carcinoma [PATH:ko05225]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
25772	Human Diseases	Cancer: specific types	Gastric cancer [PATH:ko05226]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
25841	Human Diseases	Cancer: specific types	Glioma [PATH:ko05214]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
25876	Human Diseases	Cancer: specific types	Thyroid cancer [PATH:ko05216]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
25921	Human Diseases	Cancer: specific types	Acute myeloid leukemia [PATH:ko05221]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
25984	Human Diseases	Cancer: specific types	Chronic myeloid leukemia [PATH:ko05220]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
26091	Human Diseases	Cancer: specific types	Melanoma [PATH:ko05218]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
26155	Human Diseases	Cancer: specific types	Renal cell carcinoma [PATH:ko05211]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
26180	Human Diseases	Cancer: specific types	Bladder cancer [PATH:ko05219]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
26284	Human Diseases	Cancer: specific types	Prostate cancer [PATH:ko05215]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
26311	Human Diseases	Cancer: specific types	Endometrial cancer [PATH:ko05213]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
26375	Human Diseases	Cancer: specific types	Breast cancer [PATH:ko05224]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
26553	Human Diseases	Cancer: specific types	Non-small cell lung cancer [PATH:ko05223]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
26591	Human Diseases	Infectious disease: viral	Human T-cell leukemia virus 1 infection [PATH:ko05166]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
26794	Human Diseases	Infectious disease: viral	Human immunodeficiency virus 1 infection [PATH:ko05170]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
27024	Human Diseases	Infectious disease: viral	Hepatitis B [PATH:ko05161]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
27132	Human Diseases	Infectious disease: viral	Hepatitis C [PATH:ko05160]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
27509	Human Diseases	Infectious disease: viral	Influenza A [PATH:ko05164]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
27810	Human Diseases	Infectious disease: viral	Human cytomegalovirus infection [PATH:ko05163]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
28088	Human Diseases	Infectious disease: viral	Kaposi sarcoma-associated herpesvirus infection [PATH:ko05167]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
28507	Human Diseases	Infectious disease: viral	Human papillomavirus infection [PATH:ko05165]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
28987	Human Diseases	Infectious disease: bacterial	Salmonella infection [PATH:ko05132]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
29344	Human Diseases	Infectious disease: bacterial	Yersinia infection [PATH:ko05135]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
30784	Human Diseases	Neurodegenerative disease	Alzheimer disease [PATH:ko05010]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
32208	Human Diseases	Neurodegenerative disease	Pathways of neurodegeneration - multiple diseases [PATH:ko05022]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
33593	Human Diseases	Endocrine and metabolic disease	Cushing syndrome [PATH:ko04934]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
33910	Human Diseases	Drug resistance: antineoplastic	EGFR tyrosine kinase inhibitor resistance [PATH:ko01521]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
34032	Human Diseases	Drug resistance: antineoplastic	Endocrine resistance [PATH:ko01522]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
34235	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	2.7.12.2	1
3365	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K06001	trpB; tryptophan synthase beta chain	4.2.1.20	3
4212	Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	K06001	trpB; tryptophan synthase beta chain	4.2.1.20	3
3364	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K01696	trpB; tryptophan synthase beta chain	4.2.1.20	4
4211	Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	K01696	trpB; tryptophan synthase beta chain	4.2.1.20	4
3363	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K01695	trpA; tryptophan synthase alpha chain	4.2.1.20	3
4210	Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	K01695	trpA; tryptophan synthase alpha chain	4.2.1.20	3
3362	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K01694	TRP; tryptophan synthase	4.2.1.20	3
4213	Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	K01694	TRP; tryptophan synthase	4.2.1.20	3
55574	Not Included in Pathway or Brite	Unclassified: signaling and cellular processes	Signaling proteins	K07166	K07166; ACT domain-containing protein		1
2015	Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K02203	thrH; phosphoserine / homoserine phosphotransferase	3.1.3.3 2.7.1.39	1
3284	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K02203	thrH; phosphoserine / homoserine phosphotransferase	3.1.3.3 2.7.1.39	1
4875	Metabolism	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis [PATH:ko00540]	K02840	waaB, rfaB; UDP-D-galactose:(glucosyl)LPS alpha-1,6-D-galactosyltransferase	2.4.1.-	1
36435	Brite Hierarchies	Protein families: metabolism	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	K02840	waaB, rfaB; UDP-D-galactose:(glucosyl)LPS alpha-1,6-D-galactosyltransferase	2.4.1.-	1
311	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K00007	dalD; D-arabinitol 4-dehydrogenase	1.1.1.11	1
409	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism [PATH:ko00051]	K00007	dalD; D-arabinitol 4-dehydrogenase	1.1.1.11	1
34370	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K08858	SBK; serine/threonine-protein kinase SBK	2.7.11.1	1
3208	Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00811	ASP5; aspartate aminotransferase, chloroplastic	2.6.1.1	1
3468	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K00811	ASP5; aspartate aminotransferase, chloroplastic	2.6.1.1	1
3753	Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:ko00220]	K00811	ASP5; aspartate aminotransferase, chloroplastic	2.6.1.1	1
3870	Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:ko00330]	K00811	ASP5; aspartate aminotransferase, chloroplastic	2.6.1.1	1
3943	Metabolism	Amino acid metabolism	Tyrosine metabolism [PATH:ko00350]	K00811	ASP5; aspartate aminotransferase, chloroplastic	2.6.1.1	1
4057	Metabolism	Amino acid metabolism	Phenylalanine metabolism [PATH:ko00360]	K00811	ASP5; aspartate aminotransferase, chloroplastic	2.6.1.1	1
4232	Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	K00811	ASP5; aspartate aminotransferase, chloroplastic	2.6.1.1	1
6873	Metabolism	Biosynthesis of other secondary metabolites	Isoquinoline alkaloid biosynthesis [PATH:ko00950]	K00811	ASP5; aspartate aminotransferase, chloroplastic	2.6.1.1	1
6938	Metabolism	Biosynthesis of other secondary metabolites	Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]	K00811	ASP5; aspartate aminotransferase, chloroplastic	2.6.1.1	1
37048	Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K00811	ASP5; aspartate aminotransferase, chloroplastic	2.6.1.1	1
4092	Metabolism	Amino acid metabolism	Phenylalanine metabolism [PATH:ko00360]	K05711	hcaB; 2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase	1.3.1.87	1
2494	Metabolism	Lipid metabolism	Glycerolipid metabolism [PATH:ko00561]	K05879	dhaL; phosphoenolpyruvate---glycerone phosphotransferase subunit DhaL	2.7.1.121	1
3038	Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K00856	E2.7.1.20, ADK; adenosine kinase	2.7.1.20	1
5052	Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis [PATH:ko00550]	K07260	vanY; zinc D-Ala-D-Ala carboxypeptidase	3.4.17.14	2
10566	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07260	vanY; zinc D-Ala-D-Ala carboxypeptidase	3.4.17.14	2
33791	Human Diseases	Drug resistance: antimicrobial	Vancomycin resistance [PATH:ko01502]	K07260	vanY; zinc D-Ala-D-Ala carboxypeptidase	3.4.17.14	2
35445	Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K07260	vanY; zinc D-Ala-D-Ala carboxypeptidase	3.4.17.14	2
36604	Brite Hierarchies	Protein families: metabolism	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	K07260	vanY; zinc D-Ala-D-Ala carboxypeptidase	3.4.17.14	2
51607	Brite Hierarchies	Protein families: signaling and cellular processes	Antimicrobial resistance genes [BR:ko01504]	K07260	vanY; zinc D-Ala-D-Ala carboxypeptidase	3.4.17.14	2
54572	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K12945	nudK; GDP-mannose pyrophosphatase NudK	3.6.1.-	1
1274	Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K01653	E2.2.1.6S, ilvH, ilvN; acetolactate synthase I/III small subunit	2.2.1.6	1
1281	Metabolism	Carbohydrate metabolism	C5-Branched dibasic acid metabolism [PATH:ko00660]	K01653	E2.2.1.6S, ilvH, ilvN; acetolactate synthase I/III small subunit	2.2.1.6	1
3572	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	K01653	E2.2.1.6S, ilvH, ilvN; acetolactate synthase I/III small subunit	2.2.1.6	1
5325	Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis [PATH:ko00770]	K01653	E2.2.1.6S, ilvH, ilvN; acetolactate synthase I/III small subunit	2.2.1.6	1
39979	Brite Hierarchies	Protein families: genetic information processing	Spliceosome [BR:ko03041]	K13179	DDX18, HAS1; ATP-dependent RNA helicase DDX18/HAS1	3.6.4.13	1
40300	Brite Hierarchies	Protein families: genetic information processing	Ribosome biogenesis [BR:ko03009]	K13179	DDX18, HAS1; ATP-dependent RNA helicase DDX18/HAS1	3.6.4.13	1
9391	Genetic Information Processing	Replication and repair	Base excision repair [PATH:ko03410]	K03660	OGG1; N-glycosylase/DNA lyase	3.2.2.- 4.2.99.18	2
44735	Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K03660	OGG1; N-glycosylase/DNA lyase	3.2.2.- 4.2.99.18	2
485	Metabolism	Carbohydrate metabolism	Galactose metabolism [PATH:ko00052]	K00094	E1.1.1.251, gatD; galactitol-1-phosphate 5-dehydrogenase	1.1.1.251	1
54583	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K03725	K03725; archaea-specific helicase	3.6.4.-	1
3056	Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K10353	E2.7.1.76, dak; deoxyadenosine kinase	2.7.1.76	2
526	Metabolism	Carbohydrate metabolism	Galactose metabolism [PATH:ko00052]	K10984	agaB; galactosamine PTS system EIIB component	2.7.1.-	1
10316	Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS) [PATH:ko02060]	K10984	agaB; galactosamine PTS system EIIB component	2.7.1.-	1
46753	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K10984	agaB; galactosamine PTS system EIIB component	2.7.1.-	1
2304	Metabolism	Lipid metabolism	Fatty acid degradation [PATH:ko00071]	K13767	fadB; enoyl-CoA hydratase	4.2.1.17	3
7526	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate degradation [PATH:ko00362]	K13767	fadB; enoyl-CoA hydratase	4.2.1.17	3
2310	Metabolism	Lipid metabolism	Fatty acid degradation [PATH:ko00071]	K09478	ACADSB; short-chain 2-methylacyl-CoA dehydrogenase	1.3.8.5	1
3511	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K09478	ACADSB; short-chain 2-methylacyl-CoA dehydrogenase	1.3.8.5	1
11854	Environmental Information Processing	Signal transduction	Wnt signaling pathway [PATH:ko04310]	K04496	CTBP; C-terminal binding protein		1
11934	Environmental Information Processing	Signal transduction	Notch signaling pathway [PATH:ko04330]	K04496	CTBP; C-terminal binding protein		1
24299	Human Diseases	Cancer: overview	Pathways in cancer [PATH:ko05200]	K04496	CTBP; C-terminal binding protein		1
26016	Human Diseases	Cancer: specific types	Chronic myeloid leukemia [PATH:ko05220]	K04496	CTBP; C-terminal binding protein		1
41724	Brite Hierarchies	Protein families: genetic information processing	Membrane trafficking [BR:ko04131]	K04496	CTBP; C-terminal binding protein		1
410	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism [PATH:ko00051]	K00066	algD; GDP-mannose 6-dehydrogenase	1.1.1.132	2
829	Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K00066	algD; GDP-mannose 6-dehydrogenase	1.1.1.132	2
10630	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K00066	algD; GDP-mannose 6-dehydrogenase	1.1.1.132	2
1969	Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K10714	mtdB; methylene-tetrahydromethanopterin dehydrogenase	1.5.1.-	1
54435	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K01224	E3.2.1.89; arabinogalactan endo-1,4-beta-galactosidase	3.2.1.89	1
453	Metabolism	Carbohydrate metabolism	Galactose metabolism [PATH:ko00052]	K00965	galT, GALT; UDPglucose--hexose-1-phosphate uridylyltransferase	2.7.7.12	1
805	Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K00965	galT, GALT; UDPglucose--hexose-1-phosphate uridylyltransferase	2.7.7.12	1
20417	Organismal Systems	Endocrine system	Prolactin signaling pathway [PATH:ko04917]	K00965	galT, GALT; UDPglucose--hexose-1-phosphate uridylyltransferase	2.7.7.12	1
984	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00023	phbB; acetoacetyl-CoA reductase	1.1.1.36	1
1218	Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K00023	phbB; acetoacetyl-CoA reductase	1.1.1.36	1
3422	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K09880	mtnC, ENOPH1; enolase-phosphatase E1	3.1.3.77	1
53687	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K11065	tpx; thioredoxin-dependent peroxiredoxin	1.11.1.24	2
4519	Metabolism	Glycan biosynthesis and metabolism	N-Glycan biosynthesis [PATH:ko00510]	K03842	ALG1; beta-1,4-mannosyltransferase	2.4.1.142	1
4557	Metabolism	Glycan biosynthesis and metabolism	Various types of N-glycan biosynthesis [PATH:ko00513]	K03842	ALG1; beta-1,4-mannosyltransferase	2.4.1.142	1
35995	Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K03842	ALG1; beta-1,4-mannosyltransferase	2.4.1.142	1
3211	Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K11358	yhdR; aspartate aminotransferase	2.6.1.1	1
3471	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K11358	yhdR; aspartate aminotransferase	2.6.1.1	1
3756	Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:ko00220]	K11358	yhdR; aspartate aminotransferase	2.6.1.1	1
3873	Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:ko00330]	K11358	yhdR; aspartate aminotransferase	2.6.1.1	1
3946	Metabolism	Amino acid metabolism	Tyrosine metabolism [PATH:ko00350]	K11358	yhdR; aspartate aminotransferase	2.6.1.1	1
4060	Metabolism	Amino acid metabolism	Phenylalanine metabolism [PATH:ko00360]	K11358	yhdR; aspartate aminotransferase	2.6.1.1	1
4235	Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	K11358	yhdR; aspartate aminotransferase	2.6.1.1	1
