#GroupName	ProteinCount	SpeciesCount	FunctionalCategory	ConsensusFunctionalDescription
VOG25591	2	2	Xu	REFSEQ hypothetical protein
VOG25592	2	2	Xu	REFSEQ hypothetical protein
VOG25593	2	2	Xu	REFSEQ hypothetical protein
VOG25594	2	2	Xu	REFSEQ hypothetical protein
VOG25595	2	2	Xu	REFSEQ hypothetical protein
VOG25596	2	2	Xu	REFSEQ hypothetical protein
VOG25597	2	2	Xu	REFSEQ hypothetical protein
VOG25598	2	2	Xu	REFSEQ hypothetical protein
VOG25599	2	2	Xu	REFSEQ hypothetical protein
VOG25600	2	2	Xu	REFSEQ hypothetical protein
VOG25601	2	2	Xu	REFSEQ hypothetical protein
VOG25602	2	2	Xu	REFSEQ hypothetical protein
VOG25603	2	2	Xu	REFSEQ hypothetical protein
VOG25604	2	2	Xu	REFSEQ hypothetical protein
VOG25605	2	2	Xu	REFSEQ hypothetical protein
VOG25606	2	2	Xu	REFSEQ hypothetical protein
VOG25607	2	2	Xu	REFSEQ hypothetical protein
VOG25608	2	2	Xu	REFSEQ hypothetical protein
VOG25609	2	2	Xu	REFSEQ hypothetical protein
VOG25610	2	2	Xu	REFSEQ hypothetical protein
VOG25611	2	2	Xu	REFSEQ hypothetical protein
VOG25612	2	2	Xu	REFSEQ hypothetical protein
VOG25613	2	2	Xu	REFSEQ hypothetical protein
VOG25614	2	2	Xu	REFSEQ hypothetical protein
VOG25615	2	2	Xu	REFSEQ hypothetical protein
VOG25616	2	2	Xu	REFSEQ hypothetical protein
VOG25617	2	2	Xu	REFSEQ hypothetical protein
VOG25618	2	2	Xu	REFSEQ hypothetical protein
VOG25619	2	2	Xu	REFSEQ hypothetical protein
VOG25620	2	2	Xu	REFSEQ hypothetical protein
VOG25621	3	2	Xu	REFSEQ hypothetical protein
VOG25622	4	2	Xu	REFSEQ hypothetical protein
VOG25623	2	2	Xu	REFSEQ hypothetical protein
VOG25624	2	2	Xu	REFSEQ hypothetical protein
VOG25625	2	2	Xu	REFSEQ hypothetical protein
VOG25626	2	2	Xu	REFSEQ hypothetical protein
VOG25627	2	2	Xu	REFSEQ hypothetical protein
VOG25628	2	2	Xu	REFSEQ hypothetical protein
VOG25629	2	2	Xu	REFSEQ hypothetical protein
VOG25630	2	2	Xu	REFSEQ hypothetical protein
VOG25631	2	2	Xu	REFSEQ hypothetical protein
VOG25632	2	2	Xu	REFSEQ hypothetical protein
VOG25633	2	2	Xu	REFSEQ hypothetical protein
VOG25634	2	2	Xu	REFSEQ hypothetical protein
VOG25635	2	2	Xu	REFSEQ hypothetical protein
VOG25636	2	2	Xu	REFSEQ hypothetical protein
VOG25637	2	2	Xu	REFSEQ hypothetical protein
VOG25638	2	2	Xu	REFSEQ hypothetical protein
VOG25639	2	2	Xu	REFSEQ hypothetical protein
VOG25640	2	2	Xu	REFSEQ hypothetical protein
VOG25641	2	2	Xu	REFSEQ hypothetical protein
VOG25642	2	2	Xu	REFSEQ hypothetical protein
VOG25643	2	2	Xu	REFSEQ hypothetical protein
VOG25644	2	2	Xu	REFSEQ hypothetical protein
VOG25645	2	2	Xu	REFSEQ hypothetical protein
VOG25646	2	2	Xu	REFSEQ hypothetical protein
VOG25647	2	2	Xu	REFSEQ hypothetical protein
VOG25648	2	2	Xu	REFSEQ hypothetical protein
VOG25649	2	2	Xu	REFSEQ hypothetical protein
VOG25650	2	2	Xu	REFSEQ hypothetical protein
VOG25651	2	2	Xu	REFSEQ fumarate hydratase FumD
VOG25652	2	2	Xu	REFSEQ hypothetical protein
VOG25653	2	2	Xu	REFSEQ 4 protein
VOG25654	2	2	Xu	REFSEQ 5 protein
VOG25655	2	2	Xu	REFSEQ 6 protein
VOG25656	2	2	Xu	REFSEQ 9 protein
VOG25657	2	2	Xu	REFSEQ hypothetical protein
VOG25658	2	2	Xu	REFSEQ hypothetical protein
VOG25659	2	2	Xu	REFSEQ gp177
VOG25660	2	2	Xu	REFSEQ hypothetical protein
VOG25661	2	2	Xu	REFSEQ hypothetical protein
VOG25662	2	2	Xu	REFSEQ hypothetical protein
VOG25663	2	2	Xu	REFSEQ hypothetical protein
VOG25664	2	2	Xu	REFSEQ Gp8 protein
VOG25665	2	2	Xu	REFSEQ neck protein
VOG25666	3	2	Xu	REFSEQ major tail protein a
VOG25667	2	2	Xu	REFSEQ Gp11 protein
VOG25668	2	2	Xh	sp|Q37979|AEPE_BPA50 L-alanyl-D-glutamate peptidase
VOG25669	2	2	Xu	REFSEQ Gp36 protein
VOG25670	2	2	Xu	REFSEQ Gp39 protein
VOG25671	2	2	Xu	REFSEQ Gp25 protein
VOG25672	2	2	Xu	REFSEQ Gp55 protein
VOG25673	2	2	Xu	REFSEQ hypothetical protein
VOG25674	2	2	Xu	REFSEQ hypothetical protein
VOG25675	2	2	Xu	REFSEQ hypothetical protein
VOG25676	3	2	Xu	REFSEQ hypothetical protein
VOG25677	2	2	Xu	REFSEQ hypothetical protein
VOG25678	2	2	Xu	REFSEQ tail length tape measure protein
VOG25679	2	2	Xu	REFSEQ hypothetical protein
VOG25680	2	2	Xu	REFSEQ hypothetical protein
VOG25681	2	2	Xu	REFSEQ Fic family protein
VOG25682	2	2	Xu	REFSEQ hypothetical protein
VOG25683	2	2	Xu	sp|Q05255|VG43_BPML5 Gene 43 protein
VOG25684	2	2	Xu	REFSEQ virion structural protein
VOG25685	2	2	Xu	REFSEQ hypothetical protein
VOG25686	2	2	Xu	REFSEQ hypothetical protein
VOG25687	2	2	Xu	REFSEQ hypothetical protein
VOG25688	2	2	Xu	REFSEQ hypothetical protein
VOG25689	2	2	Xu	REFSEQ hypothetical protein
VOG25690	2	2	Xu	REFSEQ hypothetical protein
VOG25691	2	2	Xu	REFSEQ hypothetical protein
VOG25692	2	2	Xu	REFSEQ hypothetical protein
VOG25693	2	2	Xu	REFSEQ hypothetical protein
VOG25694	2	2	Xu	REFSEQ hypothetical protein
VOG25695	2	2	Xu	REFSEQ hypothetical protein
VOG25696	2	2	Xu	REFSEQ hypothetical protein
VOG25697	2	2	Xu	REFSEQ hypothetical protein
VOG25698	2	2	Xu	REFSEQ hypothetical protein
VOG25699	2	2	Xu	REFSEQ hypothetical protein
VOG25700	2	2	Xu	REFSEQ hypothetical protein
VOG25701	2	2	Xu	REFSEQ hypothetical protein
VOG25702	2	2	Xs	sp|O72121|VP2_CACV4 Protein VP2
VOG25703	2	2	Xu	REFSEQ hypothetical protein
VOG25704	3	2	Xu	REFSEQ hypothetical protein
VOG25705	2	2	XhXpXs	sp|P03385|ENV_MLVMS Envelope glycoprotein
VOG25706	2	2	Xu	REFSEQ hypothetical protein
VOG25707	2	2	Xu	REFSEQ hypothetical protein
VOG25708	2	2	Xu	REFSEQ Gp62
VOG25709	2	2	Xu	REFSEQ DnaJ-class molecular chaperone with C-terminal Zn finger domain, putative
VOG25710	2	2	Xu	REFSEQ hypothetical protein
VOG25711	2	2	Xu	REFSEQ gp12
VOG25712	2	2	Xu	REFSEQ gp32
VOG25713	2	2	Xu	REFSEQ Gp21 protein
VOG25714	2	2	Xu	REFSEQ gp35
VOG25715	2	2	Xu	REFSEQ gp38
VOG25716	2	2	Xu	sp|P0C208|REX_HTL1L Protein Rex
VOG25717	2	2	Xu	REFSEQ ORF53
VOG25718	2	2	Xu	REFSEQ ORF56
VOG25719	2	2	Xu	REFSEQ hypothetical protein
VOG25720	2	2	Xu	REFSEQ hypothetical protein
VOG25721	2	2	Xu	REFSEQ hypothetical protein
VOG25722	2	2	Xu	REFSEQ hypothetical protein
VOG25723	2	2	Xu	REFSEQ hypothetical protein
VOG25724	2	2	Xu	REFSEQ hypothetical protein
VOG25725	2	2	Xu	REFSEQ hypothetical protein
VOG25726	2	2	Xu	REFSEQ hypothetical protein
VOG25727	2	2	Xu	REFSEQ hypothetical protein
VOG25728	2	2	Xu	REFSEQ hypothetical protein
VOG25729	2	2	Xu	REFSEQ hypothetical protein
VOG25730	2	2	Xu	REFSEQ hypothetical protein
VOG25731	2	2	Xu	REFSEQ hypothetical protein
VOG25732	2	2	Xu	REFSEQ hypothetical protein
VOG25733	2	2	Xu	REFSEQ hypothetical protein
VOG25734	2	2	Xu	REFSEQ hypothetical protein
VOG25735	2	2	Xu	REFSEQ hypothetical protein
VOG25736	2	2	Xu	REFSEQ hypothetical protein
VOG25737	2	2	Xu	REFSEQ hypothetical protein
VOG25738	2	2	Xu	REFSEQ hypothetical protein
VOG25739	2	2	Xu	REFSEQ hypothetical protein
VOG25740	2	2	Xu	REFSEQ hypothetical protein
VOG25741	2	2	Xu	REFSEQ hypothetical protein
VOG25742	2	2	Xu	REFSEQ hypothetical protein
VOG25743	2	2	Xu	REFSEQ hypothetical protein
VOG25744	2	2	Xu	REFSEQ hypothetical protein
VOG25745	2	2	Xu	REFSEQ hypothetical protein
VOG25746	2	2	Xu	REFSEQ hypothetical protein
VOG25747	2	2	Xu	REFSEQ hypothetical protein
VOG25748	2	2	Xu	REFSEQ Rnase H
VOG25749	2	2	Xu	REFSEQ hypothetical v2 protein
VOG25750	2	2	Xu	REFSEQ hypothetical protein
VOG25751	2	2	Xu	REFSEQ hypothetical protein
VOG25752	2	2	Xu	REFSEQ hypothetical protein
VOG25753	2	2	Xu	REFSEQ hypothetical protein
VOG25754	2	2	Xu	REFSEQ hypothetical protein
VOG25755	2	2	Xu	REFSEQ hypothetical protein
VOG25756	2	2	Xu	REFSEQ hypothetical protein
VOG25757	2	2	Xu	REFSEQ hypothetical protein
VOG25758	2	2	Xu	REFSEQ hypothetical protein
VOG25759	2	2	Xu	REFSEQ hypothetical protein
VOG25760	2	2	Xu	REFSEQ hypothetical protein
VOG25761	2	2	Xu	REFSEQ hypothetical protein
VOG25762	2	2	Xu	REFSEQ hypothetical protein
VOG25763	2	2	Xu	REFSEQ hypothetical protein
VOG25764	2	2	Xu	REFSEQ hypothetical protein
VOG25765	2	2	Xu	REFSEQ hypothetical protein
VOG25766	2	2	Xu	REFSEQ hypothetical protein
VOG25767	2	2	Xu	REFSEQ hypothetical protein
VOG25768	2	2	Xu	REFSEQ hypothetical protein
VOG25769	2	2	Xu	REFSEQ hypothetical protein
VOG25770	2	2	Xu	REFSEQ hypothetical protein
VOG25771	2	2	Xu	REFSEQ hypothetical protein
VOG25772	2	2	Xu	REFSEQ hypothetical protein
VOG25773	2	2	Xu	REFSEQ hypothetical protein
VOG25774	2	2	Xu	REFSEQ hypothetical protein
VOG25775	2	2	Xu	REFSEQ transcriptional regulator
VOG25776	2	2	Xu	REFSEQ replication initiation protein
VOG25777	2	2	Xu	REFSEQ hypothetical protein
VOG25778	2	2	Xu	REFSEQ hypothetical protein
VOG25779	2	2	Xu	REFSEQ hypothetical protein
VOG25780	2	2	Xu	REFSEQ hypothetical protein
VOG25781	2	2	Xu	REFSEQ hypothetical protein
VOG25782	2	2	Xu	REFSEQ hypothetical protein
VOG25783	2	2	Xu	REFSEQ hypothetical protein
VOG25784	2	2	Xu	REFSEQ hypothetical protein
VOG25785	2	2	Xu	REFSEQ hypothetical protein
VOG25786	2	2	Xu	REFSEQ hypothetical membrane protein
VOG25787	2	2	Xh	sp|E8XH70|LPP1_SALT4 Major outer membrane lipoprotein Lpp 1
VOG25788	2	2	Xu	REFSEQ hypothetical protein
VOG25789	2	2	Xu	REFSEQ hypothetical protein
VOG25790	2	2	Xu	REFSEQ hypothetical protein
VOG25791	2	2	Xu	REFSEQ hypothetical protein
VOG25792	2	2	Xu	REFSEQ hypothetical protein
VOG25793	2	2	Xu	REFSEQ hypothetical protein
VOG25794	2	2	Xu	REFSEQ hypothetical protein
VOG25795	2	2	Xu	REFSEQ hypothetical protein
VOG25796	2	2	Xu	REFSEQ hypothetical protein
VOG25797	2	2	Xu	REFSEQ hypothetical protein
VOG25798	2	2	Xu	REFSEQ hypothetical protein
VOG25799	2	2	Xu	REFSEQ hypothetical protein
VOG25800	2	2	Xu	REFSEQ hypothetical protein
VOG25801	2	2	Xu	REFSEQ hypothetical protein
VOG25802	2	2	Xu	REFSEQ hypothetical protein
VOG25803	2	2	Xu	REFSEQ hypothetical protein
VOG25804	2	2	Xu	REFSEQ hypothetical protein
VOG25805	2	2	Xu	REFSEQ hypothetical protein
VOG25806	2	2	Xu	REFSEQ hypothetical protein
VOG25807	2	2	Xu	REFSEQ hypothetical protein
VOG25808	2	2	Xu	REFSEQ hypothetical protein
VOG25809	2	2	Xu	REFSEQ hypothetical protein
VOG25810	2	2	Xu	REFSEQ hypothetical protein
VOG25811	2	2	Xu	REFSEQ hypothetical protein
VOG25812	2	2	Xu	REFSEQ hypothetical protein
VOG25813	2	2	Xu	REFSEQ hypothetical protein
VOG25814	2	2	Xu	REFSEQ hypothetical protein
VOG25815	2	2	Xu	REFSEQ hypothetical protein
VOG25816	2	2	Xu	REFSEQ hypothetical protein
VOG25817	2	2	Xu	REFSEQ hypothetical protein
VOG25818	2	2	Xu	REFSEQ hypothetical protein
VOG25819	2	2	Xu	REFSEQ hypothetical protein
VOG25820	2	2	Xu	REFSEQ hypothetical protein
VOG25821	2	2	Xu	REFSEQ hypothetical protein
VOG25822	2	2	Xu	REFSEQ hypothetical protein
VOG25823	2	2	Xu	REFSEQ hypothetical protein
VOG25824	2	2	XhXpXrXs	sp|A3FMB2|POLG_HAVH2 Genome polyprotein
VOG25825	2	2	Xu	REFSEQ 3B
VOG25826	2	2	XpXs	sp|P15076|DNAPR_BPT4 Terminal DNA protecting protein
VOG25827	2	2	Xu	REFSEQ hypothetical protein
VOG25828	3	2	Xu	REFSEQ hypothetical protein
VOG25829	2	2	Xu	REFSEQ hypothetical protein
VOG25830	3	2	Xu	REFSEQ hypothetical protein
VOG25831	3	2	Xu	REFSEQ hypothetical protein
VOG25832	3	2	Xu	REFSEQ hypothetical protein
VOG25833	3	2	Xu	REFSEQ hypothetical protein
VOG25834	3	2	Xu	REFSEQ hypothetical protein
VOG25835	3	2	Xu	REFSEQ hypothetical protein
VOG25836	3	2	Xu	REFSEQ hypothetical protein
VOG25837	3	2	Xu	REFSEQ hypothetical protein
VOG25838	3	2	Xu	REFSEQ hypothetical protein
VOG25839	2	2	Xu	REFSEQ hypothetical protein
VOG25840	2	2	Xu	REFSEQ hypothetical protein
VOG25841	3	2	Xu	REFSEQ hypothetical protein
VOG25842	2	2	Xu	REFSEQ hypothetical protein
VOG25843	2	2	Xu	REFSEQ hypothetical protein
VOG25844	2	2	Xu	REFSEQ hypothetical protein
VOG25845	2	2	Xu	REFSEQ hypothetical protein
VOG25846	2	2	Xu	REFSEQ hypothetical protein
VOG25847	2	2	Xu	REFSEQ hypothetical protein
VOG25848	2	2	Xu	REFSEQ hypothetical protein
VOG25849	2	2	Xu	REFSEQ hypothetical protein
VOG25850	2	2	Xu	REFSEQ hypothetical protein
VOG25851	2	2	Xu	REFSEQ hypothetical protein
VOG25852	2	2	Xu	REFSEQ hypothetical protein
VOG25853	2	2	Xu	REFSEQ hypothetical protein
VOG25854	2	2	Xu	REFSEQ hypothetical protein
VOG25855	2	2	Xu	REFSEQ hypothetical protein
VOG25856	2	2	Xu	REFSEQ hypothetical protein
VOG25857	2	2	Xu	REFSEQ hypothetical protein
VOG25858	2	2	Xu	REFSEQ hypothetical protein
VOG25859	2	2	Xu	REFSEQ hypothetical protein
VOG25860	2	2	Xu	REFSEQ hypothetical protein
VOG25861	2	2	Xu	REFSEQ hypothetical protein
VOG25862	2	2	Xu	REFSEQ hypothetical protein
VOG25863	2	2	Xu	REFSEQ hypothetical protein
VOG25864	2	2	Xu	REFSEQ hypothetical protein
VOG25865	2	2	Xu	REFSEQ hypothetical protein
VOG25866	2	2	Xu	REFSEQ hypothetical protein
VOG25867	2	2	Xu	REFSEQ hypothetical protein
VOG25868	2	2	Xu	REFSEQ hypothetical protein
VOG25869	2	2	Xu	REFSEQ hypothetical protein
VOG25870	2	2	Xu	REFSEQ hypothetical protein
VOG25871	2	2	Xu	REFSEQ hypothetical protein
VOG25872	2	2	Xu	REFSEQ hypothetical protein
VOG25873	2	2	Xu	REFSEQ hypothetical protein
VOG25874	2	2	Xu	REFSEQ hypothetical protein
VOG25875	2	2	Xu	REFSEQ hypothetical protein
VOG25876	2	2	Xu	REFSEQ hypothetical protein
VOG25877	2	2	Xu	REFSEQ hypothetical protein
VOG25878	2	2	Xu	REFSEQ hypothetical protein
VOG25879	2	2	Xu	REFSEQ hypothetical protein
VOG25880	2	2	Xu	REFSEQ hypothetical protein
VOG25881	2	2	Xu	REFSEQ hypothetical protein
VOG25882	2	2	Xu	REFSEQ hypothetical protein
VOG25883	2	2	Xu	REFSEQ hypothetical protein
VOG25884	2	2	Xu	REFSEQ hypothetical protein
VOG25885	2	2	Xu	REFSEQ hypothetical protein
VOG25886	2	2	Xu	REFSEQ hypothetical protein
VOG25887	2	2	Xu	REFSEQ hypothetical protein
VOG25888	2	2	Xu	REFSEQ hypothetical protein
VOG25889	2	2	Xu	REFSEQ hypothetical protein
VOG25890	2	2	Xu	REFSEQ hypothetical protein
VOG25891	2	2	Xu	REFSEQ hypothetical protein
VOG25892	2	2	Xu	REFSEQ hypothetical protein
VOG25893	2	2	Xu	REFSEQ hypothetical protein
VOG25894	2	2	Xu	REFSEQ hypothetical protein
VOG25895	2	2	Xu	REFSEQ hypothetical protein
VOG25896	2	2	Xu	REFSEQ hypothetical protein
VOG25897	2	2	Xu	REFSEQ hypothetical protein
VOG25898	2	2	Xu	REFSEQ hypothetical protein
VOG25899	2	2	Xu	REFSEQ hypothetical protein
VOG25900	2	2	Xu	REFSEQ hypothetical protein
VOG25901	2	2	Xu	REFSEQ hypothetical protein
VOG25902	2	2	Xu	REFSEQ hypothetical protein
VOG25903	2	2	Xu	REFSEQ hypothetical protein
VOG25904	2	2	Xu	REFSEQ hypothetical protein
VOG25905	2	2	Xu	REFSEQ hypothetical protein
VOG25906	2	2	Xu	REFSEQ hypothetical protein
VOG25907	2	2	Xu	REFSEQ hypothetical protein
VOG25908	2	2	Xu	REFSEQ hypothetical protein
VOG25909	2	2	Xu	REFSEQ hypothetical protein
VOG25910	2	2	Xu	REFSEQ hypothetical protein
VOG25911	2	2	Xu	REFSEQ hypothetical protein
VOG25912	2	2	Xu	REFSEQ hypothetical protein
VOG25913	2	2	Xu	REFSEQ hypothetical protein
VOG25914	2	2	Xu	REFSEQ hypothetical protein
VOG25915	2	2	Xu	REFSEQ hypothetical protein
VOG25916	2	2	Xu	REFSEQ hypothetical protein
VOG25917	2	2	Xu	REFSEQ hypothetical protein
VOG25918	2	2	Xu	REFSEQ hypothetical protein
VOG25919	2	2	Xu	REFSEQ hypothetical protein
VOG25920	2	2	Xu	REFSEQ hypothetical protein
VOG25921	2	2	Xu	REFSEQ hypothetical protein
VOG25922	2	2	Xu	REFSEQ hypothetical protein
VOG25923	2	2	Xu	REFSEQ hypothetical protein
VOG25924	2	2	Xu	REFSEQ hypothetical protein
VOG25925	2	2	Xu	REFSEQ hypothetical protein
VOG25926	2	2	Xu	REFSEQ hypothetical protein
VOG25927	2	2	Xu	REFSEQ hypothetical protein
VOG25928	2	2	Xu	REFSEQ hypothetical protein
VOG25929	2	2	Xu	REFSEQ hypothetical protein
VOG25930	2	2	Xu	REFSEQ hypothetical protein
VOG25931	2	2	Xu	REFSEQ hypothetical protein
VOG25932	2	2	Xu	REFSEQ hypothetical protein
VOG25933	2	2	Xu	REFSEQ hypothetical protein
VOG25934	2	2	Xu	REFSEQ hypothetical protein
VOG25935	2	2	Xu	REFSEQ hypothetical protein
VOG25936	2	2	Xu	REFSEQ hypothetical protein
VOG25937	2	2	Xu	REFSEQ hypothetical protein
VOG25938	2	2	Xu	REFSEQ hypothetical protein
VOG25939	2	2	Xu	REFSEQ hypothetical protein
VOG25940	2	2	Xu	REFSEQ hypothetical protein
VOG25941	2	2	Xu	REFSEQ hypothetical protein
VOG25942	2	2	Xu	REFSEQ hypothetical protein
VOG25943	2	2	Xu	REFSEQ hypothetical protein
VOG25944	2	2	Xu	REFSEQ hypothetical protein
VOG25945	2	2	Xu	REFSEQ hypothetical protein
VOG25946	2	2	Xu	REFSEQ hypothetical protein
VOG25947	2	2	Xu	REFSEQ hypothetical protein
VOG25948	2	2	Xu	REFSEQ hypothetical protein
VOG25949	2	2	Xu	REFSEQ hypothetical protein
VOG25950	2	2	Xu	REFSEQ hypothetical protein
VOG25951	2	2	Xu	REFSEQ hypothetical protein
VOG25952	2	2	Xu	REFSEQ hypothetical protein
VOG25953	2	2	Xu	REFSEQ hypothetical protein
VOG25954	2	2	Xu	REFSEQ hypothetical protein
VOG25955	2	2	Xu	REFSEQ hypothetical protein
VOG25956	2	2	Xu	REFSEQ hypothetical protein
VOG25957	2	2	Xu	REFSEQ hypothetical protein
VOG25958	2	2	Xu	REFSEQ hypothetical protein
VOG25959	2	2	Xu	REFSEQ hypothetical protein
VOG25960	2	2	Xu	REFSEQ hypothetical protein
VOG25961	2	2	Xu	REFSEQ hypothetical protein
VOG25962	2	2	Xu	REFSEQ hypothetical protein
VOG25963	2	2	Xu	REFSEQ hypothetical protein
VOG25964	2	2	Xu	REFSEQ hypothetical protein
VOG25965	2	2	Xu	REFSEQ hypothetical protein
VOG25966	2	2	Xu	REFSEQ hypothetical protein
VOG25967	2	2	Xu	REFSEQ hypothetical protein
VOG25968	2	2	Xu	REFSEQ hypothetical protein
VOG25969	2	2	Xu	REFSEQ hypothetical protein
VOG25970	2	2	Xu	REFSEQ hypothetical protein
VOG25971	2	2	Xu	REFSEQ hypothetical protein
VOG25972	2	2	Xu	REFSEQ hypothetical protein
VOG25973	2	2	Xu	REFSEQ hypothetical protein
VOG25974	2	2	Xu	REFSEQ hypothetical protein
VOG25975	2	2	Xu	REFSEQ hypothetical protein
VOG25976	2	2	Xu	REFSEQ hypothetical protein
VOG25977	2	2	Xu	REFSEQ hypothetical protein
VOG25978	2	2	Xu	REFSEQ hypothetical protein
VOG25979	2	2	Xu	REFSEQ hypothetical protein
VOG25980	2	2	Xu	REFSEQ hypothetical protein
VOG25981	2	2	Xu	REFSEQ hypothetical protein
VOG25982	2	2	Xu	REFSEQ hypothetical protein
VOG25983	2	2	Xu	REFSEQ hypothetical protein
VOG25984	2	2	Xu	REFSEQ hypothetical protein
VOG25985	2	2	Xu	REFSEQ hypothetical protein
VOG25986	2	2	XrXs	sp|O73571|MVP_SBMVA Movement protein P1
VOG25987	2	2	Xu	REFSEQ hypothetical protein
VOG25988	2	2	Xu	REFSEQ hypothetical protein
VOG25989	2	2	Xu	REFSEQ hypothetical protein
VOG25990	2	2	Xu	REFSEQ hypothetical protein
VOG25991	2	2	Xu	REFSEQ hypothetical protein
VOG25992	2	2	Xu	REFSEQ hypothetical protein
VOG25993	2	2	Xu	REFSEQ hypothetical protein
VOG25994	2	2	Xu	REFSEQ hypothetical protein
VOG25995	2	2	Xu	REFSEQ hypothetical protein
VOG25996	2	2	Xu	REFSEQ hypothetical protein
VOG25997	2	2	Xu	REFSEQ hypothetical protein
VOG25998	2	2	Xu	REFSEQ hypothetical protein
VOG25999	2	2	Xu	REFSEQ hypothetical protein
VOG26000	2	2	Xu	REFSEQ hypothetical protein
VOG26001	2	2	Xu	REFSEQ hypothetical protein
VOG26002	2	2	Xu	REFSEQ hypothetical protein
VOG26003	2	2	Xu	REFSEQ hypothetical protein
VOG26004	2	2	Xu	REFSEQ hypothetical protein
VOG26005	2	2	Xu	REFSEQ hypothetical protein
VOG26006	2	2	Xu	REFSEQ hypothetical protein
VOG26007	2	2	Xu	REFSEQ hypothetical protein
VOG26008	2	2	Xu	REFSEQ hypothetical protein
VOG26009	2	2	Xu	REFSEQ hypothetical protein
VOG26010	2	2	Xu	REFSEQ hypothetical protein
VOG26011	2	2	Xu	REFSEQ hypothetical protein
VOG26012	2	2	Xu	REFSEQ hypothetical protein
VOG26013	2	2	Xu	REFSEQ hypothetical protein
VOG26014	2	2	Xu	REFSEQ hypothetical protein
VOG26015	2	2	Xu	REFSEQ hypothetical protein
VOG26016	2	2	Xu	REFSEQ hypothetical protein
VOG26017	2	2	Xu	REFSEQ hypothetical protein
VOG26018	2	2	Xu	REFSEQ hypothetical protein
VOG26019	2	2	Xu	REFSEQ hypothetical protein
VOG26020	2	2	Xu	REFSEQ hypothetical protein
VOG26021	2	2	Xu	REFSEQ hypothetical protein
VOG26022	2	2	Xu	REFSEQ hypothetical protein
VOG26023	2	2	Xu	REFSEQ hypothetical protein
VOG26024	2	2	Xu	REFSEQ hypothetical protein
VOG26025	2	2	Xu	REFSEQ hypothetical protein
VOG26026	2	2	Xu	REFSEQ hypothetical protein
VOG26027	2	2	Xu	REFSEQ protein with Ig domain
VOG26028	2	2	Xu	REFSEQ hypothetical protein
VOG26029	2	2	Xu	REFSEQ hypothetical protein
VOG26030	2	2	Xu	REFSEQ hypothetical protein
VOG26031	2	2	Xu	REFSEQ hypothetical protein
VOG26032	2	2	Xu	REFSEQ hypothetical protein
VOG26033	2	2	Xu	REFSEQ hypothetical protein
VOG26034	2	2	Xu	REFSEQ hypothetical protein
VOG26035	2	2	Xu	REFSEQ hypothetical protein
VOG26036	2	2	Xu	REFSEQ hypothetical protein
VOG26037	2	2	Xu	REFSEQ hypothetical protein
VOG26038	2	2	Xu	REFSEQ hypothetical protein
VOG26039	2	2	Xu	REFSEQ hypothetical protein
VOG26040	2	2	Xu	REFSEQ hypothetical protein
VOG26041	2	2	Xu	REFSEQ hypothetical protein
VOG26042	2	2	Xu	REFSEQ hypothetical protein
VOG26043	2	2	Xu	REFSEQ hypothetical protein
VOG26044	2	2	Xu	REFSEQ hypothetical protein
VOG26045	2	2	Xu	REFSEQ gp20
VOG26046	2	2	Xu	REFSEQ hypothetical protein
VOG26047	2	2	Xu	REFSEQ hypothetical protein
VOG26048	2	2	Xu	REFSEQ hypothetical protein
VOG26049	2	2	Xs	sp|P18474|POL2_GFLV RNA2 polyprotein
VOG26050	3	2	Xs	sp|P25247|POL2_TORVR RNA2 polyprotein
VOG26051	2	2	Xu	sp|P68828|B1_BBV Protein B1
VOG26052	2	2	Xu	REFSEQ alpha2 protein
VOG26053	2	2	Xu	REFSEQ hypothetical protein
VOG26054	2	2	Xu	REFSEQ hypothetical protein
VOG26055	2	2	Xu	REFSEQ head-tail adaptor Ad1
VOG26056	2	2	Xu	REFSEQ hypothetical protein
VOG26057	2	2	Xu	REFSEQ hypothetical protein
VOG26058	2	2	Xu	REFSEQ DUF4875 domain-containing protein
VOG26059	2	2	Xu	REFSEQ tail fiber protein
VOG26060	2	2	Xu	REFSEQ hypothetical protein
VOG26061	2	2	Xu	REFSEQ AB1gp14
VOG26062	2	2	Xu	REFSEQ hypothetical protein
VOG26063	2	2	Xu	REFSEQ endolysin
VOG26064	2	2	Xu	REFSEQ hypothetical protein
VOG26065	2	2	Xu	REFSEQ hypothetical protein
VOG26066	2	2	Xu	REFSEQ hypothetical protein
VOG26067	2	2	Xu	sp|P36353|VNS5_MSTV Non-structural protein NS5
VOG26068	2	2	Xu	REFSEQ hypothetical protein
VOG26069	2	2	Xu	REFSEQ head completion protein
VOG26070	2	2	Xu	REFSEQ acetyl-CoA acetyltransferase
VOG26071	2	2	Xu	REFSEQ hypothetical protein
VOG26072	2	2	Xu	REFSEQ hypothetical protein
VOG26073	2	2	Xu	REFSEQ hypothetical protein
VOG26074	2	2	Xu	REFSEQ hypothetical protein
VOG26075	2	2	Xu	REFSEQ hypothetical protein
VOG26076	2	2	Xu	REFSEQ hypothetical protein
VOG26077	2	2	Xu	sp|O31958|YOMZ_BACSU SPbeta prophage-derived uncharacterized protein YomZ
VOG26078	2	2	Xu	sp|O31957|YONA_BACSU SPbeta prophage-derived uncharacterized protein YonA
VOG26079	2	2	Xu	sp|O31956|YONB_BACSU SPbeta prophage-derived uncharacterized protein YonB
