L1	L2	L3	L4	KO	Function	EC	Count
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Acriflavin-sensitivity (Ynfm) family [tc:2.A.1.36]	K08224	ynfM; MFS transporter, YNFM family, putative membrane transport protein		1
12_Transporters	Major Facilitator superfamily (MFS)	Metal transporters	Enterobactin (siderophore) exporter (Ents) family [tc:2.A.1.38]	K08225	entS; MFS transporter, ENTS family, enterobactin (siderophore) exporter		1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to aspartate and asparagine		K08281	pncA; nicotinamidase/pyrazinamidase	3.5.1.19 3.5.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K08281	pncA; nicotinamidase/pyrazinamidase	3.5.1.19 3.5.1.-	1
21_Cellular response to stress	Cellular response to stress			K08282	E2.7.11.1; non-specific serine/threonine protein kinase	2.7.11.1	1
21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K08282	E2.7.11.1; non-specific serine/threonine protein kinase	2.7.11.1	1
21_Cellular response to stress	Response to osmotic stress			K08282	E2.7.11.1; non-specific serine/threonine protein kinase	2.7.11.1	1
07_Nucleic acid metabolism	Purine metabolism			K08289	purT; phosphoribosylglycinamide formyltransferase 2	6.3.1.21	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K08296	sixA; phosphohistidine phosphatase	3.1.3.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K08311	nudH; putative (di)nucleoside polyphosphate hydrolase	3.6.1.-	1
07_Nucleic acid metabolism	Purine metabolism			K08312	nudE; ADP-ribose diphosphatase	3.6.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K08312	nudE; ADP-ribose diphosphatase	3.6.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K08320	nudG; (d)CTP diphosphatase	3.6.1.65	1
15_Methylotrophy	Methane oxidation to cO2			K08348	fdnG; formate dehydrogenase-N, alpha subunit	1.17.5.3	1
15_Methylotrophy	Methane oxidation to cO2			K08349	fdnH; formate dehydrogenase-N, beta subunit		1
15_Methylotrophy	Methane oxidation to cO2			K08350	fdnI; formate dehydrogenase-N, gamma subunit		1
21_Cellular response to stress	Cellular response to osmotic stress			K08475	pgtB; two-component system, NtrC family, phosphoglycerate transport system sensor histidine kinase PgtB	2.7.13.3	1
21_Cellular response to stress	Regulation of response to osmotic stress			K08475	pgtB; two-component system, NtrC family, phosphoglycerate transport system sensor histidine kinase PgtB	2.7.13.3	1
21_Cellular response to stress	Response to osmotic stress			K08475	pgtB; two-component system, NtrC family, phosphoglycerate transport system sensor histidine kinase PgtB	2.7.13.3	1
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Enzyme I	K08484	ptsP; phosphotransferase system, enzyme I, PtsP	2.7.3.9	1
01_Fermentation	Homolactic fermentation			K08679	GAE, cap1J; UDP-glucuronate 4-epimerase	5.1.3.6	1
02_Homoacetogenesis	Glycolysis			K08679	GAE, cap1J; UDP-glucuronate 4-epimerase	5.1.3.6	1
20_Hydrolysis of polymers	Starch			K08679	GAE, cap1J; UDP-glucuronate 4-epimerase	5.1.3.6	1
01_Fermentation	Pyruvate fermentation to butanol			K08683	HSD17B10; 3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase	1.1.1.35 1.1.1.178	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetone		K08683	HSD17B10; 3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase	1.1.1.35 1.1.1.178	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K08683	HSD17B10; 3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase	1.1.1.35 1.1.1.178	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic fermentation		K08683	HSD17B10; 3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase	1.1.1.35 1.1.1.178	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum solventogenic fermentation		K08683	HSD17B10; 3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase	1.1.1.35 1.1.1.178	1
05_Fatty acid oxidation	Fatty acid beta-oxidation I			K08683	HSD17B10; 3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase	1.1.1.35 1.1.1.178	1
05_Fatty acid oxidation	Fatty acid beta-oxidation II (core pathway)			K08683	HSD17B10; 3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase	1.1.1.35 1.1.1.178	1
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K08683	HSD17B10; 3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase	1.1.1.35 1.1.1.178	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K08693	yfkN; 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase / 5'-nucleotidase	3.1.4.16 3.1.3.6 3.1.3.5	1
07_Nucleic acid metabolism	Purine metabolism			K08693	yfkN; 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase / 5'-nucleotidase	3.1.4.16 3.1.3.6 3.1.3.5	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K08963	mtnA; methylthioribose-1-phosphate isomerase	5.3.1.23	1
05_Fatty acid oxidation	Fatty acid beta-oxidation I			K08964	mtnB; methylthioribulose-1-phosphate dehydratase	4.2.1.109	1
05_Fatty acid oxidation	Fatty acid beta-oxidation II (core pathway)			K08964	mtnB; methylthioribulose-1-phosphate dehydratase	4.2.1.109	1
05_Fatty acid oxidation	Fatty acid beta-oxidation IV (unsaturated)			K08964	mtnB; methylthioribulose-1-phosphate dehydratase	4.2.1.109	1
05_Fatty acid oxidation	Fatty acid activation			K08964	mtnB; methylthioribulose-1-phosphate dehydratase	4.2.1.109	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K08964	mtnB; methylthioribulose-1-phosphate dehydratase	4.2.1.109	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K08967	mtnD, mtnZ, ADI1; 1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase	1.13.11.53 1.13.11.54	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K08967	mtnD, mtnZ, ADI1; 1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase	1.13.11.53 1.13.11.54	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K09001	anmK; anhydro-N-acetylmuramic acid kinase	2.7.1.170	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K09470	puuA; gamma-glutamylputrescine synthase	6.3.1.11	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K09471	puuB, ordL; gamma-glutamylputrescine oxidase	1.4.3.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K09667	OGT; protein O-GlcNAc transferase	2.4.1.255	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Mucin type O-glycan biosynthesis		K09667	OGT; protein O-GlcNAc transferase	2.4.1.255	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K09667	OGT; protein O-GlcNAc transferase	2.4.1.255	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K09667	OGT; protein O-GlcNAc transferase	2.4.1.255	1
20_Hydrolysis of polymers	Mannose			K09667	OGT; protein O-GlcNAc transferase	2.4.1.255	1
21_Cellular response to stress	Response to osmotic stress			K09667	OGT; protein O-GlcNAc transferase	2.4.1.255	1
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Lipopolysaccharide transporter [mD:m00250]	K09690	ABC-2.LPSE.P; lipopolysaccharide transport system permease protein		1
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Lipopolysaccharide transporter [mD:m00250]	K09691	ABC-2.LPSE.A; lipopolysaccharide transport system ATP-binding protein		1
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Lipooligosaccharide transporter [mD:m00252]	K09694	nodJ; lipooligosaccharide transport system permease protein		1
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K09699	DBT, bkdB; 2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase)	2.3.1.168	1
02_Homoacetogenesis	Reductive acetyl coenzyme A pathway			K09761	rsmE; 16S rRNA (uracil1498-N3)-methyltransferase	2.1.1.193	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K09761	rsmE; 16S rRNA (uracil1498-N3)-methyltransferase	2.1.1.193	1
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Lipoprotein-releasing transporter [mD:m00255]	K09808	lolC_E; lipoprotein-releasing system permease protein		1
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Lipoprotein-releasing transporter [mD:m00255]	K09810	lolD; lipoprotein-releasing system ATP-binding protein	7.6.2.-	1
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Cell division transporter [mD:m00256]	K09811	ftsX; cell division transport system permease protein		1
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Cell division transporter [mD:m00256]	K09812	ftsE; cell division transport system ATP-binding protein		1
12_Transporters	ABC transporters, prokaryotic type	 metallic cation, iron-siderophore and vitamin b12 transporters	Zinc transporter [mD:m00242]	K09815	znuA; zinc transport system substrate-binding protein		1
12_Transporters	ABC transporters, prokaryotic type	 metallic cation, iron-siderophore and vitamin b12 transporters	Zinc transporter [mD:m00242]	K09816	znuB; zinc transport system permease protein		1
12_Transporters	ABC transporters, prokaryotic type	 metallic cation, iron-siderophore and vitamin b12 transporters	Zinc transporter [mD:m00242]	K09817	znuC; zinc transport system ATP-binding protein	7.2.2.20	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K09880	mtnC, ENOPH1; enolase-phosphatase E1	3.1.3.77	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K09880	mtnC, ENOPH1; enolase-phosphatase E1	3.1.3.77	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K09903	pyrH; uridylate kinase	2.7.4.22	1
12_Transporters	ABC transporters, prokaryotic type	Phosphate and amino acid transporters	Glutamate/aspartate transporter [mD:m00230]	K10001	gltI, aatJ; glutamate/aspartate transport system substrate-binding protein		1
12_Transporters	ABC transporters, prokaryotic type	Phosphate and amino acid transporters	Glutamate/aspartate transporter [mD:m00230]	K10002	gltK, aatM; glutamate/aspartate transport system permease protein		1
12_Transporters	ABC transporters, prokaryotic type	Phosphate and amino acid transporters	Glutamate/aspartate transporter [mD:m00230]	K10003	gltJ, aatQ; glutamate/aspartate transport system permease protein		1
12_Transporters	ABC transporters, prokaryotic type	Phosphate and amino acid transporters	Glutamate/aspartate transporter [mD:m00230]	K10004	gltL, aatP; glutamate/aspartate transport system ATP-binding protein	7.4.2.1	1
12_Transporters	ABC transporters, prokaryotic type	Phosphate and amino acid transporters	Putative glutamine transporter [mD:m00228]	K10039	peb1A, glnH; aspartate/glutamate/glutamine transport system substrate-binding protein		1
12_Transporters	ABC transporters, prokaryotic type	 metallic cation, iron-siderophore and vitamin b12 transporters	Cobalt transporter [mD:m00245]	K10094	cbiK; nickel transport protein		1
12_Transporters	ABC transporters, prokaryotic type	Oligosaccharide and polyol transporters	Maltose/maltodextrin transporter [mD:m00194]	K10111	malK, mtlK, thuK; multiple sugar transport system ATP-binding protein	7.5.2.-	1
21_Cellular response to stress	Cellular response to osmotic stress			K10125	dctB; two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB	2.7.13.3	1
21_Cellular response to stress	Regulation of response to osmotic stress			K10125	dctB; two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB	2.7.13.3	1
21_Cellular response to stress	Response to osmotic stress			K10125	dctB; two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB	2.7.13.3	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K10208	crtM; 4,4'-diapophytoene synthase	2.5.1.96	1
21_Cellular response to stress	Response to nitrosative stress			K10208	crtM; 4,4'-diapophytoene synthase	2.5.1.96	1
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K10217	dmpC, xylG, praB; aminomuconate-semialdehyde/2-hydroxymuconate-6-semialdehyde dehydrogenase	1.2.1.32 1.2.1.85	1
08_Hydrocarbon degradation	Aromatic carboxylic acid degradation			K10217	dmpC, xylG, praB; aminomuconate-semialdehyde/2-hydroxymuconate-6-semialdehyde dehydrogenase	1.2.1.32 1.2.1.85	1
08_Hydrocarbon degradation	BTEX and related aromatics degradation			K10217	dmpC, xylG, praB; aminomuconate-semialdehyde/2-hydroxymuconate-6-semialdehyde dehydrogenase	1.2.1.32 1.2.1.85	1
09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K10222	bphD; 2,6-dioxo-6-phenylhexa-3-enoate hydrolase	3.7.1.8	1
12_Transporters	ABC transporters, prokaryotic type	Oligosaccharide and polyol transporters	Sorbitol/mannitol transporter [mD:m00200]	K10227	smoE, mtlE; polyol transport system substrate-binding protein		1
12_Transporters	ABC transporters, prokaryotic type	Oligosaccharide and polyol transporters	Sorbitol/mannitol transporter [mD:m00200]	K10228	smoF, mtlF; polyol transport system permease protein		1
12_Transporters	ABC transporters, prokaryotic type	Oligosaccharide and polyol transporters	Sorbitol/mannitol transporter [mD:m00200]	K10229	smoG, mtlG; polyol transport system permease protein		1
12_Transporters	ABC transporters, prokaryotic type	Monosaccharide transporters	Ribose transporter [mD:m00212]	K10439	rbsB; ribose transport system substrate-binding protein		1
12_Transporters	ABC transporters, prokaryotic type	Monosaccharide transporters	Ribose transporter [mD:m00212]	K10440	rbsC; ribose transport system permease protein		1
12_Transporters	ABC transporters, prokaryotic type	Monosaccharide transporters	Ribose transporter [mD:m00212]	K10441	rbsA; ribose transport system ATP-binding protein	7.5.2.7	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K10536	aguA; agmatine deiminase	3.5.3.12	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K10563	mutM, fpg; formamidopyrimidine-DNA glycosylase	3.2.2.23 4.2.99.18	1
21_Cellular response to stress	Cellular response to oxidative stress			K10563	mutM, fpg; formamidopyrimidine-DNA glycosylase	3.2.2.23 4.2.99.18	1
21_Cellular response to stress	Cellular response to stress			K10563	mutM, fpg; formamidopyrimidine-DNA glycosylase	3.2.2.23 4.2.99.18	1
21_Cellular response to stress	Response to oxidative stress			K10563	mutM, fpg; formamidopyrimidine-DNA glycosylase	3.2.2.23 4.2.99.18	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K10764	metZ; O-succinylhomoserine sulfhydrylase	2.5.1.-	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K10764	metZ; O-succinylhomoserine sulfhydrylase	2.5.1.-	1
21_Cellular response to stress	Response to nitrosative stress			K10764	metZ; O-succinylhomoserine sulfhydrylase	2.5.1.-	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K10773	NTH; endonuclease III	4.2.99.18	1
21_Cellular response to stress	Cellular response to stress			K10773	NTH; endonuclease III	4.2.99.18	1
21_Cellular response to stress	Response to oxidative stress			K10773	NTH; endonuclease III	4.2.99.18	1
21_Cellular response to stress	Cellular response to stress			K10778	ada; AraC family transcriptional regulator, regulatory protein of adaptative response / methylated-DNA-[protein]-cysteine methyltransferase	2.1.1.63	1
21_Cellular response to stress	Response to nitrosative stress			K10778	ada; AraC family transcriptional regulator, regulatory protein of adaptative response / methylated-DNA-[protein]-cysteine methyltransferase	2.1.1.63	1
21_Cellular response to stress	Cellular response to osmotic stress			K10804	tesA; acyl-CoA thioesterase I	3.1.2.- 3.1.2.2 3.1.1.2 3.1.1.5	1
21_Cellular response to stress	Response to osmotic stress			K10804	tesA; acyl-CoA thioesterase I	3.1.2.- 3.1.2.2 3.1.1.2 3.1.1.5	1
08_Hydrocarbon degradation	Other aromatics degradation			K11066	E3.5.1.28D, amiD; N-acetylmuramoyl-L-alanine amidase	3.5.1.28	1
12_Transporters	ABC transporters, prokaryotic type	Mineral and organic ion transporters	Putrescine transporter [mD:m00300]	K11073	potF; putrescine transport system substrate-binding protein		1
12_Transporters	ABC transporters, prokaryotic type	Mineral and organic ion transporters	Putrescine transporter [mD:m00300]	K11074	potI; putrescine transport system permease protein		1
12_Transporters	ABC transporters, prokaryotic type	Mineral and organic ion transporters	Putrescine transporter [mD:m00300]	K11075	potH; putrescine transport system permease protein		1
12_Transporters	ABC transporters, prokaryotic type	Mineral and organic ion transporters	Putrescine transporter [mD:m00300]	K11076	potG; putrescine transport system ATP-binding protein	7.6.2.16	1
01_Fermentation	Mixed acid fermentation			K11153	RDH12; retinol dehydrogenase 12	1.1.1.300	1
01_Fermentation	Pyruvate fermentation to butanol			K11153	RDH12; retinol dehydrogenase 12	1.1.1.300	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K11153	RDH12; retinol dehydrogenase 12	1.1.1.300	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic fermentation		K11153	RDH12; retinol dehydrogenase 12	1.1.1.300	1
02_Homoacetogenesis	Glycolysis			K11153	RDH12; retinol dehydrogenase 12	1.1.1.300	1
07_Nucleic acid metabolism	Purine metabolism			K11175	purN; phosphoribosylglycinamide formyltransferase 1	2.1.2.2	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K11211	kdkA; 3-deoxy-D-manno-octulosonic acid kinase	2.7.1.166	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K11211	kdkA; 3-deoxy-D-manno-octulosonic acid kinase	2.7.1.166	1
21_Cellular response to stress	Cellular response to osmotic stress			K11383	kinB; two-component system, NtrC family, sensor histidine kinase KinB	2.7.13.3	1
21_Cellular response to stress	Regulation of response to osmotic stress			K11383	kinB; two-component system, NtrC family, sensor histidine kinase KinB	2.7.13.3	1
21_Cellular response to stress	Response to osmotic stress			K11383	kinB; two-component system, NtrC family, sensor histidine kinase KinB	2.7.13.3	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to aspartate and asparagine		K11414	SIRT4, SIR2L4; NAD+-dependent protein deacetylase sirtuin 4	2.3.1.286	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K11414	SIRT4, SIR2L4; NAD+-dependent protein deacetylase sirtuin 4	2.3.1.286	1
21_Cellular response to stress	Cellular response to osmotic stress			K11527	K11527; two-component system, sensor histidine kinase and response regulator	2.7.13.3	1
21_Cellular response to stress	Regulation of response to osmotic stress			K11527	K11527; two-component system, sensor histidine kinase and response regulator	2.7.13.3	1
21_Cellular response to stress	Response to osmotic stress			K11527	K11527; two-component system, sensor histidine kinase and response regulator	2.7.13.3	1
21_Cellular response to stress	Cellular response to osmotic stress			K11711	dctS; two-component system, LuxR family, sensor histidine kinase DctS	2.7.13.3	1
21_Cellular response to stress	Regulation of response to osmotic stress			K11711	dctS; two-component system, LuxR family, sensor histidine kinase DctS	2.7.13.3	1
21_Cellular response to stress	Response to osmotic stress			K11711	dctS; two-component system, LuxR family, sensor histidine kinase DctS	2.7.13.3	1
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Lipopolysaccharide transporter [mD:m00320]	K11720	lptG; lipopolysaccharide export system permease protein		1
21_Cellular response to stress	Cellular response to stress			K11912	ppkA; serine/threonine-protein kinase PpkA	2.7.11.1	1
21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K11912	ppkA; serine/threonine-protein kinase PpkA	2.7.11.1	1
21_Cellular response to stress	Response to osmotic stress			K11912	ppkA; serine/threonine-protein kinase PpkA	2.7.11.1	1
21_Cellular response to stress	Cellular response to osmotic stress			K11927	rhlE; ATP-dependent RNA helicase RhlE	3.6.4.13	1
21_Cellular response to stress	Cellular response to stress			K12132	prkC, stkP; eukaryotic-like serine/threonine-protein kinase	2.7.11.1	1
21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K12132	prkC, stkP; eukaryotic-like serine/threonine-protein kinase	2.7.11.1	1
21_Cellular response to stress	Response to osmotic stress			K12132	prkC, stkP; eukaryotic-like serine/threonine-protein kinase	2.7.11.1	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K12152	nudJ; phosphatase NudJ	3.6.1.-	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K12251	aguB; N-carbamoylputrescine amidase	3.5.1.53	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and lactate I		K12254	kauB; 4-guanidinobutyraldehyde dehydrogenase / NAD-dependent aldehyde dehydrogenase	1.2.1.54 1.2.1.-	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate I		K12254	kauB; 4-guanidinobutyraldehyde dehydrogenase / NAD-dependent aldehyde dehydrogenase	1.2.1.54 1.2.1.-	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate IV		K12254	kauB; 4-guanidinobutyraldehyde dehydrogenase / NAD-dependent aldehyde dehydrogenase	1.2.1.54 1.2.1.-	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K12254	kauB; 4-guanidinobutyraldehyde dehydrogenase / NAD-dependent aldehyde dehydrogenase	1.2.1.54 1.2.1.-	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K12254	kauB; 4-guanidinobutyraldehyde dehydrogenase / NAD-dependent aldehyde dehydrogenase	1.2.1.54 1.2.1.-	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K12256	spuC; putrescine---pyruvate transaminase	2.6.1.113	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K12256	spuC; putrescine---pyruvate transaminase	2.6.1.113	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K12256	spuC; putrescine---pyruvate transaminase	2.6.1.113	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K12339	cysM; S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent)	2.5.1.144	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K12339	cysM; S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent)	2.5.1.144	1
12_Transporters	ABC transporters, prokaryotic type	PEPtide and nickel transporters	DiPEPtide transporter [mD:m00324]	K12368	dppA; dipeptide transport system substrate-binding protein		1
12_Transporters	ABC transporters, prokaryotic type	PEPtide and nickel transporters	DiPEPtide transporter [mD:m00324]	K12369	dppB; dipeptide transport system permease protein		1
12_Transporters	ABC transporters, prokaryotic type	PEPtide and nickel transporters	DiPEPtide transporter [mD:m00324]	K12370	dppC; dipeptide transport system permease protein		1
12_Transporters	ABC transporters, prokaryotic type	PEPtide and nickel transporters	DiPEPtide transporter [mD:m00324]	K12371	dppD; dipeptide transport system ATP-binding protein		1
12_Transporters	ABC transporters, prokaryotic type	PEPtide and nickel transporters	DiPEPtide transporter [mD:m00324]	K12372	dppF; dipeptide transport system ATP-binding protein		1
01_Fermentation	Pyruvate fermentation to butanol			K12405	HSD17B4; (3R)-3-hydroxyacyl-CoA dehydrogenase / 3a,7a,12a-trihydroxy-5b-cholest-24-enoyl-CoA hydratase / enoyl-CoA hydratase 2	1.1.1.- 4.2.1.107 4.2.1.119	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetone		K12405	HSD17B4; (3R)-3-hydroxyacyl-CoA dehydrogenase / 3a,7a,12a-trihydroxy-5b-cholest-24-enoyl-CoA hydratase / enoyl-CoA hydratase 2	1.1.1.- 4.2.1.107 4.2.1.119	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K12405	HSD17B4; (3R)-3-hydroxyacyl-CoA dehydrogenase / 3a,7a,12a-trihydroxy-5b-cholest-24-enoyl-CoA hydratase / enoyl-CoA hydratase 2	1.1.1.- 4.2.1.107 4.2.1.119	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic fermentation		K12405	HSD17B4; (3R)-3-hydroxyacyl-CoA dehydrogenase / 3a,7a,12a-trihydroxy-5b-cholest-24-enoyl-CoA hydratase / enoyl-CoA hydratase 2	1.1.1.- 4.2.1.107 4.2.1.119	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum solventogenic fermentation		K12405	HSD17B4; (3R)-3-hydroxyacyl-CoA dehydrogenase / 3a,7a,12a-trihydroxy-5b-cholest-24-enoyl-CoA hydratase / enoyl-CoA hydratase 2	1.1.1.- 4.2.1.107 4.2.1.119	1
05_Fatty acid oxidation	Fatty acid beta-oxidation I			K12405	HSD17B4; (3R)-3-hydroxyacyl-CoA dehydrogenase / 3a,7a,12a-trihydroxy-5b-cholest-24-enoyl-CoA hydratase / enoyl-CoA hydratase 2	1.1.1.- 4.2.1.107 4.2.1.119	1
05_Fatty acid oxidation	Fatty acid beta-oxidation II (core pathway)			K12405	HSD17B4; (3R)-3-hydroxyacyl-CoA dehydrogenase / 3a,7a,12a-trihydroxy-5b-cholest-24-enoyl-CoA hydratase / enoyl-CoA hydratase 2	1.1.1.- 4.2.1.107 4.2.1.119	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to aspartate and asparagine		K12410	npdA; NAD-dependent deacetylase	2.3.1.286	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K12410	npdA; NAD-dependent deacetylase	2.3.1.286	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K12583	mgtA; phosphatidylinositol alpha 1,6-mannosyltransferase	2.4.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Mucin type O-glycan biosynthesis		K12583	mgtA; phosphatidylinositol alpha 1,6-mannosyltransferase	2.4.1.-	1
