L1	L2	L3	L4	ID	Function	EC
20_Hydrolysis of polymers	Mannose			K13666	OGNT; UDP-GlcNAc:polypeptide alpha-N-acetylglucosaminyltransferase	2.4.1.-
20_Hydrolysis of polymers	Mannose			K13667	POGLUT1, RUMI, KTELC1; EGF-domain serine glucosyl/xylosyltransferase	2.4.1.376 2.4.2.63
20_Hydrolysis of polymers	Mannose			K13668	pimB; phosphatidyl-myo-inositol dimannoside synthase	2.4.1.346
20_Hydrolysis of polymers	Mannose			K13669	pimE; alpha-1,2-mannosyltransferase	2.4.1.-
20_Hydrolysis of polymers	Mannose			K13671	K13671; alpha-1,2-mannosyltransferase	2.4.1.-
20_Hydrolysis of polymers	Mannose			K13672	LPG1; galactofuranosyltransferase	2.4.1.-
20_Hydrolysis of polymers	Mannose			K13673	SCG; phosphoglycan beta-1,3-galactosyltransferase	2.4.1.-
20_Hydrolysis of polymers	Mannose			K13675	B3GALTL; UDP-glucose:O-linked fucose beta-1,3-glucosyltransferase	2.4.1.-
20_Hydrolysis of polymers	Mannose			K13678	cpoA; 1,2-diacylglycerol-3-alpha-glucose alpha-1,2-galactosyltransferase	2.4.1.-
20_Hydrolysis of polymers	Mannose			K13681	FUT; xyloglucan fucosyltransferase	2.4.1.-
20_Hydrolysis of polymers	Mannose			K13682	BMT, WRY; beta-1,2-mannosyltransferase	2.4.1.-
20_Hydrolysis of polymers	Mannose			K13688	chvB, cgs, ndvB; cyclic beta-1,2-glucan synthetase	2.4.1.-
20_Hydrolysis of polymers	Mannose			K13689	cgtA; beta-1,4-N-acetylgalactosaminyltransferase	2.4.1.-
20_Hydrolysis of polymers	Mannose			K13690	CMT1; alpha-1,3-mannosyltransferase	2.4.1.-
20_Hydrolysis of polymers	Mannose			K13691	SGT1; pathogen-inducible salicylic acid glucosyltransferase	2.4.1.-
20_Hydrolysis of polymers	Mannose			K13693	gpgS; glucosyl-3-phosphoglycerate synthase	2.4.1.266
20_Hydrolysis of polymers	Mannose			K14335	pimC; alpha-1,6-mannosyltransferase	2.4.1.-
20_Hydrolysis of polymers	Mannose			K14337	mptA; alpha-1,6-mannosyltransferase	2.4.1.-
20_Hydrolysis of polymers	Mannose			K14339	mptB; alpha-1,6-mannosyltransferase	2.4.1.-
20_Hydrolysis of polymers	Mannose			K14340	K14340; mannosyltransferase	2.4.1.-
20_Hydrolysis of polymers	Mannose			K14368	eryCIII; 3-alpha-mycarosylerythronolide B desosaminyl transferase	2.4.1.278
20_Hydrolysis of polymers	Mannose			K14375	aveBI; dTDP-L-oleandrosyltransferase	2.4.1.-
20_Hydrolysis of polymers	Mannose			K14412	FUT13, FucTC; alpha-1,4-fucosyltransferase	2.4.1.65
20_Hydrolysis of polymers	Mannose			K14413	GALT1; beta-1,3-galactosyltransferase	2.4.1.-
20_Hydrolysis of polymers	Mannose			K14434	GALT-1; alpha 1,6-fucoside beta 1,4-galactosyltransferase	2.4.1.-
20_Hydrolysis of polymers	Mannose			K14464	FUT-1, FucTC; alpha-1,3-fucosyltransferase	2.4.1.-
20_Hydrolysis of polymers	Mannose			K14596	crtX; zeaxanthin glucosyltransferase	2.4.1.276
20_Hydrolysis of polymers	Mannose			K02749		
20_Hydrolysis of polymers	Mannose			K02752		
20_Hydrolysis of polymers	Mannose			K02755	bglFa; beta-glucoside PTS system EIIA component	2.7.1.-
20_Hydrolysis of polymers	Mannose			K02756		
20_Hydrolysis of polymers	Mannose			K02759	celC, chbA; cellobiose PTS system EIIA component	2.7.1.196 2.7.1.205
20_Hydrolysis of polymers	Mannose			K02760	celA, chbB; cellobiose PTS system EIIB component	2.7.1.196 2.7.1.205
20_Hydrolysis of polymers	Mannose			K02763		
20_Hydrolysis of polymers	Mannose			K02764		
20_Hydrolysis of polymers	Mannose			K02768	fruB; fructose PTS system EIIA component	2.7.1.202
20_Hydrolysis of polymers	Mannose			K02769	fruAb; fructose PTS system EIIB component	2.7.1.202
20_Hydrolysis of polymers	Mannose			K02773	gatA, sgcA; galactitol PTS system EIIA component	2.7.1.200
20_Hydrolysis of polymers	Mannose			K02774	gatB, sgcB; galactitol PTS system EIIB component	2.7.1.200
20_Hydrolysis of polymers	Mannose			K02777	crr; sugar PTS system EIIA component	2.7.1.-
20_Hydrolysis of polymers	Mannose			K02778	ptsGb; glucose PTS system EIIB component	2.7.1.199
20_Hydrolysis of polymers	Mannose			K02781	srlB; glucitol/sorbitol PTS system EIIA component	2.7.1.198
20_Hydrolysis of polymers	Mannose			K02782	srlE; glucitol/sorbitol PTS system EIIB component	2.7.1.198
20_Hydrolysis of polymers	Mannose			K02786	lacF; lactose PTS system EIIA component	2.7.1.207
20_Hydrolysis of polymers	Mannose			K02787		
20_Hydrolysis of polymers	Mannose			K02790		
20_Hydrolysis of polymers	Mannose			K02793	manXa; mannose PTS system EIIA component	2.7.1.191
20_Hydrolysis of polymers	Mannose			K02794	manX; mannose PTS system EIIAB component	2.7.1.191
20_Hydrolysis of polymers	Mannose			K02798	cmtB; mannitol PTS system EIIA component	2.7.1.197
20_Hydrolysis of polymers	Mannose			K02799		
20_Hydrolysis of polymers	Mannose			K02802		
20_Hydrolysis of polymers	Mannose			K02803	nagEb; N-acetylglucosamine PTS system EIIB component	2.7.1.193
20_Hydrolysis of polymers	Mannose			K02806	ptsN; nitrogen PTS system EIIA component	2.7.1.-
20_Hydrolysis of polymers	Mannose			K02808		
20_Hydrolysis of polymers	Mannose			K02809		
20_Hydrolysis of polymers	Mannose			K02812	sorF, sorA; sorbose PTS system EIIA component	2.7.1.206
20_Hydrolysis of polymers	Mannose			K02813	sorB; sorbose PTS system EIIB component	2.7.1.206
20_Hydrolysis of polymers	Mannose			K02817		
20_Hydrolysis of polymers	Mannose			K02818		
20_Hydrolysis of polymers	Mannose			K02821	ulaC, sgaA; ascorbate PTS system EIIA or EIIAB component	2.7.1.194
20_Hydrolysis of polymers	Mannose			K02822	ulaB, sgaB; ascorbate PTS system EIIB component	2.7.1.194
20_Hydrolysis of polymers	Mannose			K10984	agaB; galactosamine PTS system EIIB component	2.7.1.-
20_Hydrolysis of polymers	Mannose			K11191		
20_Hydrolysis of polymers	Mannose			K11194	levD; fructose PTS system EIIA component	2.7.1.202
20_Hydrolysis of polymers	Mannose			K11195	levE; fructose PTS system EIIB component	2.7.1.202
20_Hydrolysis of polymers	Mannose			K11198		
20_Hydrolysis of polymers	Mannose			K11199		
20_Hydrolysis of polymers	Mannose			K11201	frvA; fructose-like PTS system EIIA component	2.7.1.-
20_Hydrolysis of polymers	Mannose			K11202	fryB; fructose-like PTS system EIIB component	2.7.1.-
20_Hydrolysis of polymers	Mannose			K02744	agaF; N-acetylgalactosamine PTS system EIIA component	2.7.1.-
20_Hydrolysis of polymers	Mannose			K01809	manA, MPI; mannose-6-phosphate isomerase	5.3.1.8
20_Hydrolysis of polymers	Mannose			K00966	GMPP; mannose-1-phosphate guanylyltransferase	2.7.7.13
20_Hydrolysis of polymers	Mannose			K00971	manC, cpsB; mannose-1-phosphate guanylyltransferase	2.7.7.13
20_Hydrolysis of polymers	Mannose			K01711	gmd, GMDS; GDPmannose 4,6-dehydratase	4.2.1.47
20_Hydrolysis of polymers	Mannose			K00066	algD; GDP-mannose 6-dehydrogenase	1.1.1.132
20_Hydrolysis of polymers	Mannose			K00080		
20_Hydrolysis of polymers	Mannose			K02377	TSTA3, fcl; GDP-L-fucose synthase	1.1.1.271
20_Hydrolysis of polymers	Mannose			K05947	E2.4.1.217; mannosyl-3-phosphoglycerate synthase	2.4.1.217
20_Hydrolysis of polymers	Mannose			K07026	E3.1.3.70; mannosyl-3-phosphoglycerate phosphatase	3.1.3.70
20_Hydrolysis of polymers	Mannose			K01840	manB; phosphomannomutase	5.4.2.8
20_Hydrolysis of polymers	Mannose			K01729	algL; poly(beta-D-mannuronate) lyase	4.2.2.3
20_Hydrolysis of polymers	Galactose			K00094	E1.1.1.251, gatD; galactitol-1-phosphate 5-dehydrogenase	1.1.1.251
20_Hydrolysis of polymers	Galactose			K00917	lacC; tagatose 6-phosphate kinase	2.7.1.144
20_Hydrolysis of polymers	Galactose			K00850	pfkA, PFK; 6-phosphofructokinase 1	2.7.1.11
20_Hydrolysis of polymers	Galactose			K01635	lacD; tagatose 1,6-diphosphate aldolase	4.1.2.40
20_Hydrolysis of polymers	Galactose			K01631	dgoA; 2-dehydro-3-deoxyphosphogalactonate aldolase	4.1.2.21
20_Hydrolysis of polymers	Galactose			K01220	E3.2.1.85, lacG; 6-phospho-beta-galactosidase	3.2.1.85
20_Hydrolysis of polymers	Galactose			K06611	E2.4.1.67; stachyose synthetase	2.4.1.67
20_Hydrolysis of polymers	Galactose			K08302	gatY-kbaY; tagatose 1,6-diphosphate aldolase GatY/KbaY	4.1.2.40
20_Hydrolysis of polymers	Galactose			K01187	malZ; alpha-glucosidase	3.2.1.20
20_Hydrolysis of polymers	Galactose			K12317	GANC; neutral alpha-glucosidase C	3.2.1.20
20_Hydrolysis of polymers	Galactose			K07407	E3.2.1.22B, galA, rafA; alpha-galactosidase	3.2.1.22
20_Hydrolysis of polymers	Galactose			K12316	GAA; lysosomal alpha-glucosidase	3.2.1.20
20_Hydrolysis of polymers	Galactose			K00845	glk; glucokinase	2.7.1.2
20_Hydrolysis of polymers	Galactose			K12309	GLB1, ELNR1; beta-galactosidase	3.2.1.23
20_Hydrolysis of polymers	Galactose			K12308	bgaB, lacA; beta-galactosidase	3.2.1.23
20_Hydrolysis of polymers	Galactose			K12111	ebgA; evolved beta-galactosidase subunit alpha	3.2.1.23
20_Hydrolysis of polymers	Galactose			K07967	B4GALT2; beta-1,4-galactosyltransferase 2	2.4.1.22 2.4.1.90 2.4.1.38 2.4.1.-
20_Hydrolysis of polymers	Galactose			K07966	B4GALT1; beta-1,4-galactosyltransferase 1	2.4.1.22 2.4.1.90 2.4.1.38 2.4.1.-
20_Hydrolysis of polymers	Galactose			K01443	nagA, AMDHD2; N-acetylglucosamine-6-phosphate deacetylase	3.5.1.25
20_Hydrolysis of polymers	Galactose			K03337	iolB; 5-deoxy-glucuronate isomerase	5.3.1.30
20_Hydrolysis of polymers	Galactose			K02745	agaV; N-acetylgalactosamine PTS system EIIB component	2.7.1.-
20_Hydrolysis of polymers	Galactose			K07406	melA; alpha-galactosidase	3.2.1.22
20_Hydrolysis of polymers	Galactose			K02749		
20_Hydrolysis of polymers	Galactose			K02752		
20_Hydrolysis of polymers	Galactose			K02755	bglFa; beta-glucoside PTS system EIIA component	2.7.1.-
20_Hydrolysis of polymers	Galactose			K02756		
20_Hydrolysis of polymers	Galactose			K02759	celC, chbA; cellobiose PTS system EIIA component	2.7.1.196 2.7.1.205
20_Hydrolysis of polymers	Galactose			K02760	celA, chbB; cellobiose PTS system EIIB component	2.7.1.196 2.7.1.205
20_Hydrolysis of polymers	Galactose			K02763		
20_Hydrolysis of polymers	Galactose			K02764		
20_Hydrolysis of polymers	Galactose			K02768	fruB; fructose PTS system EIIA component	2.7.1.202
20_Hydrolysis of polymers	Galactose			K02769	fruAb; fructose PTS system EIIB component	2.7.1.202
20_Hydrolysis of polymers	Galactose			K02773	gatA, sgcA; galactitol PTS system EIIA component	2.7.1.200
20_Hydrolysis of polymers	Galactose			K02774	gatB, sgcB; galactitol PTS system EIIB component	2.7.1.200
20_Hydrolysis of polymers	Galactose			K02777	crr; sugar PTS system EIIA component	2.7.1.-
20_Hydrolysis of polymers	Galactose			K02778	ptsGb; glucose PTS system EIIB component	2.7.1.199
20_Hydrolysis of polymers	Galactose			K02781	srlB; glucitol/sorbitol PTS system EIIA component	2.7.1.198
20_Hydrolysis of polymers	Galactose			K02782	srlE; glucitol/sorbitol PTS system EIIB component	2.7.1.198
20_Hydrolysis of polymers	Galactose			K02786	lacF; lactose PTS system EIIA component	2.7.1.207
20_Hydrolysis of polymers	Galactose			K02787		
20_Hydrolysis of polymers	Galactose			K02790		
20_Hydrolysis of polymers	Galactose			K02793	manXa; mannose PTS system EIIA component	2.7.1.191
20_Hydrolysis of polymers	Galactose			K02794	manX; mannose PTS system EIIAB component	2.7.1.191
20_Hydrolysis of polymers	Galactose			K02798	cmtB; mannitol PTS system EIIA component	2.7.1.197
20_Hydrolysis of polymers	Galactose			K02799		
20_Hydrolysis of polymers	Galactose			K02802		
20_Hydrolysis of polymers	Galactose			K02803	nagEb; N-acetylglucosamine PTS system EIIB component	2.7.1.193
20_Hydrolysis of polymers	Galactose			K02806	ptsN; nitrogen PTS system EIIA component	2.7.1.-
20_Hydrolysis of polymers	Galactose			K02808		
20_Hydrolysis of polymers	Galactose			K02809		
20_Hydrolysis of polymers	Galactose			K02812	sorF, sorA; sorbose PTS system EIIA component	2.7.1.206
20_Hydrolysis of polymers	Galactose			K02813	sorB; sorbose PTS system EIIB component	2.7.1.206
20_Hydrolysis of polymers	Galactose			K02817		
20_Hydrolysis of polymers	Galactose			K02818		
20_Hydrolysis of polymers	Galactose			K02821	ulaC, sgaA; ascorbate PTS system EIIA or EIIAB component	2.7.1.194
20_Hydrolysis of polymers	Galactose			K02822	ulaB, sgaB; ascorbate PTS system EIIB component	2.7.1.194
20_Hydrolysis of polymers	Galactose			K10984	agaB; galactosamine PTS system EIIB component	2.7.1.-
20_Hydrolysis of polymers	Galactose			K11191		
20_Hydrolysis of polymers	Galactose			K11194	levD; fructose PTS system EIIA component	2.7.1.202
20_Hydrolysis of polymers	Galactose			K11195	levE; fructose PTS system EIIB component	2.7.1.202
20_Hydrolysis of polymers	Galactose			K11198		
20_Hydrolysis of polymers	Galactose			K11199		
20_Hydrolysis of polymers	Galactose			K11201	frvA; fructose-like PTS system EIIA component	2.7.1.-
20_Hydrolysis of polymers	Galactose			K11202	fryB; fructose-like PTS system EIIB component	2.7.1.-
20_Hydrolysis of polymers	Galactose			K12047	MGAM; maltase-glucoamylase	3.2.1.20 3.2.1.3
20_Hydrolysis of polymers	Galactose			K01193	INV, sacA; beta-fructofuranosidase	3.2.1.26
20_Hydrolysis of polymers	Galactose			K00011	AKR1B; aldehyde reductase	1.1.1.21
20_Hydrolysis of polymers	Galactose			K12407	GCK; glucokinase	2.7.1.2
20_Hydrolysis of polymers	Galactose			K00844	HK; hexokinase	2.7.1.1
20_Hydrolysis of polymers	Galactose			K01229	LCT; lactase-phlorizin hydrolase	3.2.1.108 3.2.1.62
20_Hydrolysis of polymers	Galactose			K01835	pgm; phosphoglucomutase	5.4.2.2
20_Hydrolysis of polymers	Galactose			K00704	LALBA; alpha-lactalbumin	2.4.1.22
20_Hydrolysis of polymers	Galactose			K01784	galE, GALE; UDP-glucose 4-epimerase	5.1.3.2
20_Hydrolysis of polymers	Galactose			K00963	UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase	2.7.7.9
20_Hydrolysis of polymers	Galactose			K00964		
20_Hydrolysis of polymers	Galactose			K00965	galT, GALT; UDPglucose--hexose-1-phosphate uridylyltransferase	2.7.7.12
20_Hydrolysis of polymers	Galactose			K00849	galK; galactokinase	2.7.1.6
20_Hydrolysis of polymers	Galactose			K00883	dgoK; 2-dehydro-3-deoxygalactonokinase	2.7.1.58
20_Hydrolysis of polymers	Galactose			K01684	dgoD; galactonate dehydratase	4.2.1.6
20_Hydrolysis of polymers	Galactose			K00035	gal; D-galactose 1-dehydrogenase	1.1.1.48
20_Hydrolysis of polymers	Galactose			K06617	E2.4.1.82; raffinose synthase	2.4.1.82
20_Hydrolysis of polymers	Galactose			K01190	lacZ; beta-galactosidase	3.2.1.23
20_Hydrolysis of polymers	Galactose			K04618	GAOA; galactose oxidase	1.1.3.9
20_Hydrolysis of polymers	Galactose			K01084	G6PC; glucose-6-phosphatase	3.1.3.9
20_Hydrolysis of polymers	Galactose			K01819	E5.3.1.26, lacA, lacB; galactose-6-phosphate isomerase	5.3.1.26
20_Hydrolysis of polymers	Galactose			K02079	agaA; N-acetylgalactosamine-6-phosphate deacetylase	3.5.1.25
20_Hydrolysis of polymers	Galactose			K02080	agaI; galactosamine-6-phosphate isomerase	5.3.1.-
20_Hydrolysis of polymers	Galactose			K02744	agaF; N-acetylgalactosamine PTS system EIIA component	2.7.1.-
20_Hydrolysis of polymers	Galactose			K01189	GLA; alpha-galactosidase	3.2.1.22
20_Hydrolysis of polymers	Arabinose			K01209	abfA; alpha-L-arabinofuranosidase	3.2.1.55
20_Hydrolysis of polymers	Arabinose			K01804	araA; L-arabinose isomerase	5.3.1.4
20_Hydrolysis of polymers	Arabinose			K00011	AKR1B; aldehyde reductase	1.1.1.21
21_Cellular response to stress	Cellular response to cation stress			K04371	ERK, MAPK1_3; mitogen-activated protein kinase 1/3	2.7.11.24
21_Cellular response to stress	Cellular response to cation stress			K04440	JNK; mitogen-activated protein kinase 8/9/10 (c-Jun N-terminal kinase)	2.7.11.24
21_Cellular response to stress	Cellular response to cation stress			K04457	PPM1A, PP2CA; protein phosphatase 1A	3.1.3.16
21_Cellular response to stress	Cellular response to cation stress			K02831	RAD53; ser/thr/tyr protein kinase RAD53	2.7.11.-
21_Cellular response to stress	Cellular response to cation stress			K04441	P38; p38 MAP kinase	2.7.11.24
21_Cellular response to stress	Cellular response to cation stress			K04464	MAPK7; mitogen-activated protein kinase 7	2.7.11.24
21_Cellular response to stress	Cellular response to cation stress			K04468	NLK; nemo like kinase	2.7.11.24
21_Cellular response to stress	Cellular response to cation stress			K06855	MAPK4_6; mitogen-activated protein kinase 4/6	2.7.11.24
21_Cellular response to stress	Cellular response to cation stress			K08293	SMK1; sporulation-specific mitogen-activated protein kinase SMK1	2.7.11.24
21_Cellular response to stress	Cellular response to cation stress			K14512	MPK6; mitogen-activated protein kinase 6	2.7.11.24
21_Cellular response to stress	Cellular response to cation stress			K04459	DUSP, MKP; dual specificity MAP kinase phosphatase	3.1.3.16 3.1.3.48
21_Cellular response to stress	Cellular response to cation stress			K04460	PPP5C; serine/threonine-protein phosphatase 5	3.1.3.16
21_Cellular response to stress	Cellular response to cation stress			K04461	PPM1B, PP2CB; protein phosphatase 1B	3.1.3.16
21_Cellular response to stress	Cellular response to cation stress			K06269	PPP1C; serine/threonine-protein phosphatase PP1 catalytic subunit	3.1.3.16
21_Cellular response to stress	Cellular response to cation stress			K06382	spoIIE; stage II sporulation protein E	3.1.3.16
21_Cellular response to stress	Cellular response to cation stress			K07313	pphA; serine/threonine protein phosphatase 1	3.1.3.16
21_Cellular response to stress	Cellular response to cation stress			K07314	pphB; serine/threonine protein phosphatase 2	3.1.3.16
21_Cellular response to stress	Cellular response to cation stress			K10147	PPM1D, WIP1; protein phosphatase 1D	3.1.3.16
21_Cellular response to stress	Cellular response to cation stress			K11915	stp1, pppA; serine/threonine protein phosphatase Stp1	3.1.3.16
21_Cellular response to stress	Cellular response to cation stress			K13807	PPEF, PPP7C; serine/threonine-protein phosphatase with EF-hands	3.1.3.16
21_Cellular response to stress	Cellular response to cation stress			K14165	K14165; atypical dual specificity phosphatase	3.1.3.16 3.1.3.48
21_Cellular response to stress	Cellular response to cation stress			K14167	CDKN3, KAP; cyclin-dependent kinase inhibitor 3	3.1.3.16 3.1.3.48
21_Cellular response to stress	Cellular response to cation stress			K14497	PP2C; protein phosphatase 2C	3.1.3.16
21_Cellular response to stress	Cellular response to cation stress			K14501	BSU1; serine/threonine-protein phosphatase BSU1	3.1.3.16
21_Cellular response to stress	Cellular response to cation stress			K01090	E3.1.3.16; protein phosphatase	3.1.3.16
21_Cellular response to stress	Cellular response to cation stress			K04348	PPP3C, CNA; serine/threonine-protein phosphatase 2B catalytic subunit	3.1.3.16
21_Cellular response to stress	Cellular response to cation stress			K06023	hprK, ptsK; HPr kinase/phosphorylase	2.7.11.- 2.7.4.-
21_Cellular response to stress	Cellular response to cation stress			K06668	GIN4; serine/threonine-protein kinase GIN4	2.7.11.-
21_Cellular response to stress	Cellular response to cation stress			K06684	DBF2; cell cycle protein kinase DBF2	2.7.11.-
21_Cellular response to stress	Cellular response to cation stress			K06686	DBF20; cell cycle protein kinase DBF20	2.7.11.-
21_Cellular response to stress	Cellular response to cation stress			K08286	E2.7.11.-; protein-serine/threonine kinase	2.7.11.-
21_Cellular response to stress	Cellular response to cation stress			K08810	TRIO; triple functional domain protein	2.7.11.1
21_Cellular response to stress	Cellular response to cation stress			K08812	CAMKV; CaM kinase-like vesicle-associated	2.7.11.-
21_Cellular response to stress	Cellular response to cation stress			K08813	STK33; serine/threonine kinase 33	2.7.11.1
21_Cellular response to stress	Cellular response to cation stress			K08814	TRIB1_2; tribbles homolog 1/2	
21_Cellular response to stress	Cellular response to cation stress			K11228	STE11; mitogen-activated protein kinase kinase kinase	2.7.11.25
21_Cellular response to stress	Cellular response to cation stress			K11916	stk1; serine/threonine-protein kinase Stk1	2.7.11.-
21_Cellular response to stress	Cellular response to cation stress			K04382	PPP2C; serine/threonine-protein phosphatase 2A catalytic subunit	3.1.3.16
21_Cellular response to stress	Cellular response to cation stress			K00223	ERG4; Delta24(24(1))-sterol reductase	1.3.1.71
21_Cellular response to stress	Cellular response to cation stress			K02515	HSL1; serine/threonine-protein kinase HSL1, negative regulator of Swe1 kinase	2.7.11.-
21_Cellular response to stress	Cellular response to osmotic stress			K03578	hrpA; ATP-dependent helicase HrpA	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K03579	hrpB; ATP-dependent helicase HrpB	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K02831	RAD53; ser/thr/tyr protein kinase RAD53	2.7.11.-
21_Cellular response to stress	Cellular response to osmotic stress			K06129	LYPLA3; lysophospholipase III	3.1.1.5
21_Cellular response to stress	Cellular response to osmotic stress			K07637	phoQ; two-component system, OmpR family, sensor histidine kinase PhoQ	2.7.13.3
21_Cellular response to stress	Cellular response to osmotic stress			K03732	rhlB; ATP-dependent RNA helicase RhlB	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K05591	dbpA; ATP-dependent RNA helicase DbpA	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K05592	deaD, cshA; ATP-dependent RNA helicase DeaD	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K10896	FANCM; fanconi anemia group M protein	
21_Cellular response to stress	Cellular response to osmotic stress			K11273	DDX11, CHL1, CTF1; chromosome transmission fidelity protein 1	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K11594	DDX3X, bel; ATP-dependent RNA helicase DDX3X	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K11701	HRR1; helicase required for RNAi-mediated heterochromatin assembly 1	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K11927	rhlE; ATP-dependent RNA helicase RhlE	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K12598	MTR4, SKIV2L2; ATP-dependent RNA helicase DOB1	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K12614	DDX6, RCK, DHH1; ATP-dependent RNA helicase DDX6/DHH1	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K12647	IFIH1, MDA5; interferon-induced helicase C domain-containing protein 1	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K12811	DDX46, PRP5; ATP-dependent RNA helicase DDX46/PRP5	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K12812	DDX39B, UAP56, SUB2; ATP-dependent RNA helicase UAP56/SUB2	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K12813	DHX16; pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K12814	PRP2; pre-mRNA-splicing factor ATP-dependent RNA helicase-like protein PRP2	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K12815	DHX38, PRP16; pre-mRNA-splicing factor ATP-dependent RNA helicase DHX38/PRP16	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K12818	DHX8, PRP22; ATP-dependent RNA helicase DHX8/PRP22	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K12820	DHX15, PRP43; pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15/PRP43	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K12823	DDX5, DBP2; ATP-dependent RNA helicase DDX5/DBP2	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K12835	DDX42, SF3B125; ATP-dependent RNA helicase DDX42	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K12854	SNRNP200, BRR2; pre-mRNA-splicing helicase BRR2	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K12858	DDX23, PRP28; ATP-dependent RNA helicase DDX23/PRP28	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K13025	EIF4A3, FAL1; ATP-dependent RNA helicase	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K13116	DDX41, ABS; ATP-dependent RNA helicase DDX41	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K13117	DHX35; ATP-dependent RNA helicase DDX35	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K13131	DDX20, GEMIN3; ATP-dependent RNA helicase DDX20	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K13177	DDX1; ATP-dependent RNA helicase DDX1	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K13178	DDX17; ATP-dependent RNA helicase DDX17	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K13179	DDX18, HAS1; ATP-dependent RNA helicase DDX18/HAS1	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K13181	DDX27, DRS1; ATP-dependent RNA helicase DDX27	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K13182	DDX39; ATP-dependent RNA helicase DDX39	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K13183	DDX50; ATP-dependent RNA helicase DDX50	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K13184	DHX9; ATP-dependent RNA helicase A	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K13185	DHX30; ATP-dependent RNA helicase DHX30	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K13982	DDX4, VASA; probable ATP-dependent RNA helicase DDX4	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K13983	MOV10L1; putative helicase MOV10L1	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K14442	DHX36, RHAU; ATP-dependent RNA helicase DHX36	3.6.4.13
21_Cellular response to stress	Cellular response to osmotic stress			K06023	hprK, ptsK; HPr kinase/phosphorylase	2.7.11.- 2.7.4.-
21_Cellular response to stress	Cellular response to osmotic stress			K06668	GIN4; serine/threonine-protein kinase GIN4	2.7.11.-
21_Cellular response to stress	Cellular response to osmotic stress			K06684	DBF2; cell cycle protein kinase DBF2	2.7.11.-
21_Cellular response to stress	Cellular response to osmotic stress			K06686	DBF20; cell cycle protein kinase DBF20	2.7.11.-
21_Cellular response to stress	Cellular response to osmotic stress			K08286	E2.7.11.-; protein-serine/threonine kinase	2.7.11.-
21_Cellular response to stress	Cellular response to osmotic stress			K08810	TRIO; triple functional domain protein	2.7.11.1
21_Cellular response to stress	Cellular response to osmotic stress			K08812	CAMKV; CaM kinase-like vesicle-associated	2.7.11.-
21_Cellular response to stress	Cellular response to osmotic stress			K08813	STK33; serine/threonine kinase 33	2.7.11.1
21_Cellular response to stress	Cellular response to osmotic stress			K08814	TRIB1_2; tribbles homolog 1/2	
21_Cellular response to stress	Cellular response to osmotic stress			K11228	STE11; mitogen-activated protein kinase kinase kinase	2.7.11.25
21_Cellular response to stress	Cellular response to osmotic stress			K11916	stk1; serine/threonine-protein kinase Stk1	2.7.11.-
21_Cellular response to stress	Cellular response to osmotic stress			K06130	LYPLA2; lysophospholipase II	3.1.1.5
