L1	L2	L3	L4	KO	Function	EC	Count
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K07258	dacC, dacA, dacD; serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6)	3.4.16.4	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to aspartate and asparagine		K07260	vanY; zinc D-Ala-D-Ala carboxypeptidase	3.4.17.14	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K07260	vanY; zinc D-Ala-D-Ala carboxypeptidase	3.4.17.14	1
21_Cellular response to stress	Cellular response to cation stress			K07313	pphA; serine/threonine protein phosphatase 1	3.1.3.16	1
21_Cellular response to stress	Response to osmotic stress			K07313	pphA; serine/threonine protein phosphatase 1	3.1.3.16	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K07407	E3.2.1.22B, galA, rafA; alpha-galactosidase	3.2.1.22	1
20_Hydrolysis of polymers	Galactose			K07407	E3.2.1.22B, galA, rafA; alpha-galactosidase	3.2.1.22	1
02_Homoacetogenesis	Reductive acetyl coenzyme A pathway			K07444	ypsC; putative N6-adenine-specific DNA methylase	2.1.1.-	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K07444	ypsC; putative N6-adenine-specific DNA methylase	2.1.1.-	1
21_Cellular response to stress	Cellular response to stress			K07451	mcrA; 5-methylcytosine-specific restriction enzyme A	3.1.21.-	1
05_Fatty acid oxidation	Fatty acid beta-oxidation I			K07511	ECHS1; enoyl-CoA hydratase	4.2.1.17	1
05_Fatty acid oxidation	Fatty acid beta-oxidation II (core pathway)			K07511	ECHS1; enoyl-CoA hydratase	4.2.1.17	1
05_Fatty acid oxidation	Fatty acid beta-oxidation IV (unsaturated)			K07511	ECHS1; enoyl-CoA hydratase	4.2.1.17	1
05_Fatty acid oxidation	Fatty acid activation			K07511	ECHS1; enoyl-CoA hydratase	4.2.1.17	1
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K07511	ECHS1; enoyl-CoA hydratase	4.2.1.17	1
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K07511	ECHS1; enoyl-CoA hydratase	4.2.1.17	1
01_Fermentation	Pyruvate fermentation to butanol			K07516	fadN; 3-hydroxyacyl-CoA dehydrogenase	1.1.1.35	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetone		K07516	fadN; 3-hydroxyacyl-CoA dehydrogenase	1.1.1.35	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K07516	fadN; 3-hydroxyacyl-CoA dehydrogenase	1.1.1.35	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic fermentation		K07516	fadN; 3-hydroxyacyl-CoA dehydrogenase	1.1.1.35	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum solventogenic fermentation		K07516	fadN; 3-hydroxyacyl-CoA dehydrogenase	1.1.1.35	1
05_Fatty acid oxidation	Fatty acid beta-oxidation I			K07516	fadN; 3-hydroxyacyl-CoA dehydrogenase	1.1.1.35	1
05_Fatty acid oxidation	Fatty acid beta-oxidation II (core pathway)			K07516	fadN; 3-hydroxyacyl-CoA dehydrogenase	1.1.1.35	1
21_Cellular response to stress	Response to osmotic stress			K07533	prsA; foldase protein PrsA	5.2.1.8	1
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-1 (12 spanner) (DhA1) family [tc:2.A.1.2]	K07552	bcr, tcaB; MFS transporter, DHA1 family, multidrug resistance protein		1
21_Cellular response to stress	Cellular response to osmotic stress			K07636	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR	2.7.13.3	1
21_Cellular response to stress	Regulation of response to osmotic stress			K07636	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR	2.7.13.3	1
21_Cellular response to stress	Response to osmotic stress			K07636	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR	2.7.13.3	1
21_Cellular response to stress	Cellular response to osmotic stress			K07638	envZ; two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ	2.7.13.3	1
21_Cellular response to stress	Regulation of response to osmotic stress			K07638	envZ; two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ	2.7.13.3	1
21_Cellular response to stress	Response to osmotic stress			K07638	envZ; two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ	2.7.13.3	1
21_Cellular response to stress	Cellular response to osmotic stress			K07640	cpxA; two-component system, OmpR family, sensor histidine kinase CpxA	2.7.13.3	1
21_Cellular response to stress	Regulation of response to osmotic stress			K07640	cpxA; two-component system, OmpR family, sensor histidine kinase CpxA	2.7.13.3	1
21_Cellular response to stress	Response to osmotic stress			K07640	cpxA; two-component system, OmpR family, sensor histidine kinase CpxA	2.7.13.3	1
21_Cellular response to stress	Cellular response to osmotic stress			K07642	baeS, smeS; two-component system, OmpR family, sensor histidine kinase BaeS	2.7.13.3	1
21_Cellular response to stress	Regulation of response to osmotic stress			K07642	baeS, smeS; two-component system, OmpR family, sensor histidine kinase BaeS	2.7.13.3	1
21_Cellular response to stress	Response to osmotic stress			K07642	baeS, smeS; two-component system, OmpR family, sensor histidine kinase BaeS	2.7.13.3	1
21_Cellular response to stress	Cellular response to osmotic stress			K07645	qseC; two-component system, OmpR family, sensor histidine kinase QseC	2.7.13.3	1
21_Cellular response to stress	Regulation of response to osmotic stress			K07645	qseC; two-component system, OmpR family, sensor histidine kinase QseC	2.7.13.3	1
21_Cellular response to stress	Response to osmotic stress			K07645	qseC; two-component system, OmpR family, sensor histidine kinase QseC	2.7.13.3	1
21_Cellular response to stress	Cellular response to osmotic stress			K07646	kdpD; two-component system, OmpR family, sensor histidine kinase KdpD	2.7.13.3	1
21_Cellular response to stress	Regulation of response to osmotic stress			K07646	kdpD; two-component system, OmpR family, sensor histidine kinase KdpD	2.7.13.3	1
21_Cellular response to stress	Response to osmotic stress			K07646	kdpD; two-component system, OmpR family, sensor histidine kinase KdpD	2.7.13.3	1
21_Cellular response to stress	Cellular response to osmotic stress			K07650	cssS; two-component system, OmpR family, sensor histidine kinase CssS	2.7.13.3	1
21_Cellular response to stress	Regulation of response to osmotic stress			K07650	cssS; two-component system, OmpR family, sensor histidine kinase CssS	2.7.13.3	1
21_Cellular response to stress	Response to osmotic stress			K07650	cssS; two-component system, OmpR family, sensor histidine kinase CssS	2.7.13.3	1
21_Cellular response to stress	Cellular response to osmotic stress			K07651	resE; two-component system, OmpR family, sensor histidine kinase ResE	2.7.13.3	1
21_Cellular response to stress	Regulation of response to osmotic stress			K07651	resE; two-component system, OmpR family, sensor histidine kinase ResE	2.7.13.3	1
21_Cellular response to stress	Response to osmotic stress			K07651	resE; two-component system, OmpR family, sensor histidine kinase ResE	2.7.13.3	1
21_Cellular response to stress	Cellular response to osmotic stress			K07652	vicK; two-component system, OmpR family, sensor histidine kinase VicK	2.7.13.3	1
21_Cellular response to stress	Regulation of response to osmotic stress			K07652	vicK; two-component system, OmpR family, sensor histidine kinase VicK	2.7.13.3	1
21_Cellular response to stress	Response to osmotic stress			K07652	vicK; two-component system, OmpR family, sensor histidine kinase VicK	2.7.13.3	1
21_Cellular response to stress	Cellular response to osmotic stress			K07677	rcsC; two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC	2.7.13.3	1
21_Cellular response to stress	Regulation of response to osmotic stress			K07677	rcsC; two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC	2.7.13.3	1
21_Cellular response to stress	Response to osmotic stress			K07677	rcsC; two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC	2.7.13.3	1
21_Cellular response to stress	Cellular response to osmotic stress			K07708	glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL	2.7.13.3	1
21_Cellular response to stress	Regulation of response to osmotic stress			K07708	glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL	2.7.13.3	1
21_Cellular response to stress	Response to osmotic stress			K07708	glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL	2.7.13.3	1
21_Cellular response to stress	Cellular response to osmotic stress			K07718	yesM; two-component system, sensor histidine kinase YesM	2.7.13.3	1
21_Cellular response to stress	Regulation of response to osmotic stress			K07718	yesM; two-component system, sensor histidine kinase YesM	2.7.13.3	1
21_Cellular response to stress	Response to osmotic stress			K07718	yesM; two-component system, sensor histidine kinase YesM	2.7.13.3	1
21_Cellular response to stress	Cellular response to osmotic stress			K07777	degS; two-component system, NarL family, sensor histidine kinase DegS	2.7.13.3	1
21_Cellular response to stress	Regulation of response to osmotic stress			K07777	degS; two-component system, NarL family, sensor histidine kinase DegS	2.7.13.3	1
21_Cellular response to stress	Response to osmotic stress			K07777	degS; two-component system, NarL family, sensor histidine kinase DegS	2.7.13.3	1
07_Nucleic acid metabolism	Purine metabolism			K07816	E2.7.6.5X; putative GTP pyrophosphokinase	2.7.6.5	1
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Sugar porter (sp) family [tc:2.A.1.1]	K08138	xylE; MFS transporter, SP family, xylose:H+ symportor		1
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-1 (12 spanner) (DhA1) family [tc:2.A.1.2]	K08151	tetA; MFS transporter, DHA1 family, tetracycline resistance protein		1
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-1 (12 spanner) (DhA1) family [tc:2.A.1.2]	K08152	lmrP; MFS transporter, DHA1 family, multidrug resistance protein B		1
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-1 (12 spanner) (DhA1) family [tc:2.A.1.2]	K08153	blt; MFS transporter, DHA1 family, multidrug resistance protein		1
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-1 (12 spanner) (DhA1) family [tc:2.A.1.2]	K08159	sotB; MFS transporter, DHA1 family, L-arabinose/isopropyl-beta-D-thiogalactopyranoside export protein		1
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-1 (12 spanner) (DhA1) family [tc:2.A.1.2]	K08161	mdtG; MFS transporter, DHA1 family, multidrug resistance protein		1
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-1 (12 spanner) (DhA1) family [tc:2.A.1.2]	K08162	mdtH; MFS transporter, DHA1 family, multidrug resistance protein		1
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-1 (12 spanner) (DhA1) family [tc:2.A.1.2]	K08163	mdtL; MFS transporter, DHA1 family, multidrug resistance protein		1
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-2 (14 spanner) (DhA2) family [tc:2.A.1.3]	K08166	mmr; MFS transporter, DHA2 family, methylenomycin A resistance protein		1
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-2 (14 spanner) (DhA2) family [tc:2.A.1.3]	K08167	smvA, qacA, lfrA; MFS transporter, DHA2 family, multidrug resistance protein		1
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Fucose:h+ symporter (Fhs) family [tc:2.A.1.7]	K08174	glcP; MFS transporter, FHS family, glucose/mannose:H+ symporter		1
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Oxalate:formate antiporter (oFA) family [tc:2.A.1.11]	K08177	oxlT; MFS transporter, OFA family, oxalate/formate antiporter		1
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Anion:cation symporter (Acs) family [tc:2.A.1.14]	K08191	exuT; MFS transporter, ACS family, hexuronate transporter		1
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-3 (12 spanner) (DhA3) [tc:2.A.1.21]	K08217	mef; MFS transporter, DHA3 family, macrolide efflux protein		1
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Putative aromatic compound/drug exporter (AcDE) family [tc:2.A.1.32]	K08221	yitG, ymfD, yfmO; MFS transporter, ACDE family, multidrug resistance protein		1
02_Homoacetogenesis	Reductive acetyl coenzyme A pathway			K08265	hdrE; heterodisulfide reductase subunit E	1.8.98.1	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K08265	hdrE; heterodisulfide reductase subunit E	1.8.98.1	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to aspartate and asparagine		K08281	pncA; nicotinamidase/pyrazinamidase	3.5.1.19 3.5.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K08281	pncA; nicotinamidase/pyrazinamidase	3.5.1.19 3.5.1.-	1
01_Fermentation	Bifidobacterium shunt			K08302	gatY-kbaY; tagatose 1,6-diphosphate aldolase GatY/KbaY	4.1.2.40	1
01_Fermentation	Heterolactic fermentation			K08302	gatY-kbaY; tagatose 1,6-diphosphate aldolase GatY/KbaY	4.1.2.40	1
20_Hydrolysis of polymers	Galactose			K08302	gatY-kbaY; tagatose 1,6-diphosphate aldolase GatY/KbaY	4.1.2.40	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K08314	fsaB, talC; fructose-6-phosphate aldolase 2	4.1.2.-	1
21_Cellular response to stress	Cellular response to stress			K08317	hcxA; hydroxycarboxylate dehydrogenase A	1.1.1.-	1
15_Methylotrophy	Methane oxidation to cO2			K08348	fdnG; formate dehydrogenase-N, alpha subunit	1.17.5.3	1
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Enzyme I	K08483	ptsI; phosphoenolpyruvate-protein phosphotransferase (PTS system enzyme I)	2.7.3.9	1
01_Fermentation	Homolactic fermentation			K08679	GAE, cap1J; UDP-glucuronate 4-epimerase	5.1.3.6	1
02_Homoacetogenesis	Glycolysis			K08679	GAE, cap1J; UDP-glucuronate 4-epimerase	5.1.3.6	1
20_Hydrolysis of polymers	Starch			K08679	GAE, cap1J; UDP-glucuronate 4-epimerase	5.1.3.6	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K08693	yfkN; 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase / 5'-nucleotidase	3.1.4.16 3.1.3.6 3.1.3.5	1
07_Nucleic acid metabolism	Purine metabolism			K08693	yfkN; 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase / 5'-nucleotidase	3.1.4.16 3.1.3.6 3.1.3.5	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K08722	yfbR; 5'-deoxynucleotidase	3.1.3.89	1
07_Nucleic acid metabolism	Purine metabolism			K08722	yfbR; 5'-deoxynucleotidase	3.1.3.89	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K08723	yjjG; 5'-nucleotidase	3.1.3.5	1
07_Nucleic acid metabolism	Purine metabolism			K08723	yjjG; 5'-nucleotidase	3.1.3.5	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K08963	mtnA; methylthioribose-1-phosphate isomerase	5.3.1.23	1
05_Fatty acid oxidation	Fatty acid beta-oxidation I			K08964	mtnB; methylthioribulose-1-phosphate dehydratase	4.2.1.109	1
05_Fatty acid oxidation	Fatty acid beta-oxidation II (core pathway)			K08964	mtnB; methylthioribulose-1-phosphate dehydratase	4.2.1.109	1
05_Fatty acid oxidation	Fatty acid beta-oxidation IV (unsaturated)			K08964	mtnB; methylthioribulose-1-phosphate dehydratase	4.2.1.109	1
05_Fatty acid oxidation	Fatty acid activation			K08964	mtnB; methylthioribulose-1-phosphate dehydratase	4.2.1.109	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K08964	mtnB; methylthioribulose-1-phosphate dehydratase	4.2.1.109	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K08965	mtnW; 2,3-diketo-5-methylthiopentyl-1-phosphate enolase	5.3.2.5	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K08965	mtnW; 2,3-diketo-5-methylthiopentyl-1-phosphate enolase	5.3.2.5	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K08966	mtnX; 2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase	3.1.3.87	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K08966	mtnX; 2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase	3.1.3.87	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K08967	mtnD, mtnZ, ADI1; 1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase	1.13.11.53 1.13.11.54	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K08967	mtnD, mtnZ, ADI1; 1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase	1.13.11.53 1.13.11.54	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K08968	msrC; L-methionine (R)-S-oxide reductase	1.8.4.14	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K08969	mtnE, mtnV; L-glutamine---4-(methylsulfanyl)-2-oxobutanoate aminotransferase	2.6.1.117	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K08969	mtnE, mtnV; L-glutamine---4-(methylsulfanyl)-2-oxobutanoate aminotransferase	2.6.1.117	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K08969	mtnE, mtnV; L-glutamine---4-(methylsulfanyl)-2-oxobutanoate aminotransferase	2.6.1.117	1
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Orphan ABC Atpase	K09013	sufC; Fe-S cluster assembly ATP-binding protein		1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K09471	puuB, ordL; gamma-glutamylputrescine oxidase	1.4.3.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K09667	OGT; protein O-GlcNAc transferase	2.4.1.255	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Mucin type O-glycan biosynthesis		K09667	OGT; protein O-GlcNAc transferase	2.4.1.255	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K09667	OGT; protein O-GlcNAc transferase	2.4.1.255	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K09667	OGT; protein O-GlcNAc transferase	2.4.1.255	1
20_Hydrolysis of polymers	Mannose			K09667	OGT; protein O-GlcNAc transferase	2.4.1.255	1
21_Cellular response to stress	Response to osmotic stress			K09667	OGT; protein O-GlcNAc transferase	2.4.1.255	1
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Teichoic acid transporter [mD:m00251]	K09692	tagG; teichoic acid transport system permease protein		1
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Teichoic acid transporter [mD:m00251]	K09693	tagH; teichoic acid transport system ATP-binding protein	7.5.2.4	1
02_Homoacetogenesis	Reductive acetyl coenzyme A pathway			K09761	rsmE; 16S rRNA (uracil1498-N3)-methyltransferase	2.1.1.193	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K09761	rsmE; 16S rRNA (uracil1498-N3)-methyltransferase	2.1.1.193	1
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Lipoprotein-releasing transporter [mD:m00255]	K09808	lolC_E; lipoprotein-releasing system permease protein		1
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Cell division transporter [mD:m00256]	K09811	ftsX; cell division transport system permease protein		1
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Cell division transporter [mD:m00256]	K09812	ftsE; cell division transport system ATP-binding protein		1
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Hemin transporter [mD:m00257]	K09813	hrtB; hemin transport system permease protein		1
12_Transporters	ABC transporters, prokaryotic type	 metallic cation, iron-siderophore and vitamin b12 transporters	Zinc transporter [mD:m00242]	K09815	znuA; zinc transport system substrate-binding protein		1
12_Transporters	ABC transporters, prokaryotic type	 metallic cation, iron-siderophore and vitamin b12 transporters	Zinc transporter [mD:m00242]	K09816	znuB; zinc transport system permease protein		1
12_Transporters	ABC transporters, prokaryotic type	 metallic cation, iron-siderophore and vitamin b12 transporters	Zinc transporter [mD:m00242]	K09817	znuC; zinc transport system ATP-binding protein	7.2.2.20	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K09903	pyrH; uridylate kinase	2.7.4.22	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K09994	phnO; (aminoalkyl)phosphonate N-acetyltransferase	2.3.1.280	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K09994	phnO; (aminoalkyl)phosphonate N-acetyltransferase	2.3.1.280	1
12_Transporters	ABC transporters, prokaryotic type	Phosphate and amino acid transporters	Glutamate/aspartate transporter [mD:m00230]	K10002	gltK, aatM; glutamate/aspartate transport system permease protein		1
12_Transporters	ABC transporters, prokaryotic type	Phosphate and amino acid transporters	Glutamate/aspartate transporter [mD:m00230]	K10003	gltJ, aatQ; glutamate/aspartate transport system permease protein		1
12_Transporters	ABC transporters, prokaryotic type	Phosphate and amino acid transporters	Cystine transporter [mD:m00234]	K10009	tcyB, yecS; L-cystine transport system permease protein		1
12_Transporters	ABC transporters, prokaryotic type	Oligosaccharide and polyol transporters	Maltose/maltodextrin transporter [mD:m00194]	K10112	msmX, msmK, malK, sugC, ggtA, msiK; multiple sugar transport system ATP-binding protein	7.5.2.-	1
12_Transporters	ABC transporters, prokaryotic type	Oligosaccharide and polyol transporters	Multiple sugar transporter [mD:m00196]	K10112	msmX, msmK, malK, sugC, ggtA, msiK; multiple sugar transport system ATP-binding protein	7.5.2.-	1
12_Transporters	ABC transporters, prokaryotic type	Oligosaccharide and polyol transporters	Putative sugar transporter [mD:m00197]	K10112	msmX, msmK, malK, sugC, ggtA, msiK; multiple sugar transport system ATP-binding protein	7.5.2.-	1
12_Transporters	ABC transporters, prokaryotic type	Oligosaccharide and polyol transporters	Multiple sugar transporter [mD:m00196]	K10117	msmE; raffinose/stachyose/melibiose transport system substrate-binding protein		1
12_Transporters	ABC transporters, prokaryotic type	Oligosaccharide and polyol transporters	Multiple sugar transporter [mD:m00196]	K10118	msmF; raffinose/stachyose/melibiose transport system permease protein		1
12_Transporters	ABC transporters, prokaryotic type	Oligosaccharide and polyol transporters	Multiple sugar transporter [mD:m00196]	K10119	msmG; raffinose/stachyose/melibiose transport system permease protein		1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K10208	crtM; 4,4'-diapophytoene synthase	2.5.1.96	1
21_Cellular response to stress	Response to nitrosative stress			K10208	crtM; 4,4'-diapophytoene synthase	2.5.1.96	1
09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K10231	kojP; kojibiose phosphorylase	2.4.1.230	1
12_Transporters	ABC transporters, prokaryotic type	Oligosaccharide and polyol transporters	Cellobiose transporter [mD:m00206]	K10240	cebE; cellobiose transport system substrate-binding protein		1
12_Transporters	ABC transporters, prokaryotic type	Oligosaccharide and polyol transporters	Cellobiose transporter [mD:m00206]	K10241	cebF; cellobiose transport system permease protein		1
12_Transporters	ABC transporters, prokaryotic type	Oligosaccharide and polyol transporters	Cellobiose transporter [mD:m00206]	K10242	cebG; cellobiose transport system permease protein		1
12_Transporters	ABC transporters, prokaryotic type	Monosaccharide transporters	Ribose transporter [mD:m00212]	K10439	rbsB; ribose transport system substrate-binding protein		1
12_Transporters	ABC transporters, prokaryotic type	Monosaccharide transporters	Ribose transporter [mD:m00212]	K10440	rbsC; ribose transport system permease protein		1
12_Transporters	ABC transporters, prokaryotic type	Monosaccharide transporters	Ribose transporter [mD:m00212]	K10441	rbsA; ribose transport system ATP-binding protein	7.5.2.7	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K10563	mutM, fpg; formamidopyrimidine-DNA glycosylase	3.2.2.23 4.2.99.18	1
21_Cellular response to stress	Cellular response to oxidative stress			K10563	mutM, fpg; formamidopyrimidine-DNA glycosylase	3.2.2.23 4.2.99.18	1
21_Cellular response to stress	Cellular response to stress			K10563	mutM, fpg; formamidopyrimidine-DNA glycosylase	3.2.2.23 4.2.99.18	1
21_Cellular response to stress	Response to oxidative stress			K10563	mutM, fpg; formamidopyrimidine-DNA glycosylase	3.2.2.23 4.2.99.18	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K10773	NTH; endonuclease III	4.2.99.18	1
21_Cellular response to stress	Cellular response to stress			K10773	NTH; endonuclease III	4.2.99.18	1
21_Cellular response to stress	Response to oxidative stress			K10773	NTH; endonuclease III	4.2.99.18	1
21_Cellular response to stress	Cellular response to osmotic stress			K10804	tesA; acyl-CoA thioesterase I	3.1.2.- 3.1.2.2 3.1.1.2 3.1.1.5	1
21_Cellular response to stress	Response to osmotic stress			K10804	tesA; acyl-CoA thioesterase I	3.1.2.- 3.1.2.2 3.1.1.2 3.1.1.5	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K10907	K10907; aminotransferase	2.6.1.-	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K10907	K10907; aminotransferase	2.6.1.-	1
21_Cellular response to stress	Cellular response to stress			K11065	tpx; thioredoxin-dependent peroxiredoxin	1.11.1.24	1
21_Cellular response to stress	Response to nitrosative stress			K11065	tpx; thioredoxin-dependent peroxiredoxin	1.11.1.24	1
08_Hydrocarbon degradation	Other aromatics degradation			K11066	E3.5.1.28D, amiD; N-acetylmuramoyl-L-alanine amidase	3.5.1.28	1
12_Transporters	ABC transporters, prokaryotic type	Mineral and organic ion transporters	Spermidine/putrescine transporter [mD:m00299]	K11069	potD; spermidine/putrescine transport system substrate-binding protein		1
12_Transporters	ABC transporters, prokaryotic type	Mineral and organic ion transporters	Spermidine/putrescine transporter [mD:m00299]	K11070	potC; spermidine/putrescine transport system permease protein		1
12_Transporters	ABC transporters, prokaryotic type	Mineral and organic ion transporters	Spermidine/putrescine transporter [mD:m00299]	K11071	potB; spermidine/putrescine transport system permease protein		1
12_Transporters	ABC transporters, prokaryotic type	Mineral and organic ion transporters	Spermidine/putrescine transporter [mD:m00299]	K11072	potA; spermidine/putrescine transport system ATP-binding protein	7.6.2.11	1
12_Transporters	ABC transporters, prokaryotic type	Mineral and organic ion transporters	2-Aminoethylphosphonate transporter [mD:m00302]	K11081	phnS; 2-aminoethylphosphonate transport system substrate-binding protein		1
12_Transporters	ABC transporters, prokaryotic type	Mineral and organic ion transporters	2-Aminoethylphosphonate transporter [mD:m00302]	K11082	phnV; 2-aminoethylphosphonate transport system permease protein		1
