L1	L2	L3	L4	ID	Function	EC	Gene
21_Cellular response to stress	Cellular response to osmotic stress			K11273	chromosome transmission fidelity protein 1	3.6.4.13	DDX11, CHL1, CTF1
21_Cellular response to stress	Cellular response to osmotic stress			K11594	ATP-dependent RNA helicase DDX3X	3.6.4.13	DDX3X, bel
21_Cellular response to stress	Cellular response to osmotic stress			K11701	helicase required for RNAi-mediated heterochromatin assembly 1	3.6.4.13	HRR1
21_Cellular response to stress	Cellular response to osmotic stress			K11927	ATP-dependent RNA helicase RhlE	3.6.4.13	rhlE
21_Cellular response to stress	Cellular response to osmotic stress			K12598	ATP-dependent RNA helicase DOB1	3.6.4.13	MTR4, SKIV2L2
21_Cellular response to stress	Cellular response to osmotic stress			K12614	ATP-dependent RNA helicase DDX6/DHH1	3.6.4.13	DDX6, RCK, DHH1
21_Cellular response to stress	Cellular response to osmotic stress			K12647	interferon-induced helicase C domain-containing protein 1	3.6.4.13	IFIH1, MDA5
21_Cellular response to stress	Cellular response to osmotic stress			K12811	ATP-dependent RNA helicase DDX46/PRP5	3.6.4.13	DDX46, PRP5
21_Cellular response to stress	Cellular response to osmotic stress			K12812	ATP-dependent RNA helicase UAP56/SUB2	3.6.4.13	DDX39B, UAP56, SUB2
21_Cellular response to stress	Cellular response to osmotic stress			K12813	pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	3.6.4.13	DHX16
21_Cellular response to stress	Cellular response to osmotic stress			K12814	pre-mRNA-splicing factor ATP-dependent RNA helicase-like protein PRP2	3.6.4.13	PRP2
21_Cellular response to stress	Cellular response to osmotic stress			K12815	pre-mRNA-splicing factor ATP-dependent RNA helicase DHX38/PRP16	3.6.4.13	DHX38, PRP16
21_Cellular response to stress	Cellular response to osmotic stress			K12818	ATP-dependent RNA helicase DHX8/PRP22	3.6.4.13	DHX8, PRP22
21_Cellular response to stress	Cellular response to osmotic stress			K12820	pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15/PRP43	3.6.4.13	DHX15, PRP43
21_Cellular response to stress	Cellular response to osmotic stress			K12823	ATP-dependent RNA helicase DDX5/DBP2	3.6.4.13	DDX5, DBP2
21_Cellular response to stress	Cellular response to osmotic stress			K12835	ATP-dependent RNA helicase DDX42	3.6.4.13	DDX42, SF3B125
21_Cellular response to stress	Cellular response to osmotic stress			K12854	pre-mRNA-splicing helicase BRR2	3.6.4.13	SNRNP200, BRR2
21_Cellular response to stress	Cellular response to osmotic stress			K12858	ATP-dependent RNA helicase DDX23/PRP28	3.6.4.13	DDX23, PRP28
21_Cellular response to stress	Cellular response to osmotic stress			K13025	ATP-dependent RNA helicase	3.6.4.13	EIF4A3, FAL1
21_Cellular response to stress	Cellular response to osmotic stress			K13116	ATP-dependent RNA helicase DDX41	3.6.4.13	DDX41, ABS
21_Cellular response to stress	Cellular response to osmotic stress			K13117	ATP-dependent RNA helicase DDX35	3.6.4.13	DHX35
21_Cellular response to stress	Cellular response to osmotic stress			K13131	ATP-dependent RNA helicase DDX20	3.6.4.13	DDX20, GEMIN3
21_Cellular response to stress	Cellular response to osmotic stress			K13177	ATP-dependent RNA helicase DDX1	3.6.4.13	DDX1
21_Cellular response to stress	Cellular response to osmotic stress			K13178	ATP-dependent RNA helicase DDX17	3.6.4.13	DDX17
21_Cellular response to stress	Cellular response to osmotic stress			K13179	ATP-dependent RNA helicase DDX18/HAS1	3.6.4.13	DDX18, HAS1
21_Cellular response to stress	Cellular response to osmotic stress			K13181	ATP-dependent RNA helicase DDX27	3.6.4.13	DDX27, DRS1
21_Cellular response to stress	Cellular response to osmotic stress			K13182	ATP-dependent RNA helicase DDX39	3.6.4.13	DDX39
21_Cellular response to stress	Cellular response to osmotic stress			K13183	ATP-dependent RNA helicase DDX50	3.6.4.13	DDX50
21_Cellular response to stress	Cellular response to osmotic stress			K13184	ATP-dependent RNA helicase A	3.6.4.13	DHX9
21_Cellular response to stress	Cellular response to osmotic stress			K13185	ATP-dependent RNA helicase DHX30	3.6.4.13	DHX30
21_Cellular response to stress	Cellular response to osmotic stress			K13982	probable ATP-dependent RNA helicase DDX4	3.6.4.13	DDX4, VASA
21_Cellular response to stress	Cellular response to osmotic stress			K13983	putative helicase MOV10L1	3.6.4.13	MOV10L1
21_Cellular response to stress	Cellular response to osmotic stress			K14442	ATP-dependent RNA helicase DHX36	3.6.4.13	DHX36, RHAU
21_Cellular response to stress	Cellular response to osmotic stress			K06023	HPr kinase/phosphorylase	2.7.11.- 2.7.4.-	hprK, ptsK
21_Cellular response to stress	Cellular response to osmotic stress			K06668	serine/threonine-protein kinase GIN4	2.7.11.-	GIN4
21_Cellular response to stress	Cellular response to osmotic stress			K06684	cell cycle protein kinase DBF2	2.7.11.-	DBF2
21_Cellular response to stress	Cellular response to osmotic stress			K06686	cell cycle protein kinase DBF20	2.7.11.-	DBF20
21_Cellular response to stress	Cellular response to osmotic stress			K08286	protein-serine/threonine kinase	2.7.11.-	E2.7.11.-
21_Cellular response to stress	Cellular response to osmotic stress			K08810	triple functional domain protein	2.7.11.1	TRIO
21_Cellular response to stress	Cellular response to osmotic stress			K08812	CaM kinase-like vesicle-associated	2.7.11.-	CAMKV
21_Cellular response to stress	Cellular response to osmotic stress			K08813	serine/threonine kinase 33	2.7.11.1	STK33
21_Cellular response to stress	Cellular response to osmotic stress			K08814	tribbles homolog 1/2		TRIB1_2
21_Cellular response to stress	Cellular response to osmotic stress			K11228	mitogen-activated protein kinase kinase kinase	2.7.11.25	STE11
21_Cellular response to stress	Cellular response to osmotic stress			K11916	serine/threonine-protein kinase Stk1	2.7.11.-	stk1
21_Cellular response to stress	Cellular response to osmotic stress			K06130	lysophospholipase II	3.1.1.5	LYPLA2
21_Cellular response to stress	Cellular response to osmotic stress			K10804	acyl-CoA thioesterase I	3.1.2.- 3.1.2.2 3.1.1.2 3.1.1.5	tesA
21_Cellular response to stress	Cellular response to osmotic stress			K13278	60kDa lysophospholipase	3.1.1.5 3.1.1.47 3.5.1.1	ASPG
21_Cellular response to stress	Cellular response to osmotic stress			K13333	lysophospholipase	3.1.1.5	PLB
21_Cellular response to stress	Cellular response to osmotic stress			K13334	eosinophil lysophospholipase (galectin-10)	3.1.1.5	CLC
21_Cellular response to stress	Cellular response to osmotic stress			K14621	phospholipase B1, membrane-associated	3.1.1.4 3.1.1.5	PLB1, PLB
21_Cellular response to stress	Cellular response to osmotic stress			K01048	lysophospholipase	3.1.1.5	pldB
21_Cellular response to stress	Cellular response to osmotic stress			K07638	two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ	2.7.13.3	envZ
21_Cellular response to stress	Cellular response to osmotic stress			K07639	two-component system, OmpR family, sensor histidine kinase RstB	2.7.13.3	rstB
21_Cellular response to stress	Cellular response to osmotic stress			K07640	two-component system, OmpR family, sensor histidine kinase CpxA	2.7.13.3	cpxA
21_Cellular response to stress	Cellular response to osmotic stress			K07641	two-component system, OmpR family, sensor histidine kinase CreC	2.7.13.3	creC
21_Cellular response to stress	Cellular response to osmotic stress			K07642	two-component system, OmpR family, sensor histidine kinase BaeS	2.7.13.3	baeS, smeS
21_Cellular response to stress	Cellular response to osmotic stress			K07643	two-component system, OmpR family, sensor histidine kinase BasS	2.7.13.3	basS
21_Cellular response to stress	Cellular response to osmotic stress			K07644	two-component system, OmpR family, heavy metal sensor histidine kinase CusS	2.7.13.3	cusS, copS, silS
21_Cellular response to stress	Cellular response to osmotic stress			K07645	two-component system, OmpR family, sensor histidine kinase QseC	2.7.13.3	qseC
21_Cellular response to stress	Cellular response to osmotic stress			K07646	two-component system, OmpR family, sensor histidine kinase KdpD	2.7.13.3	kdpD
21_Cellular response to stress	Cellular response to osmotic stress			K07647	two-component system, OmpR family, sensor histidine kinase TorS	2.7.13.3	torS
21_Cellular response to stress	Cellular response to osmotic stress			K07648	two-component system, OmpR family, aerobic respiration control sensor histidine kinase ArcB	2.7.13.3	arcB
21_Cellular response to stress	Cellular response to osmotic stress			K07649	two-component system, OmpR family, sensor histidine kinase TctE	2.7.13.3	tctE
21_Cellular response to stress	Cellular response to osmotic stress			K07650	two-component system, OmpR family, sensor histidine kinase CssS	2.7.13.3	cssS
21_Cellular response to stress	Cellular response to osmotic stress			K07651	two-component system, OmpR family, sensor histidine kinase ResE	2.7.13.3	resE
21_Cellular response to stress	Cellular response to osmotic stress			K07652	two-component system, OmpR family, sensor histidine kinase VicK	2.7.13.3	vicK
21_Cellular response to stress	Cellular response to osmotic stress			K07653	two-component system, OmpR family, sensor histidine kinase MprB	2.7.13.3	mprB
21_Cellular response to stress	Cellular response to osmotic stress			K07654	two-component system, OmpR family, sensor histidine kinase MtrB	2.7.13.3	mtrB
21_Cellular response to stress	Cellular response to osmotic stress			K07655	two-component system, OmpR family, sensor histidine kinase PrrB	2.7.13.3	prrB
21_Cellular response to stress	Cellular response to osmotic stress			K07656	two-component system, OmpR family, sensor histidine kinase TrcS	2.7.13.3	trcS
21_Cellular response to stress	Cellular response to osmotic stress			K07673	two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX	2.7.13.3	narX
21_Cellular response to stress	Cellular response to osmotic stress			K07674	two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ	2.7.13.3	narQ
21_Cellular response to stress	Cellular response to osmotic stress			K07675	two-component system, NarL family, sensor histidine kinase UhpB	2.7.13.3	uhpB
21_Cellular response to stress	Cellular response to osmotic stress			K07676	two-component system, NarL family, sensor histidine kinase RcsD	2.7.13.3	rcsD
21_Cellular response to stress	Cellular response to osmotic stress			K07677	two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC	2.7.13.3	rcsC
21_Cellular response to stress	Cellular response to osmotic stress			K07678	two-component system, NarL family, sensor histidine kinase BarA	2.7.13.3	barA, gacS, varS
21_Cellular response to stress	Cellular response to osmotic stress			K07679	two-component system, NarL family, sensor histidine kinase EvgS	2.7.13.3	evgS, bvgS
21_Cellular response to stress	Cellular response to osmotic stress			K07680	two-component system, NarL family, sensor histidine kinase ComP	2.7.13.3	comP
21_Cellular response to stress	Cellular response to osmotic stress			K07681	two-component system, NarL family, vancomycin resistance sensor histidine kinase VraS	2.7.13.3	vraS
21_Cellular response to stress	Cellular response to osmotic stress			K07682	two-component system, NarL family, sensor histidine kinase DevS	2.7.13.3	devS
21_Cellular response to stress	Cellular response to osmotic stress			K07683	two-component system, NarL family, sensor histidine kinase NreB	2.7.13.3	nreB
21_Cellular response to stress	Cellular response to osmotic stress			K07697	two-component system, sporulation sensor kinase B	2.7.13.3	kinB
21_Cellular response to stress	Cellular response to osmotic stress			K07698	two-component system, sporulation sensor kinase C	2.7.13.3	kinC
21_Cellular response to stress	Cellular response to osmotic stress			K07700	two-component system, CitB family, cit operon sensor histidine kinase CitA	2.7.13.3	dpiB, citA
21_Cellular response to stress	Cellular response to osmotic stress			K07701	two-component system, CitB family, sensor histidine kinase DcuS	2.7.13.3	dcuS
21_Cellular response to stress	Cellular response to osmotic stress			K07704	two-component system, LytTR family, sensor histidine kinase LytS	2.7.13.3	lytS
21_Cellular response to stress	Cellular response to osmotic stress			K07708	two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL	2.7.13.3	glnL, ntrB
21_Cellular response to stress	Cellular response to osmotic stress			K07709	two-component system, NtrC family, sensor histidine kinase HydH	2.7.13.3	zraS, hydH
21_Cellular response to stress	Cellular response to osmotic stress			K07710	two-component system, NtrC family, sensor histidine kinase AtoS	2.7.13.3	atoS
21_Cellular response to stress	Cellular response to osmotic stress			K07711	two-component system, NtrC family, sensor histidine kinase GlrK	2.7.13.3	glrK, qseE
21_Cellular response to stress	Cellular response to osmotic stress			K07716	two-component system, cell cycle sensor histidine kinase PleC	2.7.13.3	pleC
21_Cellular response to stress	Cellular response to osmotic stress			K07717	two-component system, sensor histidine kinase YcbA	2.7.13.3	ycbA, glnK
21_Cellular response to stress	Cellular response to osmotic stress			K07718	two-component system, sensor histidine kinase YesM	2.7.13.3	yesM
21_Cellular response to stress	Cellular response to osmotic stress			K07768	two-component system, OmpR family, sensor histidine kinase SenX3	2.7.13.3	senX3
21_Cellular response to stress	Cellular response to osmotic stress			K07769	two-component system, OmpR family, sensor histidine kinase NblS	2.7.13.3	nblS
21_Cellular response to stress	Cellular response to osmotic stress			K07777	two-component system, NarL family, sensor histidine kinase DegS	2.7.13.3	degS
21_Cellular response to stress	Cellular response to osmotic stress			K07778	two-component system, NarL family, sensor histidine kinase DesK	2.7.13.3	desK
21_Cellular response to stress	Cellular response to osmotic stress			K08082	two-component system, LytTR family, sensor histidine kinase AlgZ	2.7.13.3	algZ
21_Cellular response to stress	Cellular response to osmotic stress			K08475	two-component system, NtrC family, phosphoglycerate transport system sensor histidine kinase PgtB	2.7.13.3	pgtB
21_Cellular response to stress	Cellular response to osmotic stress			K08479	two-component system, OmpR family, clock-associated histidine kinase SasA	2.7.13.3	sasA
21_Cellular response to stress	Cellular response to osmotic stress			K10125	two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB	2.7.13.3	dctB
21_Cellular response to stress	Cellular response to osmotic stress			K10681	two-component system, OmpR family, sensor histidine kinase SaeS	2.7.13.3	saeS
21_Cellular response to stress	Cellular response to osmotic stress			K10715	two-component system, sensor histidine kinase RpfC	2.7.13.3	rpfC
21_Cellular response to stress	Cellular response to osmotic stress			K10909	two-component system, autoinducer 2 sensor kinase/phosphatase LuxQ	2.7.13.3 3.1.3.-	luxQ
21_Cellular response to stress	Cellular response to osmotic stress			K10916	two-component system, CAI-1 autoinducer sensor kinase/phosphatase CqsS	2.7.13.3 3.1.3.-	cqsS
21_Cellular response to stress	Cellular response to osmotic stress			K10942	two-component system, sensor histidine kinase FlrB	2.7.13.3	flrB, fleS, flaL
21_Cellular response to stress	Cellular response to osmotic stress			K11231	osomolarity two-component system, sensor histidine kinase SLN1	2.7.13.3	SLN1
21_Cellular response to stress	Cellular response to osmotic stress			K11328	two-component system, OmpR family, Ni(II)-sensor and/or redox sensor kinase NrsS	2.7.13.3	nrsS, rppB
21_Cellular response to stress	Cellular response to osmotic stress			K11354	two-component system, chemotaxis family, sensor kinase Cph1	2.7.13.3	cph1
21_Cellular response to stress	Cellular response to osmotic stress			K11356	two-component system, sensor histidine kinase and response regulator	2.7.13.3	cikA
21_Cellular response to stress	Cellular response to osmotic stress			K11357	two-component system, cell cycle sensor histidine kinase DivJ	2.7.13.3	divJ
21_Cellular response to stress	Cellular response to osmotic stress			K11383	two-component system, NtrC family, sensor histidine kinase KinB	2.7.13.3	kinB
21_Cellular response to stress	Cellular response to osmotic stress			K11520	two-component system, OmpR family, manganese sensing sensor histidine kinase	2.7.13.3	manS
21_Cellular response to stress	Cellular response to osmotic stress			K11527	two-component system, sensor histidine kinase and response regulator	2.7.13.3	K11527
21_Cellular response to stress	Cellular response to osmotic stress			K11614	two-component system, CitB family, sensor histidine kinase MalK	2.7.13.3	yufL, malK
21_Cellular response to stress	Cellular response to osmotic stress			K11617	two-component system, NarL family, sensor histidine kinase LiaS	2.7.13.3	liaS
21_Cellular response to stress	Cellular response to osmotic stress			K11623	two-component system, NarL family, sensor histidine kinase YdfH	2.7.13.3	ydfH
21_Cellular response to stress	Cellular response to osmotic stress			K11629	two-component system, OmpR family, bacitracin resistance sensor histidine kinase BceS	2.7.13.3	bceS
21_Cellular response to stress	Cellular response to osmotic stress			K11633	two-component system, OmpR family, sensor histidine kinase YxdK	2.7.13.3	yxdK
21_Cellular response to stress	Cellular response to osmotic stress			K11637	two-component system, CitB family, sensor histidine kinase CitS	2.7.13.3	citS
21_Cellular response to stress	Cellular response to osmotic stress			K11640	two-component system, LytTR family, sensor histidine kinase NatK	2.7.13.3	natK
21_Cellular response to stress	Cellular response to osmotic stress			K11691	two-component system, CitB family, sensor histidine kinase DctS	2.7.13.3	K11691, dctS
21_Cellular response to stress	Cellular response to osmotic stress			K11711	two-component system, LuxR family, sensor histidine kinase DctS	2.7.13.3	dctS
21_Cellular response to stress	Cellular response to osmotic stress			K13040	two-component system, LuxR family, sensor histidine kinase TtrS	2.7.13.3	ttrS
21_Cellular response to stress	Cellular response to osmotic stress			K13532	two-component system, sporulation sensor kinase D	2.7.13.3	kinD
21_Cellular response to stress	Cellular response to osmotic stress			K13533	two-component system, sporulation sensor kinase E	2.7.13.3	kinE
21_Cellular response to stress	Cellular response to osmotic stress			K13587	two-component system, cell cycle sensor histidine kinase and response regulator CckA	2.7.13.3	cckA
21_Cellular response to stress	Cellular response to osmotic stress			K13598	two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY	2.7.13.3	ntrY
21_Cellular response to stress	Cellular response to osmotic stress			K14489	arabidopsis histidine kinase 2/3/4 (cytokinin receptor)	2.7.13.3	AHK2_3_4
21_Cellular response to stress	Cellular response to osmotic stress			K02476	two-component system, CitB family, sensor kinase	2.7.13.3	K02476
21_Cellular response to stress	Cellular response to osmotic stress			K02478	two-component system, LytTR family, sensor kinase	2.7.13.3	K02478
21_Cellular response to stress	Cellular response to osmotic stress			K02480	two-component system, NarL family, sensor kinase	2.7.13.3	K02480
21_Cellular response to stress	Cellular response to osmotic stress			K02482	two-component system, NtrC family, sensor kinase	2.7.13.3	flgS
21_Cellular response to stress	Cellular response to osmotic stress			K02484	two-component system, OmpR family, sensor kinase	2.7.13.3	K02484
21_Cellular response to stress	Cellular response to osmotic stress			K02486	two-component system, sensor kinase	2.7.13.3	K02486
21_Cellular response to stress	Cellular response to osmotic stress			K02489	two-component system, glycerol uptake and utilization sensor kinase	2.7.13.3	hk1
21_Cellular response to stress	Cellular response to osmotic stress			K02491	two-component system, sporulation sensor kinase A	2.7.13.3	kinA
21_Cellular response to stress	Cellular response to osmotic stress			K02668	two-component system, NtrC family, sensor histidine kinase PilS	2.7.13.3	pilS, pehS
21_Cellular response to stress	Cellular response to osmotic stress			K03407	two-component system, chemotaxis family, sensor kinase CheA	2.7.13.3	cheA
21_Cellular response to stress	Cellular response to osmotic stress			K02515	serine/threonine-protein kinase HSL1, negative regulator of Swe1 kinase	2.7.11.-	HSL1
21_Cellular response to stress	Cellular response to osmotic stress			K06128	lysophospholipase I	3.1.1.5	LYPLA1
21_Cellular response to stress	Cellular response to osmotic stress			K07636	two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR	2.7.13.3	phoR
21_Cellular response to stress	Cellular response to oxidative stress			K10563	formamidopyrimidine-DNA glycosylase	3.2.2.23 4.2.99.18	mutM, fpg
21_Cellular response to stress	Cellular response to oxidative stress			K01248			
21_Cellular response to stress	Cellular response to oxidative stress			K00956	sulfate adenylyltransferase subunit 1	2.7.7.4	cysN
21_Cellular response to stress	Cellular response to oxidative stress			K01249			
21_Cellular response to stress	Cellular response to oxidative stress			K00957	sulfate adenylyltransferase subunit 2	2.7.7.4	cysD
21_Cellular response to stress	Cellular response to oxidative stress			K03575	A/G-specific adenine glycosylase	3.2.2.31	mutY
21_Cellular response to stress	Cellular response to oxidative stress			K00958	sulfate adenylyltransferase	2.7.7.4	sat, met3
21_Cellular response to stress	Cellular response to oxidative stress			K03648	uracil-DNA glycosylase	3.2.2.27	UNG, UDG
21_Cellular response to stress	Cellular response to oxidative stress			K00860	adenylylsulfate kinase	2.7.1.25	cysC
21_Cellular response to stress	Cellular response to oxidative stress			K00985			
21_Cellular response to stress	Cellular response to oxidative stress			K03649	double-stranded uracil-DNA glycosylase	3.2.2.28	mug
21_Cellular response to stress	Cellular response to oxidative stress			K13811	3'-phosphoadenosine 5'-phosphosulfate synthase	2.7.7.4 2.7.1.25	PAPSS
21_Cellular response to stress	Cellular response to oxidative stress			K03653	N-glycosylase/DNA lyase	3.2.2.- 4.2.99.18	K03653
21_Cellular response to stress	Cellular response to oxidative stress			K03660	N-glycosylase/DNA lyase	3.2.2.- 4.2.99.18	OGG1
21_Cellular response to stress	Cellular response to oxidative stress			K05522	endonuclease VIII	3.2.2.- 4.2.99.18	nei
21_Cellular response to stress	Cellular response to oxidative stress			K10567	endonuclease VIII-like 1	3.2.2.- 4.2.99.18	NEIL1
21_Cellular response to stress	Cellular response to oxidative stress			K10568	endonuclease VIII-like 2	3.2.2.- 4.2.99.18	NEIL2
21_Cellular response to stress	Cellular response to oxidative stress			K10800	single-strand selective monofunctional uracil DNA glycosylase	3.2.2.-	SMUG1
21_Cellular response to stress	Cellular response to oxidative stress			K10801	methyl-CpG-binding domain protein 4	3.2.2.-	MBD4
21_Cellular response to stress	Cellular response to oxidative stress			K00955	bifunctional enzyme CysN/CysC	2.7.7.4 2.7.1.25	cysNC
21_Cellular response to stress	Cellular response to oxidative stress			K10861	uracil-DNA glycosylase 2	3.2.2.-	UDG2, CCNO
21_Cellular response to stress	Cellular response to stress			K05919	superoxide reductase	1.15.1.2	dfx
21_Cellular response to stress	Cellular response to stress			K01741	DNA-(apurinic or apyrimidinic site) lyase	4.2.99.18	
21_Cellular response to stress	Cellular response to stress			K03424	TatD DNase family protein	3.1.21.-	tatD
21_Cellular response to stress	Cellular response to stress			K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.79 1.2.1.20	gabD
21_Cellular response to stress	Cellular response to stress			K00432	glutathione peroxidase	1.11.1.9	gpx, btuE, bsaA
21_Cellular response to stress	Cellular response to stress			K00939	adenylate kinase	2.7.4.3	adk, AK
21_Cellular response to stress	Cellular response to stress			K00384	thioredoxin reductase (NADPH)	1.8.1.9	trxB, TRR
21_Cellular response to stress	Cellular response to stress			K00011	aldehyde reductase	1.1.1.21	AKR1B
21_Cellular response to stress	Cellular response to stress			K00033	6-phosphogluconate dehydrogenase	1.1.1.44 1.1.1.343	PGD, gnd, gntZ
21_Cellular response to stress	Cellular response to stress			K03386	peroxiredoxin 2/4	1.11.1.24	PRDX2_4, ahpC
21_Cellular response to stress	Cellular response to stress			K00326	cytochrome-b5 reductase	1.6.2.2	
21_Cellular response to stress	Cellular response to stress			K12260	sulfiredoxin	1.8.98.2	SRX1
21_Cellular response to stress	Cellular response to stress			K00107	D-arabinono-1,4-lactone oxidase	1.1.3.37	ALO
21_Cellular response to stress	Cellular response to stress			K01248			
21_Cellular response to stress	Cellular response to stress			K00956	sulfate adenylyltransferase subunit 1	2.7.7.4	cysN
21_Cellular response to stress	Cellular response to stress			K00957	sulfate adenylyltransferase subunit 2	2.7.7.4	cysD
21_Cellular response to stress	Cellular response to stress			K03653	N-glycosylase/DNA lyase	3.2.2.- 4.2.99.18	K03653
21_Cellular response to stress	Cellular response to stress			K07451	5-methylcytosine-specific restriction enzyme A	3.1.21.-	mcrA
21_Cellular response to stress	Cellular response to stress			K00958	sulfate adenylyltransferase	2.7.7.4	sat, met3
21_Cellular response to stress	Cellular response to stress			K14535	transcription initiation factor TFIID subunit 9		TAF9
21_Cellular response to stress	Cellular response to stress			K00985			
21_Cellular response to stress	Cellular response to stress			K00860	adenylylsulfate kinase	2.7.1.25	cysC
21_Cellular response to stress	Cellular response to stress			K03564	thioredoxin-dependent peroxiredoxin	1.11.1.24	BCP, PRXQ, DOT5
21_Cellular response to stress	Cellular response to stress			K13811	3'-phosphoadenosine 5'-phosphosulfate synthase	2.7.7.4 2.7.1.25	PAPSS
21_Cellular response to stress	Cellular response to stress			K00955	bifunctional enzyme CysN/CysC	2.7.7.4 2.7.1.25	cysNC
21_Cellular response to stress	Cellular response to stress			K10772	AP endonuclease 2	4.2.99.18	APEX2
21_Cellular response to stress	Cellular response to stress			K10773	endonuclease III	4.2.99.18	NTH
21_Cellular response to stress	Cellular response to stress			K03781	catalase	1.11.1.6	katE, CAT, catB, srpA
21_Cellular response to stress	Cellular response to stress			K04097	prostaglandin-H2 D-isomerase / glutathione transferase	5.3.99.2 2.5.1.18	HPGDS
21_Cellular response to stress	Cellular response to stress			K13278	60kDa lysophospholipase	3.1.1.5 3.1.1.47 3.5.1.1	ASPG
21_Cellular response to stress	Cellular response to stress			K04440	mitogen-activated protein kinase 8/9/10 (c-Jun N-terminal kinase)	2.7.11.24	JNK
21_Cellular response to stress	Cellular response to stress			K04565	superoxide dismutase, Cu-Zn family	1.15.1.1	SOD1
21_Cellular response to stress	Cellular response to stress			K09580	protein disulfide-isomerase A1	5.3.4.1	PDIA1, P4HB
21_Cellular response to stress	Cellular response to stress			K08318	4-hydroxybutyrate dehydrogenase / sulfolactaldehyde 3-reductase	1.1.1.61 1.1.1.373	yihU
21_Cellular response to stress	Cellular response to stress			K03184	3-demethoxyubiquinol 3-hydroxylase	1.14.99.60	ubiF
21_Cellular response to stress	Cellular response to stress			K13295	aprataxin and PNK-like factor	4.2.99.18	APLF
21_Cellular response to stress	Cellular response to stress			K10778	AraC family transcriptional regulator, regulatory protein of adaptative response / methylated-DNA-[protein]-cysteine methyltransferase	2.1.1.63	ada
21_Cellular response to stress	Cellular response to stress			K00518	nickel superoxide dismutase	1.15.1.1	sodN
21_Cellular response to stress	Cellular response to stress			K11404	histone deacetylase 3	3.5.1.98	HDAC3
21_Cellular response to stress	Cellular response to stress			K13299	glutathione S-transferase kappa 1	2.5.1.18	GSTK1
21_Cellular response to stress	Cellular response to stress			K02214	cell division control protein 7	2.7.11.1	CDC7
21_Cellular response to stress	Cellular response to stress			K12267	peptide methionine sulfoxide reductase msrA/msrB	1.8.4.11 1.8.4.12	msrAB
21_Cellular response to stress	Cellular response to stress			K03782	catalase-peroxidase	1.11.1.21	katG
21_Cellular response to stress	Cellular response to stress			K13810	transaldolase / glucose-6-phosphate isomerase	2.2.1.2 5.3.1.9	tal-pgi
21_Cellular response to stress	Cellular response to stress			K03660	N-glycosylase/DNA lyase	3.2.2.- 4.2.99.18	OGG1
21_Cellular response to stress	Cellular response to stress			K07452	5-methylcytosine-specific restriction enzyme B	3.1.21.-	mcrB
21_Cellular response to stress	Cellular response to stress			K05522	endonuclease VIII	3.2.2.- 4.2.99.18	nei
21_Cellular response to stress	Cellular response to stress			K11995	deoxyribonuclease-1-like protein	3.1.21.-	DNASE1L
21_Cellular response to stress	Cellular response to stress			K10563	formamidopyrimidine-DNA glycosylase	3.2.2.23 4.2.99.18	mutM, fpg
21_Cellular response to stress	Cellular response to stress			K10567	endonuclease VIII-like 1	3.2.2.- 4.2.99.18	NEIL1
21_Cellular response to stress	Cellular response to stress			K10568	endonuclease VIII-like 2	3.2.2.- 4.2.99.18	NEIL2
21_Cellular response to stress	Cellular response to stress			K10771	AP endonuclease 1	4.2.99.18	APEX1
21_Cellular response to stress	Cellular response to stress			K11065	thioredoxin-dependent peroxiredoxin	1.11.1.24	tpx
21_Cellular response to stress	Cellular response to stress			K11185	cytosolic tryparedoxin peroxidase, trypanosomatid typical 2-Cys peroxiredoxin	1.11.1.-	TRYP
21_Cellular response to stress	Cellular response to stress			K11186	mitochondrial tryparedoxin peroxidase, trypanosomatid typical 2-Cys peroxiredoxin	1.11.1.-	MTRYP
21_Cellular response to stress	Cellular response to stress			K11187	peroxiredoxin 5	1.11.1.24	PRDX5
21_Cellular response to stress	Cellular response to stress			K11188	peroxiredoxin 6	1.11.1.7 1.11.1.27 3.1.1.-	PRDX6
21_Cellular response to stress	Cellular response to stress			K13279	peroxiredoxin 1	1.11.1.24	PRDX1
21_Cellular response to stress	Cellular response to stress			K14171	alkyl hydroperoxide reductase 1	1.11.1.24	AHP1
21_Cellular response to stress	Cellular response to stress			K03185	2-octaprenyl-6-methoxyphenol hydroxylase	1.14.13.-	ubiH
21_Cellular response to stress	Cellular response to stress			K05712	3-(3-hydroxy-phenyl)propionate hydroxylase	1.14.13.127	mhpA
21_Cellular response to stress	Cellular response to stress			K06126	ubiquinone biosynthesis monooxygenase Coq6	1.14.13.-	COQ6
21_Cellular response to stress	Cellular response to stress			K06134	3-demethoxyubiquinol 3-hydroxylase	1.14.99.60	COQ7
