index	L1	L2	L3	L4	KO	Function	EC	Count
1841	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K02493	hemK, prmC, HEMK; release factor glutamine methyltransferase	2.1.1.297	1
6149	21_Cellular response to stress	Response to nitrosative stress			K04787	mbtA; mycobactin salicyl-AMP ligase	6.3.2.-	1
2205	07_Nucleic acid metabolism	Pyrimidine metabolism			K13421	UMPS; uridine monophosphate synthetase	2.4.2.10 4.1.1.23	2
2103	07_Nucleic acid metabolism	Pyrimidine metabolism			K01591	pyrF; orotidine-5'-phosphate decarboxylase	4.1.1.23	1
2566	08_Hydrocarbon degradation	Polycyclic aromatics degradation			K13185	DHX30; ATP-dependent RNA helicase DHX30	3.6.4.13	4
5443	21_Cellular response to stress	Cellular response to osmotic stress			K13185	DHX30; ATP-dependent RNA helicase DHX30	3.6.4.13	4
5446	21_Cellular response to stress	Cellular response to osmotic stress			K14442	DHX36, RHAU; ATP-dependent RNA helicase DHX36	3.6.4.13	4
5442	21_Cellular response to stress	Cellular response to osmotic stress			K13184	DHX9; ATP-dependent RNA helicase A	3.6.4.13	4
1117	06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K12525	metL; bifunctional aspartokinase / homoserine dehydrogenase 2	2.7.2.4 1.1.1.3	7
1235	06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K12525	metL; bifunctional aspartokinase / homoserine dehydrogenase 2	2.7.2.4 1.1.1.3	7
1538	06_Amino acid utilization biosynthesis metabolism	Lysine biosynthesis			K12525	metL; bifunctional aspartokinase / homoserine dehydrogenase 2	2.7.2.4 1.1.1.3	7
1586	06_Amino acid utilization biosynthesis metabolism	Methionine biosynthesis			K12525	metL; bifunctional aspartokinase / homoserine dehydrogenase 2	2.7.2.4 1.1.1.3	7
1637	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K12525	metL; bifunctional aspartokinase / homoserine dehydrogenase 2	2.7.2.4 1.1.1.3	7
1763	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K12525	metL; bifunctional aspartokinase / homoserine dehydrogenase 2	2.7.2.4 1.1.1.3	7
1058	06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00003	hom; homoserine dehydrogenase	1.1.1.3	9
1174	06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K00003	hom; homoserine dehydrogenase	1.1.1.3	9
1503	06_Amino acid utilization biosynthesis metabolism	D-arginine and D-ornithine metabolism			K00003	hom; homoserine dehydrogenase	1.1.1.3	9
1577	06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K00003	hom; homoserine dehydrogenase	1.1.1.3	9
1680	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00003	hom; homoserine dehydrogenase	1.1.1.3	9
1752	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K00003	hom; homoserine dehydrogenase	1.1.1.3	9
4909	20_Hydrolysis of polymers	Starch			K11809	PGM2L1; glucose-1,6-bisphosphate synthase	2.7.1.106	1
2648	09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K08256	pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase	2.4.1.345	1
3038	12_Transporters	ABC transporters, prokaryotic type	Mineral and organic ion transporters	Putrescine transporter [mD:m00300]	K11076	potG; putrescine transport system ATP-binding protein	7.6.2.16	2
2611	09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K12555	pbp2A; penicillin-binding protein 2A	2.4.1.129 3.4.16.4	1
4877	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K12555	pbp2A; penicillin-binding protein 2A	2.4.1.129 3.4.16.4	1
135	01_Fermentation	Mixed acid fermentation			K11162	RDH14; retinol dehydrogenase 14	1.1.1.-	1
177	01_Fermentation	Pyruvate fermentation to butanol			K11162	RDH14; retinol dehydrogenase 14	1.1.1.-	1
523	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K11162	RDH14; retinol dehydrogenase 14	1.1.1.-	1
594	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic fermentation		K11162	RDH14; retinol dehydrogenase 14	1.1.1.-	1
674	02_Homoacetogenesis	Glycolysis			K11162	RDH14; retinol dehydrogenase 14	1.1.1.-	1
132	01_Fermentation	Mixed acid fermentation			K11153	RDH12; retinol dehydrogenase 12	1.1.1.300	1
174	01_Fermentation	Pyruvate fermentation to butanol			K11153	RDH12; retinol dehydrogenase 12	1.1.1.300	1
520	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K11153	RDH12; retinol dehydrogenase 12	1.1.1.300	1
591	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic fermentation		K11153	RDH12; retinol dehydrogenase 12	1.1.1.300	1
671	02_Homoacetogenesis	Glycolysis			K11153	RDH12; retinol dehydrogenase 12	1.1.1.300	1
2267	07_Nucleic acid metabolism	Purine metabolism			K01488	add, ADA; adenosine deaminase	3.5.4.4	1
987	06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K00789	metK; S-adenosylmethionine synthetase	2.5.1.6	1
1072	06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00789	metK; S-adenosylmethionine synthetase	2.5.1.6	1
1641	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00789	metK; S-adenosylmethionine synthetase	2.5.1.6	1
1805	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K00789	metK; S-adenosylmethionine synthetase	2.5.1.6	1
13	01_Fermentation	Bifidobacterium shunt			K05715	2PGK; 2-phosphoglycerate kinase	2.7.2.16	1
88	01_Fermentation	Heterolactic fermentation			K05715	2PGK; 2-phosphoglycerate kinase	2.7.2.16	1
237	01_Fermentation	Homolactic fermentation			K05715	2PGK; 2-phosphoglycerate kinase	2.7.2.16	1
700	02_Homoacetogenesis	Glycolysis			K05715	2PGK; 2-phosphoglycerate kinase	2.7.2.16	1
2232	07_Nucleic acid metabolism	Purine metabolism			K00856	E2.7.1.20, ADK; adenosine kinase	2.7.1.20	1
1376	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00147	proA; glutamate-5-semialdehyde dehydrogenase	1.2.1.41	1
1222	06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K01753	dsdA; D-serine dehydratase	4.3.1.18	1
3933	18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfolactate degradation		K13039	comE; sulfopyruvate decarboxylase subunit beta	4.1.1.79	2
24	01_Fermentation	Acetylene degradation			K00121	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	2
55	01_Fermentation	Glutamate degradation V (via hydroxyglutarate)			K00121	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	2
105	01_Fermentation	Mixed acid fermentation			K00121	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	2
399	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to butanoate		K00121	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	2
411	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to ethanol I		K00121	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	2
421	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to ethanol II		K00121	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	2
469	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K00121	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	2
546	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic fermentation		K00121	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	2
621	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum solventogenic fermentation		K00121	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	2
3761	15_Methylotrophy	Formaldehyde oxidation (glutathione-dependent)			K00121	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	2
6613	21_Cellular response to stress	Response to osmotic stress			K00121	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	2
4207	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K05533	ANP1; mannan polymerase II complex ANP1 subunit	2.4.1.-	1
4430	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Mucin type O-glycan biosynthesis		K05533	ANP1; mannan polymerase II complex ANP1 subunit	2.4.1.-	1
4576	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K05533	ANP1; mannan polymerase II complex ANP1 subunit	2.4.1.-	1
4760	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K05533	ANP1; mannan polymerase II complex ANP1 subunit	2.4.1.-	1
5107	20_Hydrolysis of polymers	Mannose			K05533	ANP1; mannan polymerase II complex ANP1 subunit	2.4.1.-	1
6653	21_Cellular response to stress	Response to osmotic stress			K05533	ANP1; mannan polymerase II complex ANP1 subunit	2.4.1.-	1
2266	07_Nucleic acid metabolism	Purine metabolism			K01487	E3.5.4.3, guaD; guanine deaminase	3.5.4.3	1
2468	07_Nucleic acid metabolism	Degradation of purine bases			K01487	E3.5.4.3, guaD; guanine deaminase	3.5.4.3	1
2416	07_Nucleic acid metabolism	Purine metabolism			K11808	ADE2; phosphoribosylaminoimidazole carboxylase	4.1.1.21	1
5766	21_Cellular response to stress	Cellular response to stress			K08801	PASK; PAS domain containing serine/threonine kinase	2.7.11.1	2
6054	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K08801	PASK; PAS domain containing serine/threonine kinase	2.7.11.1	2
6361	21_Cellular response to stress	Response to osmotic stress			K08801	PASK; PAS domain containing serine/threonine kinase	2.7.11.1	2
1052	06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K13566	NIT2, yafV; omega-amidase	3.5.1.3	1
2289	07_Nucleic acid metabolism	Purine metabolism			K01769	E4.6.1.2; guanylate cyclase, other	4.6.1.2	1
2699	09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K13500	fcbD; chondroitin synthase	2.4.1.175 2.4.1.226	1
80	01_Fermentation	Heterolactic fermentation			K00033	PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase	1.1.1.44 1.1.1.343	1
5585	21_Cellular response to stress	Cellular response to stress			K00033	PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase	1.1.1.44 1.1.1.343	1
1454	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K06447	astD; succinylglutamic semialdehyde dehydrogenase	1.2.1.71	1
5829	21_Cellular response to stress	Cellular response to stress			K12767	RIM15; serine/threonine-protein kinase RIM15	2.7.11.1	1
6117	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K12767	RIM15; serine/threonine-protein kinase RIM15	2.7.11.1	1
6424	21_Cellular response to stress	Response to osmotic stress			K12767	RIM15; serine/threonine-protein kinase RIM15	2.7.11.1	1
2091	07_Nucleic acid metabolism	Pyrimidine metabolism			K01431	UPB1, pydC; beta-ureidopropionase	3.5.1.6	1
1727	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K12267	msrAB; peptide methionine sulfoxide reductase msrA/msrB	1.8.4.11 1.8.4.12	1
5618	21_Cellular response to stress	Cellular response to stress			K12267	msrAB; peptide methionine sulfoxide reductase msrA/msrB	1.8.4.11 1.8.4.12	1
6155	21_Cellular response to stress	Response to nitrosative stress			K12267	msrAB; peptide methionine sulfoxide reductase msrA/msrB	1.8.4.11 1.8.4.12	1
6803	21_Cellular response to stress	Response to oxidative stress			K12267	msrAB; peptide methionine sulfoxide reductase msrA/msrB	1.8.4.11 1.8.4.12	1
3154	12_Transporters	ABC transporters, prokaryotic type	Monosaccharide transporters	Phosphate transporter [mD:m00222]	K02036	pstB; phosphate transport system ATP-binding protein	7.3.2.1	1
1141	06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K00824	dat; D-alanine transaminase	2.6.1.21	1
1407	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00824	dat; D-alanine transaminase	2.6.1.21	1
1502	06_Amino acid utilization biosynthesis metabolism	D-arginine and D-ornithine metabolism			K00824	dat; D-alanine transaminase	2.6.1.21	1
3119	12_Transporters	ABC transporters, prokaryotic type	Monosaccharide transporters	Ribose transporter [mD:m00212]	K10439	rbsB; ribose transport system substrate-binding protein		1
985	06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K15036	K15036; acetyl-CoA/propionyl-CoA carboxylase	6.4.1.2 6.4.1.3 2.1.3.15	2
299	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and lactate I		K08324	sad; succinate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.24	1
314	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate I		K08324	sad; succinate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.24	1
332	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate IV		K08324	sad; succinate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.24	1
1629	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K08324	sad; succinate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.24	1
193	01_Fermentation	Pyruvate fermentation to butanol			K07547	bbsC; 2-[hydroxy(phenyl)methyl]-succinyl-CoA dehydrogenase BbsC subunit	1.1.1.35	1
372	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetone		K07547	bbsC; 2-[hydroxy(phenyl)methyl]-succinyl-CoA dehydrogenase BbsC subunit	1.1.1.35	1
481	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K07547	bbsC; 2-[hydroxy(phenyl)methyl]-succinyl-CoA dehydrogenase BbsC subunit	1.1.1.35	1
560	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic fermentation		K07547	bbsC; 2-[hydroxy(phenyl)methyl]-succinyl-CoA dehydrogenase BbsC subunit	1.1.1.35	1
635	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum solventogenic fermentation		K07547	bbsC; 2-[hydroxy(phenyl)methyl]-succinyl-CoA dehydrogenase BbsC subunit	1.1.1.35	1
822	05_Fatty acid oxidation	Fatty acid beta-oxidation I			K07547	bbsC; 2-[hydroxy(phenyl)methyl]-succinyl-CoA dehydrogenase BbsC subunit	1.1.1.35	1
851	05_Fatty acid oxidation	Fatty acid beta-oxidation II (core pathway)			K07547	bbsC; 2-[hydroxy(phenyl)methyl]-succinyl-CoA dehydrogenase BbsC subunit	1.1.1.35	1
1013	06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00609	pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit	2.1.3.2	1
2073	07_Nucleic acid metabolism	Pyrimidine metabolism			K00609	pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit	2.1.3.2	1
1036	06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01779	racD; aspartate racemase	5.1.1.13	2
2265	07_Nucleic acid metabolism	Purine metabolism			K01486	ade; adenine deaminase	3.5.4.2	1
2457	07_Nucleic acid metabolism	Degradation of purine bases			K01486	ade; adenine deaminase	3.5.4.2	1
1978	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K08678	UXS1, uxs; UDP-glucuronate decarboxylase	4.1.1.35	1
4991	20_Hydrolysis of polymers	Starch			K08678	UXS1, uxs; UDP-glucuronate decarboxylase	4.1.1.35	1
4230	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K09655	B4GALNT2; beta-1,4-N-acetylgalactosaminyltransferase 2	2.4.1.-	1
4453	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Mucin type O-glycan biosynthesis		K09655	B4GALNT2; beta-1,4-N-acetylgalactosaminyltransferase 2	2.4.1.-	1
4596	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K09655	B4GALNT2; beta-1,4-N-acetylgalactosaminyltransferase 2	2.4.1.-	1
4783	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K09655	B4GALNT2; beta-1,4-N-acetylgalactosaminyltransferase 2	2.4.1.-	1
5130	20_Hydrolysis of polymers	Mannose			K09655	B4GALNT2; beta-1,4-N-acetylgalactosaminyltransferase 2	2.4.1.-	1
6676	21_Cellular response to stress	Response to osmotic stress			K09655	B4GALNT2; beta-1,4-N-acetylgalactosaminyltransferase 2	2.4.1.-	1
5667	21_Cellular response to stress	Cellular response to stress			K11167	DHRS7C; dehydrogenase/reductase SDR family member 7C	1.1.-.-	1
997	06_Amino acid utilization biosynthesis metabolism	Methionine degradation			K01555	FAH, fahA; fumarylacetoacetase	3.7.1.2	1
2524	08_Hydrocarbon degradation	Aromatic carboxylic acid degradation			K01555	FAH, fahA; fumarylacetoacetase	3.7.1.2	1
2243	07_Nucleic acid metabolism	Purine metabolism			K00951	relA; GTP pyrophosphokinase	2.7.6.5	1
1549	06_Amino acid utilization biosynthesis metabolism	Histidine biosynthesis, pRpp => histidine			K01663	HIS7; imidazole glycerol-phosphate synthase	4.3.2.10	1
2662	09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K01663	HIS7; imidazole glycerol-phosphate synthase	4.3.2.10	1
139	01_Fermentation	Mixed acid fermentation			K13015	wbpA; UDP-N-acetyl-D-glucosamine dehydrogenase	1.1.1.136	1
181	01_Fermentation	Pyruvate fermentation to butanol			K13015	wbpA; UDP-N-acetyl-D-glucosamine dehydrogenase	1.1.1.136	1
527	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K13015	wbpA; UDP-N-acetyl-D-glucosamine dehydrogenase	1.1.1.136	1
598	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic fermentation		K13015	wbpA; UDP-N-acetyl-D-glucosamine dehydrogenase	1.1.1.136	1
678	02_Homoacetogenesis	Glycolysis			K13015	wbpA; UDP-N-acetyl-D-glucosamine dehydrogenase	1.1.1.136	1
897	06_Amino acid utilization biosynthesis metabolism	Transamination			K04487	iscS, NFS1; cysteine desulfurase	2.8.1.7	2
2000	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K01615	gcdA; glutaconyl-CoA decarboxylase subunit alpha	7.2.4.5	1
1419	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01428	ureC; urease subunit alpha	3.5.1.5	1
2259	07_Nucleic acid metabolism	Purine metabolism			K01428	ureC; urease subunit alpha	3.5.1.5	1
1418	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01427	URE; urease	3.5.1.5	1
2258	07_Nucleic acid metabolism	Purine metabolism			K01427	URE; urease	3.5.1.5	1
1593	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Pyruvate to leucine		K14261	alaC; alanine-synthesizing transaminase	2.6.1.-	1
1769	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K14261	alaC; alanine-synthesizing transaminase	2.6.1.-	1
1997	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K14261	alaC; alanine-synthesizing transaminase	2.6.1.-	1
4402	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03274	gmhD, rfaD; ADP-L-glycero-D-manno-heptose 6-epimerase	5.1.3.20	1
1178	06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00060	tdh; threonine 3-dehydrogenase	1.1.1.103	1
3782	15_Methylotrophy	Serine pathway for formaldehyde fixation			K08691	mcl; malyl-CoA/(S)-citramalyl-CoA lyase	4.1.3.24 4.1.3.25	2
1129	06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K00285	dadA; D-amino-acid dehydrogenase	1.4.5.1	1
243	01_Fermentation	Homolactic fermentation			K00043	gbd; 4-hydroxybutyrate dehydrogenase	1.1.1.61	1
989	06_Amino acid utilization biosynthesis metabolism	Methionine degradation			K01251	E3.3.1.1, ahcY; adenosylhomocysteinase	3.3.1.1	1
1086	06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01251	E3.3.1.1, ahcY; adenosylhomocysteinase	3.3.1.1	1
2973	11_Nitrogen cycle	Nitrogenated compounds Reduction	Assimilatory nitrate reduction	Nitrate to ammonia	K00363	nirD; nitrite reductase (NADH) small subunit	1.7.1.15	1
2086	07_Nucleic acid metabolism	Pyrimidine metabolism			K00945	cmk; CMP/dCMP kinase	2.7.4.25	1
3245	12_Transporters	ABC transporters, prokaryotic type	 metallic cation, iron-siderophore and vitamin b12 transporters	Vitamin b12 transporter [mD:m00241]	K06074	btuD; vitamin B12 transport system ATP-binding protein	7.6.2.8	1
1414	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01259	pip; proline iminopeptidase	3.4.11.5	1
5037	20_Hydrolysis of polymers	Xylose			K03331	DCXR; L-xylulose reductase	1.1.1.10	1
2804	09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01210	E3.2.1.58; glucan 1,3-beta-glucosidase	3.2.1.58	1
4986	20_Hydrolysis of polymers	Starch			K01210	E3.2.1.58; glucan 1,3-beta-glucosidase	3.2.1.58	1
779	03_Superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)				K00978	rfbF; glucose-1-phosphate cytidylyltransferase	2.7.7.33	1
4959	20_Hydrolysis of polymers	Starch			K00978	rfbF; glucose-1-phosphate cytidylyltransferase	2.7.7.33	1
1226	06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K02204	thrB2; homoserine kinase type II	2.7.1.39	1
1475	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K12253	aruI; 5-guanidino-2-oxopentanoate decarboxylase	4.1.1.75	1
6189	21_Cellular response to stress	Response to osmotic stress			K01759	GLO1, gloA; lactoylglutathione lyase	4.4.1.5	1
3149	12_Transporters	ABC transporters, prokaryotic type	Monosaccharide transporters	Simple sugar transporter [mD:m00221]	K02057	ABC.SS.P; simple sugar transport system permease protein		1
1196	06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00306	PIPOX; sarcosine oxidase / L-pipecolate oxidase	1.5.3.1 1.5.3.7	1
979	06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K11410	acdH; short-chain 2-methylacyl-CoA dehydrogenase	1.3.8.5	1
5589	21_Cellular response to stress	Cellular response to stress			K00107	ALO; D-arabinono-1,4-lactone oxidase	1.1.3.37	1
2125	07_Nucleic acid metabolism	Pyrimidine metabolism			K02342	dnaQ; DNA polymerase III subunit epsilon	2.7.7.7	1
2316	07_Nucleic acid metabolism	Purine metabolism			K02342	dnaQ; DNA polymerase III subunit epsilon	2.7.7.7	1
3209	12_Transporters	ABC transporters, prokaryotic type	Phosphate and amino acid transporters	Branched-chain amino acid transporter [mD:m00237]	K01996	livF; branched-chain amino acid transport system ATP-binding protein		2
2635	09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K13677	dgs, bgsA; 1,2-diacylglycerol-3-alpha-glucose alpha-1,2-glucosyltransferase	2.4.1.208	1
300	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and lactate I		K09472	puuC, aldH; 4-(gamma-glutamylamino)butanal dehydrogenase	1.2.1.99	1
315	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate I		K09472	puuC, aldH; 4-(gamma-glutamylamino)butanal dehydrogenase	1.2.1.99	1
333	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate IV		K09472	puuC, aldH; 4-(gamma-glutamylamino)butanal dehydrogenase	1.2.1.99	1
1461	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K09472	puuC, aldH; 4-(gamma-glutamylamino)butanal dehydrogenase	1.2.1.99	1
1630	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K09472	puuC, aldH; 4-(gamma-glutamylamino)butanal dehydrogenase	1.2.1.99	1
1047	06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K09758	asdA; aspartate 4-decarboxylase	4.1.1.12	1
1111	06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K09758	asdA; aspartate 4-decarboxylase	4.1.1.12	1
731	02_Homoacetogenesis	Reductive acetyl coenzyme A pathway			K03212	rumB; 23S rRNA (uracil747-C5)-methyltransferase	2.1.1.189	1
1846	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03212	rumB; 23S rRNA (uracil747-C5)-methyltransferase	2.1.1.189	1
298	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and lactate I		K00145	argC; N-acetyl-gamma-glutamyl-phosphate reductase	1.2.1.38	3
313	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate I		K00145	argC; N-acetyl-gamma-glutamyl-phosphate reductase	1.2.1.38	3
331	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate IV		K00145	argC; N-acetyl-gamma-glutamyl-phosphate reductase	1.2.1.38	3
1375	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00145	argC; N-acetyl-gamma-glutamyl-phosphate reductase	1.2.1.38	3
1506	06_Amino acid utilization biosynthesis metabolism	Lysine biosynthesis			K00145	argC; N-acetyl-gamma-glutamyl-phosphate reductase	1.2.1.38	3
